batter,runs,balls,matches,dismissals,average,strike_rate,sixes,fours,highest_score
A Badoni,235,180,12,8.0,29.375,130.55555555555557,5.0,22.0,55
A Kamboj,2,2,1,0.0,2.0,100.0,0.0,0.0,2
A Manohar,9,16,2,2.0,4.5,56.25,0.0,1.0,8
A Nortje,4,9,2,2.0,2.0,44.44444444444444,0.0,0.0,4
A Raghuvanshi,163,109,7,7.0,23.285714285714285,149.54128440366972,8.0,16.0,54
AA Kulkarni,9,8,2,2.0,4.5,112.5,0.0,2.0,9
AD Russell,222,141,9,6.0,37.0,157.4468085106383,16.0,20.0,64
AJ Turner,21,20,2,2.0,10.5,105.0,2.0,0.0,16
AK Markram,220,187,11,9.0,24.444444444444443,117.64705882352942,4.0,18.0,50
AM Rahane,242,200,12,13.0,18.615384615384617,121.0,7.0,24.0,45
AR Patel,235,183,12,9.0,26.11111111111111,128.4153005464481,10.0,19.0,66
AS Roy,3,3,1,0.0,3.0,100.0,0.0,0.0,3
Abdul Samad,182,113,12,10.0,18.2,161.06194690265488,11.0,15.0,37
Abhishek Sharma,484,248,16,15.0,32.266666666666666,195.16129032258064,42.0,36.0,75
Abishek Porel,327,213,12,12.0,27.25,153.52112676056336,13.0,36.0,65
Akash Deep,2,2,1,0.0,2.0,100.0,0.0,0.0,2
Akash Madhwal,4,5,1,0.0,4.0,80.0,0.0,0.0,4
Anmolpreet Singh,5,7,2,2.0,2.5,71.42857142857143,0.0,1.0,5
Anuj Rawat,98,80,5,3.0,32.666666666666664,122.50000000000001,3.0,10.0,48
Arshad Khan,78,52,3,2.0,39.0,150.0,5.0,5.0,58
Arshad Khan (2),5,4,1,1.0,5.0,125.0,0.0,1.0,5
Arshdeep Singh,4,4,1,1.0,4.0,100.0,0.0,1.0,4
Ashutosh Sharma,189,118,9,8.0,23.625,160.16949152542372,15.0,10.0,61
Atharva Taide,61,41,2,2.0,30.5,148.78048780487805,2.0,7.0,46
Avesh Khan,10,5,2,0.0,10.0,200.0,0.0,1.0,7
Azmatullah Omarzai,42,34,4,4.0,10.5,123.52941176470588,2.0,2.0,17
B Kumar,23,30,5,3.0,7.666666666666667,76.66666666666667,0.0,3.0,13
B Sai Sudharsan,527,388,12,11.0,47.90909090909091,135.82474226804123,17.0,48.0,103
BR Sharath,2,5,1,1.0,2.0,40.0,0.0,0.0,2
C Green,255,185,12,10.0,25.5,137.83783783783784,10.0,22.0,46
D Brevis,69,60,3,3.0,23.0,114.99999999999999,5.0,3.0,46
D Ferreira,8,11,2,2.0,4.0,72.72727272727273,0.0,0.0,7
D Padikkal,38,60,7,7.0,5.428571428571429,63.33333333333333,0.0,3.0,13
DA Miller,210,149,9,7.0,30.0,140.93959731543623,8.0,20.0,55
DA Warner,168,130,8,8.0,21.0,129.23076923076923,10.0,17.0,52
DG Nalkande,12,11,1,1.0,12.0,109.09090909090908,1.0,0.0,12
DJ Hooda,145,107,9,8.0,18.125,135.5140186915888,3.0,16.0,50
DJ Mitchell,318,228,13,11.0,28.90909090909091,139.4736842105263,10.0,27.0,63
Dhruv Jurel,195,144,11,7.0,27.857142857142858,135.41666666666669,7.0,18.0,56
F du Plessis,438,276,15,15.0,29.2,158.69565217391303,21.0,47.0,64
G Coetzee,14,22,5,4.0,3.5,63.63636363636363,1.0,0.0,8
GJ Maxwell,52,46,9,9.0,5.777777777777778,113.04347826086956,2.0,6.0,28
Gulbadin Naib,19,15,1,1.0,19.0,126.66666666666666,1.0,1.0,19
H Klaasen,479,293,15,12.0,39.916666666666664,163.48122866894198,38.0,19.0,80
HH Pandya,216,154,13,12.0,18.0,140.25974025974025,11.0,17.0,46
HV Patel,13,19,4,3.0,4.333333333333333,68.42105263157895,1.0,1.0,12
Harpreet Brar,75,59,7,2.0,37.5,127.11864406779661,2.0,8.0,29
Harpreet Singh,27,34,2,2.0,13.5,79.41176470588235,0.0,2.0,14
I Sharma,1,8,2,0.0,1.0,12.5,0.0,0.0,1
Ishan Kishan,320,222,14,14.0,22.857142857142858,144.14414414414415,16.0,35.0,69
J Fraser-McGurk,330,150,9,8.0,41.25,220.00000000000003,28.0,32.0,84
JA Richardson,2,2,1,1.0,2.0,100.0,0.0,0.0,2
JC Buttler,359,266,11,10.0,35.9,134.9624060150376,12.0,36.0,107
JD Unadkat,24,27,5,2.0,12.0,88.88888888888889,1.0,2.0,8
JJ Bumrah,12,12,4,0.0,12.0,100.0,0.0,1.0,8
JM Bairstow,298,197,11,10.0,29.8,151.26903553299493,14.0,33.0,108
JM Sharma,187,147,12,11.0,17.0,127.2108843537415,12.0,9.0,32
K Rabada,20,17,3,1.0,20.0,117.64705882352942,2.0,0.0,11
KA Maharaj,1,2,1,1.0,1.0,50.0,0.0,0.0,1
KD Karthik,326,195,13,9.0,36.22222222222222,167.17948717948718,22.0,27.0,83
KH Pandya,133,112,11,5.0,26.6,118.75,5.0,8.0,43
KL Rahul,520,398,14,14.0,37.142857142857146,130.6532663316583,19.0,45.0,82
KS Williamson,27,27,2,2.0,13.5,100.0,0.0,4.0,26
KV Sharma,31,16,3,2.0,15.5,193.75,3.0,2.0,20
Kuldeep Yadav,47,44,5,2.0,23.5,106.81818181818181,1.0,6.0,35
Kumar Kushagra,3,7,3,3.0,1.0,42.857142857142854,0.0,0.0,2
L Wood,9,3,1,0.0,9.0,300.0,1.0,0.0,9
LB Williams,1,2,1,0.0,1.0,50.0,0.0,0.0,1
LH Ferguson,1,1,1,1.0,1.0,100.0,0.0,0.0,1
LS Livingstone,111,82,7,4.0,27.75,135.3658536585366,7.0,8.0,38
Lalit Yadav,10,12,2,2.0,5.0,83.33333333333334,0.0,1.0,7
M Jansen,18,15,2,1.0,18.0,120.0,1.0,1.0,17
M Shahrukh Khan,127,77,7,5.0,25.4,164.93506493506493,9.0,9.0,58
MA Agarwal,64,59,4,4.0,16.0,108.47457627118644,1.0,8.0,32
MA Starc,9,11,5,2.0,4.5,81.81818181818183,0.0,1.0,6
MJ Santner,14,18,3,3.0,4.666666666666667,77.77777777777779,0.0,1.0,11
MJ Suthar,1,2,1,1.0,1.0,50.0,0.0,0.0,1
MK Lomror,125,74,10,9.0,13.88888888888889,168.91891891891893,9.0,9.0,33
MK Pandey,42,33,1,1.0,42.0,127.27272727272727,2.0,2.0,42
MM Ali,128,105,5,5.0,25.6,121.90476190476191,8.0,7.0,56
