batter,runs,balls,matches,dismissals,average,strike_rate,sixes,fours,highest_score
MS Dhoni,287,215,11,9.0,31.88888888888889,133.48837209302326,8.0,26.0,66
MS Gony,2,7,1,1.0,2.0,28.57142857142857,0.0,0.0,2
MV Boucher,13,10,2,1.0,13.0,130.0,1.0,0.0,11
Mandeep Singh,4,11,2,2.0,2.0,36.36363636363637,0.0,1.0,4
NV Ojha,377,294,14,12.0,31.416666666666668,128.2312925170068,15.0,42.0,94
OA Shah,115,96,5,3.0,38.333333333333336,119.79166666666667,5.0,7.0,58
P Dogra,107,108,8,6.0,17.833333333333332,99.07407407407408,5.0,4.0,41
P Kumar,4,8,3,2.0,2.0,50.0,0.0,0.0,3
PA Patel,72,83,4,5.0,14.4,86.74698795180723,2.0,6.0,57
PD Collingwood,203,159,7,4.0,50.75,127.67295597484276,13.0,9.0,75
PJ Sangwan,10,15,2,0.0,10.0,66.66666666666666,0.0,0.0,6
PP Chawla,62,63,6,5.0,12.4,98.4126984126984,0.0,7.0,22
PP Ojha,3,8,3,3.0,1.0,37.5,0.0,0.0,2
Pankaj Singh,1,2,1,1.0,1.0,50.0,0.0,0.0,1
R Ashwin,30,40,6,3.0,10.0,75.0,0.0,2.0,11
R Bhatia,24,17,3,3.0,8.0,141.1764705882353,2.0,1.0,21
R Dravid,256,203,11,9.0,28.444444444444443,126.10837438423646,3.0,34.0,52
R McLaren,66,71,7,3.0,22.0,92.95774647887323,0.0,7.0,40
R Sathish,112,98,10,6.0,18.666666666666668,114.28571428571428,0.0,11.0,24
R Sharma,29,26,4,3.0,9.666666666666666,111.53846153846155,1.0,3.0,14
R Vinay Kumar,27,35,5,3.0,9.0,77.14285714285715,0.0,1.0,10
RE van der Merwe,1,2,1,1.0,1.0,50.0,0.0,0.0,1
RG Sharma,404,310,16,18.0,22.444444444444443,130.32258064516128,14.0,36.0,73
RJ Harris,45,39,5,4.0,11.25,115.38461538461537,2.0,2.0,15
RP Singh,9,20,5,2.0,4.5,45.0,0.0,0.0,4
RR Powar,5,8,2,1.0,5.0,62.5,0.0,0.0,3
RS Bopara,248,223,9,8.0,31.0,111.21076233183858,3.0,25.0,77
RS Gavaskar,2,8,1,1.0,2.0,25.0,0.0,0.0,2
RS Sodhi,4,2,1,0.0,4.0,200.0,0.0,1.0,4
RV Uthappa,374,224,14,12.0,31.166666666666668,166.96428571428572,27.0,21.0,68
S Anirudha,30,19,2,1.0,30.0,157.89473684210526,2.0,2.0,24
S Badrinath,356,310,15,12.0,29.666666666666668,114.83870967741936,5.0,41.0,55
S Dhawan,191,180,10,10.0,19.1,106.11111111111111,3.0,23.0,56
S Ladda,0,10,2,2.0,0.0,0.0,0.0,0.0,0
S Narwal,14,13,3,3.0,4.666666666666667,107.6923076923077,0.0,2.0,12
S Sreesanth,27,22,3,0.0,27.0,122.72727272727273,0.0,5.0,15
S Sriram,27,31,1,1.0,27.0,87.09677419354838,0.0,3.0,27
S Tyagi,3,4,1,0.0,3.0,75.0,0.0,0.0,3
SA Asnodkar,5,4,1,1.0,5.0,125.0,0.0,1.0,5
SC Ganguly,493,440,14,13.0,37.92307692307692,112.04545454545453,15.0,58.0,88
SE Bond,1,2,1,1.0,1.0,50.0,0.0,0.0,1
SE Marsh,147,117,4,3.0,49.0,125.64102564102564,6.0,14.0,88
SJ Srivastava,1,2,2,1.0,1.0,50.0,0.0,0.0,1
SK Raina,528,387,16,13.0,40.61538461538461,136.43410852713177,23.0,45.0,83
SK Trivedi,20,15,4,3.0,6.666666666666667,133.33333333333331,1.0,3.0,9
SK Warne,10,21,6,3.0,3.3333333333333335,47.61904761904761,0.0,0.0,4
SL Malinga,1,1,1,0.0,1.0,100.0,0.0,0.0,1
SP Goswami,8,10,1,1.0,8.0,80.0,0.0,2.0,8
SR Tendulkar,618,489,15,13.0,47.53846153846154,126.38036809815951,3.0,86.0,89
SR Watson,185,117,5,5.0,37.0,158.1196581196581,9.0,18.0,60
SS Tiwary,419,319,15,13.0,32.23076923076923,131.34796238244516,18.0,29.0,61
ST Jayasuriya,33,35,4,4.0,8.25,94.28571428571428,1.0,4.0,23
STR Binny,8,5,1,1.0,8.0,160.0,0.0,1.0,8
SW Tait,12,13,2,1.0,12.0,92.3076923076923,1.0,0.0,11
T Thushara,10,11,2,1.0,10.0,90.9090909090909,0.0,0.0,8
TL Suman,307,264,14,8.0,38.375,116.28787878787878,12.0,23.0,78
TM Dilshan,44,55,6,6.0,7.333333333333333,80.0,0.0,6.0,17
UT Yadav,3,4,1,0.0,3.0,75.0,0.0,0.0,3
V Kohli,307,216,13,13.0,23.615384615384617,142.12962962962962,12.0,26.0,58
V Sehwag,356,227,14,14.0,25.428571428571427,156.8281938325991,14.0,47.0,75
VS Malik,6,5,1,1.0,6.0,120.0,0.0,1.0,6
VVS Laxman,64,62,6,4.0,16.0,103.2258064516129,1.0,7.0,22
WP Saha,67,53,6,3.0,22.333333333333332,126.41509433962264,1.0,9.0,22
WPUJC Vaas,30,34,5,4.0,7.5,88.23529411764706,1.0,1.0,16
Y Nagar,1,7,1,1.0,1.0,14.285714285714285,0.0,0.0,1
Y Venugopal Rao,34,44,4,4.0,8.5,77.27272727272727,1.0,3.0,24
YA Abdulla,0,1,1,0.0,0.0,0.0,0.0,0.0,0
YK Pathan,333,210,14,11.0,30.272727272727273,158.57142857142856,24.0,22.0,100
Yuvraj Singh,259,206,14,12.0,21.583333333333332,125.72815533980584,14.0,21.0,47
Z Khan,24,13,3,2.0,12.0,184.6153846153846,1.0,3.0,23
