,runs,wickets,batting_sr,bowling_economy
BA Stokes,316.0,14.0,139.20704845814979,7.160583941605839
RA Jadeja,158.0,5.0,133.89830508474577,9.222707423580786
HH Pandya,250.0,6.0,145.3488372093023,8.11111111111111
CH Morris,154.0,14.0,158.76288659793815,7.650793650793651
GJ Maxwell,310.0,7.0,166.66666666666669,6.57391304347826
AR Patel,227.0,15.0,132.7485380116959,7.469387755102041
KH Pandya,243.0,10.0,130.64516129032256,6.829268292682927
SP Narine,224.0,12.0,165.92592592592592,6.828729281767956
P Negi,144.0,17.0,126.3157894736842,6.06
