bowler,total_runs,ball,is_wicket,matches_bowling,overs,bowling_economy,bowling_average,bowling_strike_rate,wickets_per_match,dot_balls,dot_ball_percentage
Shahid Afridi,237,185,9,10,30.833333333333332,7.686486486486487,26.333333333333332,20.555555555555557,0.9,57.0,30.810810810810814
Shakib Al Hasan,1864,1515,71,70,252.5,7.3821782178217825,26.253521126760564,21.338028169014084,1.0142857142857142,504.0,33.26732673267327
Shashank Singh,25,19,1,3,3.1666666666666665,7.894736842105264,25.0,19.0,0.3333333333333333,2.0,10.526315789473683
Shivam Mavi,958,687,33,32,114.5,8.366812227074236,29.03030303030303,20.818181818181817,1.03125,254.0,36.972343522561864
Shivam Sharma,165,114,4,5,19.0,8.68421052631579,41.25,28.5,0.8,37.0,32.45614035087719
Shoaib Ahmed,154,103,5,7,17.166666666666668,8.970873786407767,30.8,20.6,0.7142857142857143,33.0,32.038834951456316
Shoaib Akhtar,54,46,5,3,7.666666666666667,7.0434782608695645,10.8,9.2,1.6666666666666667,23.0,50.0
Shoaib Malik,87,58,2,5,9.666666666666666,9.0,43.5,29.0,0.4,15.0,25.862068965517242
Sikandar Raza,146,88,3,7,14.666666666666666,9.954545454545455,48.666666666666664,29.333333333333332,0.42857142857142855,21.0,23.863636363636363
Simarjeet Singh,265,193,10,10,32.166666666666664,8.238341968911918,26.5,19.3,1.0,82.0,42.487046632124354
Sohail Tanvir,275,265,24,11,44.166666666666664,6.226415094339623,11.458333333333334,11.041666666666666,2.1818181818181817,121.0,45.660377358490564
Sumit Kumar,38,22,0,2,3.6666666666666665,10.363636363636363,38.0,22.0,0.0,4.0,18.181818181818183
Sunny Gupta,47,19,0,1,3.1666666666666665,14.842105263157896,47.0,19.0,0.0,,
Suyash Sharma,381,264,11,13,44.0,8.659090909090908,34.63636363636363,24.0,0.8461538461538461,85.0,32.196969696969695
Swapnil Singh,241,165,7,14,27.5,8.763636363636364,34.42857142857143,23.571428571428573,0.5,39.0,23.636363636363637
T Henderson,41,36,1,2,6.0,6.833333333333333,41.0,36.0,0.5,14.0,38.88888888888889
T Natarajan,2001,1401,76,61,233.5,8.569593147751606,26.32894736842105,18.43421052631579,1.2459016393442623,418.0,29.835831548893648
T Shamsi,185,120,3,5,20.0,9.25,61.666666666666664,40.0,0.6,28.0,23.333333333333332
T Stubbs,29,25,4,3,4.166666666666667,6.959999999999999,7.25,6.25,1.3333333333333333,9.0,36.0
T Thushara,164,144,10,6,24.0,6.833333333333333,16.4,14.4,1.6666666666666667,57.0,39.58333333333333
TA Boult,3286,2428,128,103,404.6666666666667,8.120263591433279,25.671875,18.96875,1.2427184466019416,986.0,40.609555189456344
TG Southee,1774,1262,57,54,210.33333333333334,8.434231378763867,31.12280701754386,22.140350877192983,1.0555555555555556,447.0,35.41996830427892
TK Curran,432,252,13,13,42.0,10.285714285714286,33.23076923076923,19.384615384615383,1.0,57.0,22.61904761904762
TL Suman,198,152,7,11,25.333333333333332,7.815789473684211,28.285714285714285,21.714285714285715,0.6363636363636364,43.0,28.289473684210524
TM Dilshan,368,275,5,25,45.833333333333336,8.02909090909091,73.6,55.0,0.2,79.0,28.72727272727273
TM Head,113,58,3,6,9.666666666666666,11.689655172413794,37.666666666666664,19.333333333333332,0.5,9.0,15.517241379310345
TP Sudhindra,137,74,1,3,12.333333333333334,11.108108108108107,137.0,74.0,0.3333333333333333,18.0,24.324324324324326
TS Mills,349,218,11,10,36.333333333333336,9.605504587155963,31.727272727272727,19.818181818181817,1.1,69.0,31.65137614678899
TU Deshpande,1275,831,46,36,138.5,9.205776173285198,27.717391304347824,18.065217391304348,1.2777777777777777,284.0,34.17569193742479
Tejas Baroka,33,21,0,1,3.5,9.428571428571429,33.0,21.0,0.0,6.0,28.57142857142857
Tilak Varma,28,23,0,4,3.8333333333333335,7.304347826086956,28.0,23.0,0.0,8.0,34.78260869565217
UT Yadav,4442,3190,163,147,531.6666666666666,8.354858934169279,27.25153374233129,19.570552147239265,1.1088435374149659,1186.0,37.17868338557994
Umar Gul,198,153,14,6,25.5,7.764705882352941,14.142857142857142,10.928571428571429,2.3333333333333335,51.0,33.33333333333333
Umran Malik,785,519,31,26,86.5,9.07514450867052,25.322580645161292,16.741935483870968,1.1923076923076923,205.0,39.4990366088632
V Kaverappa,36,24,2,1,4.0,9.0,18.0,12.0,2.0,11.0,45.83333333333333
V Kohli,371,264,5,26,44.0,8.431818181818182,74.2,52.8,0.19230769230769232,52.0,19.696969696969695
V Pratap Singh,300,211,12,9,35.166666666666664,8.530805687203792,25.0,17.583333333333332,1.3333333333333333,71.0,33.649289099526065
V Sehwag,236,138,6,15,23.0,10.26086956521739,39.333333333333336,23.0,0.4,44.0,31.88405797101449
V Shankar,344,258,12,22,43.0,8.0,28.666666666666668,21.5,0.5454545454545454,80.0,31.007751937984494
V Viyaskanth,90,60,1,3,10.0,9.0,90.0,60.0,0.3333333333333333,16.0,26.666666666666668
VG Arora,598,418,20,20,69.66666666666667,8.583732057416267,29.9,20.9,1.0,144.0,34.44976076555024
VR Aaron,1527,1065,46,50,177.5,8.60281690140845,33.19565217391305,23.152173913043477,0.92,387.0,36.33802816901409
VR Iyer,145,84,3,9,14.0,10.357142857142858,48.333333333333336,28.0,0.3333333333333333,15.0,17.857142857142858
VRV Singh,549,371,16,18,61.833333333333336,8.878706199460916,34.3125,23.1875,0.8888888888888888,114.0,30.727762803234505
VS Malik,268,212,6,13,35.333333333333336,7.584905660377358,44.666666666666664,35.333333333333336,0.46153846153846156,84.0,39.62264150943396
VS Yeligati,61,32,0,2,5.333333333333333,11.4375,61.0,32.0,0.0,6.0,18.75
VY Mahesh,511,359,22,17,59.833333333333336,8.540389972144846,23.227272727272727,16.318181818181817,1.2941176470588236,120.0,33.42618384401114
Vijaykumar Vyshak,396,243,17,11,40.5,9.777777777777779,23.294117647058822,14.294117647058824,1.5454545454545454,63.0,25.925925925925924
Vivrant Sharma,37,21,0,2,3.5,10.571428571428571,37.0,21.0,0.0,5.0,23.809523809523807
WA Mota,98,75,4,7,12.5,7.84,24.5,18.75,0.5714285714285714,24.0,32.0
WD Parnell,968,758,40,33,126.33333333333333,7.6622691292875995,24.2,18.95,1.2121212121212122,296.0,39.050131926121374
WG Jacks,100,55,2,5,9.166666666666666,10.90909090909091,50.0,27.5,0.4,11.0,20.0
WPUJC Vaas,364,288,22,13,48.0,7.583333333333333,16.545454545454547,13.090909090909092,1.6923076923076923,128.0,44.44444444444444
Washington Sundar,1335,1064,39,58,177.33333333333334,7.5281954887218046,34.23076923076923,27.28205128205128,0.6724137931034483,356.0,33.45864661654135
Y Gnaneswara Rao,7,6,0,1,1.0,7.0,7.0,6.0,0.0,3.0,50.0
Y Nagar,125,72,4,8,12.0,10.416666666666666,31.25,18.0,0.5,16.0,22.22222222222222
Y Prithvi Raj,57,33,1,2,5.5,10.363636363636363,57.0,33.0,0.5,8.0,24.242424242424242
Y Venugopal Rao,338,222,7,20,37.0,9.135135135135135,48.285714285714285,31.714285714285715,0.35,59.0,26.576576576576578
YA Abdulla,311,222,15,11,37.0,8.405405405405405,20.733333333333334,14.8,1.3636363636363635,88.0,39.63963963963964
YBK Jaiswal,6,1,0,1,0.16666666666666666,36.0,6.0,1.0,0.0,,
YK Pathan,1443,1184,46,82,197.33333333333334,7.3125,31.369565217391305,25.73913043478261,0.5609756097560976,393.0,33.192567567567565
YS Chahal,4681,3628,213,159,604.6666666666666,7.741455347298787,21.976525821596244,17.03286384976526,1.3396226415094339,1194.0,32.91069459757442
Yash Dayal,933,615,31,28,102.5,9.102439024390243,30.096774193548388,19.838709677419356,1.1071428571428572,216.0,35.12195121951219
Yash Thakur,702,432,27,19,72.0,9.75,26.0,16.0,1.4210526315789473,128.0,29.629629629629626
Yudhvir Singh,125,74,4,5,12.333333333333334,10.135135135135135,31.25,18.5,0.8,28.0,37.83783783783784
Yuvraj Singh,1091,882,39,73,147.0,7.421768707482993,27.974358974358974,22.615384615384617,0.5342465753424658,258.0,29.25170068027211
Z Khan,2860,2276,119,99,379.3333333333333,7.539543057996485,24.03361344537815,19.126050420168067,1.202020202020202,873.0,38.35676625659051
