batter,runs,balls,matches,dismissals,average,strike_rate,sixes,fours,highest_score
KL Rahul,616,472,14,11.0,56.0,130.5084745762712,30.0,45.0,103
KR Sen,0,3,1,0.0,0.0,0.0,0.0,0.0,0
KS Bharat,8,7,2,2.0,4.0,114.28571428571428,0.0,2.0,8
KS Sharma,4,4,1,1.0,4.0,100.0,0.0,1.0,4
KS Williamson,216,235,12,10.0,21.6,91.91489361702128,8.0,16.0,57
Kartik Tyagi,7,6,2,2.0,3.5,116.66666666666667,0.0,1.0,7
Kuldeep Yadav,48,54,7,1.0,48.0,88.88888888888889,2.0,3.0,16
LH Ferguson,5,4,2,2.0,2.5,125.0,0.0,1.0,5
LS Livingstone,437,261,14,12.0,36.416666666666664,167.43295019157088,34.0,29.0,70
Lalit Yadav,161,152,8,6.0,26.833333333333332,105.92105263157893,7.0,11.0,48
M Ashwin,12,14,4,2.0,6.0,85.71428571428571,1.0,1.0,6
M Jansen,9,7,2,1.0,9.0,128.57142857142858,1.0,0.0,8
M Prasidh Krishna,6,12,2,1.0,6.0,50.0,0.0,0.0,4
M Shahrukh Khan,117,118,8,7.0,16.714285714285715,99.15254237288136,9.0,4.0,26
M Theekshana,7,7,2,1.0,7.0,100.0,1.0,0.0,7
M Vohra,19,12,1,1.0,19.0,158.33333333333331,2.0,1.0,19
MA Agarwal,196,167,12,12.0,16.333333333333332,117.36526946107784,6.0,23.0,52
MJ Santner,22,30,4,2.0,11.0,73.33333333333333,0.0,3.0,11
MK Lomror,86,60,5,5.0,17.2,143.33333333333334,4.0,7.0,42
MK Pandey,88,84,6,6.0,14.666666666666666,104.76190476190477,2.0,9.0,38
MM Ali,244,183,10,10.0,24.4,133.33333333333331,11.0,24.0,93
MP Stoinis,156,116,10,7.0,22.285714285714285,134.48275862068965,13.0,7.0,38
MR Marsh,251,192,8,7.0,35.857142857142854,130.72916666666669,14.0,19.0,89
MS Dhoni,232,198,12,8.0,29.0,117.17171717171718,10.0,21.0,50
MS Wade,157,145,10,9.0,17.444444444444443,108.27586206896551,2.0,23.0,35
Mandeep Singh,18,24,3,3.0,6.0,75.0,0.0,4.0,18
Mohammed Siraj,30,33,4,2.0,15.0,90.9090909090909,0.0,5.0,14
Mohsin Khan,23,19,3,1.0,23.0,121.05263157894737,1.0,2.0,13
Mukesh Choudhary,6,6,2,0.0,6.0,100.0,0.0,1.0,4
Mustafizur Rahman,3,5,1,0.0,3.0,60.0,0.0,0.0,3
N Jagadeesan,40,40,2,1.0,40.0,100.0,1.0,3.0,39
N Pooran,306,228,13,8.0,38.25,134.21052631578948,21.0,16.0,64
N Rana,361,259,14,13.0,27.76923076923077,139.3822393822394,22.0,29.0,57
NM Coulter-Nile,1,2,1,0.0,1.0,50.0,0.0,0.0,1
NT Ellis,0,2,1,1.0,0.0,0.0,0.0,0.0,0
Navdeep Saini,2,2,1,1.0,2.0,100.0,0.0,0.0,2
OC McCoy,8,5,1,0.0,8.0,160.0,1.0,0.0,8
OF Smith,51,50,6,3.0,17.0,102.0,5.0,1.0,25
P Simran Singh,14,11,1,1.0,14.0,127.27272727272727,0.0,2.0,14
PBB Rajapaksa,206,137,9,9.0,22.88888888888889,150.36496350364962,13.0,16.0,43
PJ Cummins,63,24,5,4.0,15.75,262.5,6.0,5.0,56
PJ Sangwan,2,6,1,1.0,2.0,33.33333333333333,0.0,0.0,2
PK Garg,46,33,2,2.0,23.0,139.3939393939394,2.0,4.0,42
PN Mankad,4,1,1,0.0,4.0,400.0,0.0,1.0,4
PP Shaw,283,193,10,10.0,28.3,146.63212435233163,10.0,37.0,61
PVD Chameera,43,32,7,3.0,14.333333333333334,134.375,3.0,3.0,17
PWH de Silva,38,48,7,7.0,5.428571428571429,79.16666666666666,1.0,4.0,18
Q de Kock,508,350,15,15.0,33.86666666666667,145.14285714285714,23.0,47.0,140
R Ashwin,191,140,12,9.0,21.22222222222222,136.42857142857144,9.0,14.0,50
R Dhawan,37,41,4,2.0,18.5,90.2439024390244,2.0,4.0,21
R Parag,183,136,14,11.0,16.636363636363637,134.55882352941177,10.0,11.0,56
R Powell,250,174,12,11.0,22.727272727272727,143.67816091954023,22.0,10.0,67
R Sanjay Yadav,0,2,1,1.0,0.0,0.0,0.0,0.0,0
R Shepherd,58,43,3,3.0,19.333333333333332,134.88372093023256,5.0,2.0,26
R Tewatia,217,156,12,7.0,31.0,139.1025641025641,9.0,22.0,43
RA Bawa,11,14,2,2.0,5.5,78.57142857142857,0.0,1.0,11
RA Jadeja,116,105,10,8.0,14.5,110.47619047619048,5.0,6.0,26
RA Tripathi,413,271,14,12.0,34.416666666666664,152.39852398523985,20.0,40.0,76
RD Chahar,77,70,8,7.0,11.0,110.00000000000001,4.0,7.0,25
RD Gaikwad,368,298,14,14.0,26.285714285714285,123.48993288590604,14.0,33.0,99
RG Sharma,268,234,14,14.0,19.142857142857142,114.52991452991452,13.0,28.0,48
RK Singh,174,125,7,5.0,34.8,139.2,7.0,17.0,42
RM Patidar,333,232,7,6.0,55.5,143.5344827586207,18.0,27.0,112
RP Meredith,0,1,1,1.0,0.0,0.0,0.0,0.0,0
RR Pant,340,234,13,13.0,26.153846153846153,145.2991452991453,16.0,35.0,44
RV Patel,6,3,1,1.0,6.0,200.0,1.0,0.0,6
RV Uthappa,230,181,11,11.0,20.90909090909091,127.0718232044199,14.0,19.0,88
Ramandeep Singh,45,42,4,2.0,22.5,107.14285714285714,1.0,3.0,14
Rashid Khan,91,44,8,4.0,22.75,206.81818181818184,9.0,3.0,40
Rasikh Salam,7,6,1,1.0,7.0,116.66666666666667,0.0,1.0,7
Ravi Bishnoi,0,1,1,0.0,0.0,0.0,0.0,0.0,0
S Dhawan,460,395,14,12.0,38.333333333333336,116.45569620253164,12.0,47.0,88
S Dube,289,194,11,9.0,32.111111111111114,148.96907216494844,16.0,22.0,95
S Gopal,9,7,1,0.0,9.0,128.57142857142858,0.0,2.0,9
SA Abbott,7,5,1,1.0,7.0,140.0,1.0,0.0,7
SA Yadav,303,210,8,8.0,37.875,144.28571428571428,16.0,23.0,68
SE Rutherford,33,52,2,2.0,16.5,63.46153846153846,1.0,1.0,28
SN Khan,91,69,5,3.0,30.333333333333332,131.8840579710145,2.0,9.0,36
SN Thakur,120,90,10,8.0,15.0,133.33333333333331,7.0,7.0,29
SO Hetmyer,314,221,15,7.0,44.857142857142854,142.0814479638009,21.0,21.0,59
SP Jackson,23,26,5,4.0,5.75,88.46153846153845,1.0,0.0,8
SP Narine,71,40,9,7.0,10.142857142857142,177.5,6.0,6.0,22
SS Iyer,401,310,14,13.0,30.846153846153847,129.3548387096774,11.0,41.0,85
SS Prabhudessai,67,62,5,5.0,13.4,108.06451612903226,2.0,7.0,34
SV Samson,458,321,17,16.0,28.625,142.6791277258567,26.0,43.0,55
SW Billings,169,143,8,7.0,24.142857142857142,118.18181818181819,10.0,9.0,36
Shahbaz Ahmed,219,197,11,8.0,27.375,111.16751269035532,9.0,14.0,45
Shashank Singh,69,47,5,4.0,17.25,146.80851063829786,4.0,5.0,25
Shivam Mavi,3,8,3,2.0,1.5,37.5,0.0,0.0,2
Shubman Gill,483,374,16,15.0,32.2,129.14438502673798,11.0,51.0,96
Simarjeet Singh,7,8,3,1.0,7.0,87.5,0.0,0.0,3
T Stubbs,2,4,2,1.0,2.0,50.0,0.0,0.0,2
TA Boult,40,30,7,2.0,20.0,133.33333333333331,1.0,2.0,17
TG Southee,2,12,5,4.0,0.5,16.666666666666664,0.0,0.0,1
TH David,186,91,8,6.0,31.0,204.39560439560438,16.0,12.0,46
TL Seifert,24,21,2,2.0,12.0,114.28571428571428,0.0,4.0,21
TS Mills,0,3,2,1.0,0.0,0.0,0.0,0.0,0
Tilak Varma,397,313,14,10.0,39.7,126.83706070287539,16.0,29.0,61
UT Yadav,55,41,7,4.0,13.75,134.14634146341464,4.0,4.0,21
Umran Malik,4,8,4,1.0,4.0,50.0,0.0,0.0,3
V Kohli,341,306,16,16.0,21.3125,111.43790849673204,8.0,32.0,73
V Shankar,19,36,4,4.0,4.75,52.77777777777778,0.0,1.0,13
VG Arora,5,14,4,2.0,2.5,35.714285714285715,0.0,0.0,2
VR Iyer,182,175,12,11.0,16.545454545454547,104.0,7.0,17.0,50
WP Saha,317,266,11,9.0,35.22222222222222,119.17293233082707,7.0,40.0,68
Washington Sundar,101,76,7,7.0,14.428571428571429,132.89473684210526,3.0,9.0,40
YBK Jaiswal,258,198,10,10.0,25.8,130.3030303030303,10.0,28.0,68
YS Chahal,5,8,1,1.0,5.0,62.5,0.0,0.0,5
Yash Dayal,0,1,1,1.0,0.0,0.0,0.0,0.0,0
