bowler,runs,balls,matches,wickets,overs,economy,average,strike_rate
MC Henriques,107,76,4,2.0,12.666666666666666,8.447368421052632,53.5,38.0
MF Maharoof,67,66,3,4.0,11.0,6.090909090909091,16.75,16.5
MK Tiwary,11,6,1,0.0,1.0,11.0,inf,inf
MM Patel,245,218,11,18.0,36.333333333333336,6.743119266055046,13.61111111111111,12.11111111111111
MS Gony,173,107,7,5.0,17.833333333333332,9.700934579439252,34.6,21.4
Mashrafe Mortaza,59,28,1,1.0,4.666666666666667,12.642857142857142,59.0,28.0
P Kumar,401,312,13,16.0,52.0,7.711538461538462,25.0625,19.5
PJ Sangwan,374,297,13,18.0,49.5,7.555555555555555,20.77777777777778,16.5
PP Chawla,319,273,14,12.0,45.5,7.010989010989011,26.583333333333332,22.75
PP Ojha,359,327,15,21.0,54.5,6.587155963302752,17.095238095238095,15.571428571428571
Pankaj Singh,65,45,3,2.0,7.5,8.666666666666666,32.5,22.5
R Ashwin,14,24,1,2.0,4.0,3.5,7.0,12.0
R Bhatia,153,133,7,11.0,22.166666666666668,6.902255639097744,13.909090909090908,12.090909090909092
R Vinay Kumar,273,199,11,9.0,33.166666666666664,8.231155778894474,30.333333333333332,22.11111111111111
RA Jadeja,156,144,10,6.0,24.0,6.5,26.0,24.0
RA Shaikh,11,6,1,0.0,1.0,11.0,inf,inf
RE van der Merwe,263,209,10,9.0,34.833333333333336,7.55023923444976,29.22222222222222,23.22222222222222
RG Sharma,163,140,12,12.0,23.333333333333332,6.985714285714286,13.583333333333334,11.666666666666666
RJ Harris,235,192,8,6.0,32.0,7.34375,39.166666666666664,32.0
RP Singh,430,382,16,26.0,63.666666666666664,6.7539267015706805,16.53846153846154,14.692307692307692
RR Bose,24,12,1,0.0,2.0,12.0,inf,inf
RR Powar,138,132,8,6.0,22.0,6.2727272727272725,23.0,22.0
RR Raje,72,42,4,1.0,7.0,10.285714285714286,72.0,42.0
RS Bopara,5,8,2,0.0,1.3333333333333333,3.75,inf,inf
S Sreesanth,196,145,7,6.0,24.166666666666668,8.110344827586207,32.666666666666664,24.166666666666668
S Tyagi,143,118,8,5.0,19.666666666666668,7.271186440677965,28.6,23.6
SB Jakati,225,175,8,13.0,29.166666666666668,7.714285714285714,17.307692307692307,13.461538461538462
SB Styris,64,49,2,5.0,8.166666666666666,7.836734693877552,12.8,9.8
SC Ganguly,98,73,6,2.0,12.166666666666666,8.054794520547945,49.0,36.5
SK Raina,169,167,10,8.0,27.833333333333332,6.07185628742515,21.125,20.875
SK Trivedi,152,123,7,6.0,20.5,7.414634146341464,25.333333333333332,20.5
SK Warne,369,313,13,14.0,52.166666666666664,7.073482428115017,26.357142857142858,22.357142857142858
SL Malinga,334,326,13,21.0,54.333333333333336,6.147239263803681,15.904761904761905,15.523809523809524
SM Harwood,74,67,3,3.0,11.166666666666666,6.6268656716417915,24.666666666666668,22.333333333333332
SR Tendulkar,59,37,4,0.0,6.166666666666667,9.567567567567567,inf,inf
SS Sarkar,34,25,2,1.0,4.166666666666667,8.16,34.0,25.0
ST Jayasuriya,165,119,9,8.0,19.833333333333332,8.319327731092438,20.625,14.875
Shoaib Ahmed,154,103,7,5.0,17.166666666666668,8.970873786407767,30.8,20.6
T Henderson,41,36,2,1.0,6.0,6.833333333333333,41.0,36.0
T Thushara,61,50,2,3.0,8.333333333333334,7.319999999999999,20.333333333333332,16.666666666666668
TL Suman,108,91,5,6.0,15.166666666666666,7.120879120879121,18.0,15.166666666666666
TM Dilshan,99,96,8,0.0,16.0,6.1875,inf,inf
V Kohli,46,39,3,0.0,6.5,7.076923076923077,inf,inf
V Sehwag,25,7,1,0.0,1.1666666666666667,21.428571428571427,inf,inf
VRV Singh,83,54,4,1.0,9.0,9.222222222222221,83.0,54.0
VS Malik,100,74,5,2.0,12.333333333333334,8.108108108108107,50.0,37.0
VY Mahesh,25,13,1,1.0,2.1666666666666665,11.53846153846154,25.0,13.0
WA Mota,62,55,5,3.0,9.166666666666666,6.763636363636364,20.666666666666668,18.333333333333332
WPUJC Vaas,71,52,2,5.0,8.666666666666666,8.192307692307693,14.2,10.4
Y Nagar,20,13,1,2.0,2.1666666666666665,9.230769230769232,10.0,6.5
Y Venugopal Rao,123,92,6,4.0,15.333333333333334,8.021739130434783,30.75,23.0
YA Abdulla,244,180,9,14.0,30.0,8.133333333333333,17.428571428571427,12.857142857142858
YK Pathan,248,221,11,7.0,36.833333333333336,6.733031674208144,35.42857142857143,31.571428571428573
Yuvraj Singh,142,121,9,6.0,20.166666666666668,7.041322314049586,23.666666666666668,20.166666666666668
Z Khan,144,132,6,7.0,22.0,6.545454545454546,20.571428571428573,18.857142857142858
