bowler,runs,balls,matches,wickets,overs,economy,average,strike_rate
A Dananjaya,47,25,1,0.0,4.166666666666667,11.28,inf,inf
A Mishra,265,226,10,13.0,37.666666666666664,7.035398230088496,20.384615384615383,17.384615384615383
AD Russell,360,239,15,13.0,39.833333333333336,9.03765690376569,27.692307692307693,18.384615384615383
AJ Tye,459,353,14,28.0,58.833333333333336,7.80169971671388,16.392857142857142,12.607142857142858
AR Patel,221,158,8,3.0,26.333333333333332,8.39240506329114,73.66666666666667,52.666666666666664
AS Rajpoot,230,166,8,11.0,27.666666666666668,8.313253012048193,20.90909090909091,15.090909090909092
Ankit Sharma,11,6,1,0.0,1.0,11.0,inf,inf
Anureet Singh,42,24,3,2.0,4.0,10.5,21.0,12.0
Avesh Khan,205,117,6,4.0,19.5,10.512820512820513,51.25,29.25
B Kumar,357,286,12,10.0,47.666666666666664,7.48951048951049,35.7,28.6
B Laughlin,212,134,7,9.0,22.333333333333332,9.492537313432836,23.555555555555557,14.88888888888889
B Stanlake,130,100,4,5.0,16.666666666666668,7.8,26.0,20.0
BA Stokes,307,232,12,9.0,38.666666666666664,7.939655172413794,34.111111111111114,25.77777777777778
BB Sran,231,146,6,6.0,24.333333333333332,9.493150684931507,38.5,24.333333333333332
BCJ Cutting,169,105,7,2.0,17.5,9.657142857142857,84.5,52.5
Basil Thampi,115,62,4,5.0,10.333333333333334,11.129032258064516,23.0,12.4
C de Grandhomme,132,97,7,3.0,16.166666666666668,8.164948453608247,44.0,32.333333333333336
CH Morris,148,87,4,3.0,14.5,10.206896551724139,49.333333333333336,29.0
CJ Anderson,117,56,3,5.0,9.333333333333334,12.535714285714285,23.4,11.2
CJ Dala,34,19,1,0.0,3.1666666666666665,10.736842105263158,inf,inf
CJ Jordan,35,25,1,0.0,4.166666666666667,8.399999999999999,inf,inf
CR Brathwaite,96,64,4,6.0,10.666666666666666,9.0,16.0,10.666666666666666
CR Woakes,196,118,5,8.0,19.666666666666668,9.966101694915254,24.5,14.75
DJ Bravo,538,338,16,18.0,56.333333333333336,9.550295857988166,29.88888888888889,18.77777777777778
DJ Hooda,25,19,2,0.0,3.1666666666666665,7.894736842105264,inf,inf
DJ Willey,96,61,3,2.0,10.166666666666666,9.442622950819672,48.0,30.5
DJM Short,23,18,2,1.0,3.0,7.666666666666667,23.0,18.0
DL Chahar,281,248,12,10.0,41.333333333333336,6.798387096774193,28.1,24.8
DS Kulkarni,189,126,8,4.0,21.0,9.0,47.25,31.5
DT Christian,106,71,4,4.0,11.833333333333334,8.957746478873238,26.5,17.75
GJ Maxwell,132,98,10,5.0,16.333333333333332,8.081632653061225,26.4,19.6
HH Pandya,391,270,13,19.0,45.0,8.688888888888888,20.57894736842105,14.210526315789474
HV Patel,169,109,5,7.0,18.166666666666668,9.302752293577981,24.142857142857142,15.571428571428571
Harbhajan Singh,270,193,12,7.0,32.166666666666664,8.39378238341969,38.57142857142857,27.571428571428573
IS Sodhi,137,138,6,5.0,23.0,5.956521739130435,27.4,27.6
Imran Tahir,193,126,6,6.0,21.0,9.19047619047619,32.166666666666664,21.0
JC Archer,329,249,10,15.0,41.5,7.927710843373494,21.933333333333334,16.6
JD Unadkat,486,310,15,12.0,51.666666666666664,9.406451612903226,40.5,25.833333333333332
JJ Bumrah,383,333,14,17.0,55.5,6.900900900900901,22.529411764705884,19.58823529411765
JP Duminy,36,18,2,0.0,3.0,12.0,inf,inf
JPR Scantlebury-Searles,89,45,3,2.0,7.5,11.866666666666667,44.5,22.5
K Gowtham,321,244,15,12.0,40.666666666666664,7.89344262295082,26.75,20.333333333333332
K Khejroliya,110,70,3,2.0,11.666666666666666,9.428571428571429,55.0,35.0
KH Pandya,288,246,13,14.0,41.0,7.024390243902439,20.571428571428573,17.571428571428573
KK Ahmed,39,19,1,0.0,3.1666666666666665,12.31578947368421,inf,inf
KM Asif,75,38,2,3.0,6.333333333333333,11.842105263157896,25.0,12.666666666666666
KV Sharma,90,58,5,4.0,9.666666666666666,9.310344827586208,22.5,14.5
Kuldeep Yadav,423,312,16,18.0,52.0,8.134615384615385,23.5,17.333333333333332
L Ngidi,162,163,7,13.0,27.166666666666668,5.963190184049079,12.461538461538462,12.538461538461538
LE Plunkett,228,154,7,4.0,25.666666666666668,8.883116883116882,57.0,38.5
M Ashwin,54,45,2,3.0,7.5,7.2,18.0,15.0
M Markande,376,268,14,15.0,44.666666666666664,8.417910447761194,25.066666666666666,17.866666666666667
M Prasidh Krishna,261,177,7,12.0,29.5,8.847457627118644,21.75,14.75
MA Wood,50,25,1,0.0,4.166666666666667,12.0,inf,inf
MG Johnson,218,133,6,2.0,22.166666666666668,9.834586466165414,109.0,66.5
MJ McClenaghan,340,250,11,16.0,41.666666666666664,8.16,21.25,15.625
MK Lomror,27,18,2,0.0,3.0,9.0,inf,inf
MK Tiwary,10,7,1,0.0,1.1666666666666667,8.571428571428571,inf,inf
MM Ali,98,81,5,6.0,13.5,7.2592592592592595,16.333333333333332,13.5
MM Sharma,328,186,9,7.0,31.0,10.580645161290322,46.857142857142854,26.571428571428573
MP Stoinis,121,66,6,3.0,11.0,11.0,40.333333333333336,22.0
Mohammad Nabi,47,30,2,1.0,5.0,9.4,47.0,30.0
Mohammed Shami,144,85,4,3.0,14.166666666666666,10.164705882352942,48.0,28.333333333333332
Mohammed Siraj,372,264,11,12.0,44.0,8.454545454545455,31.0,22.0
Mujeeb Ur Rahman,292,254,11,15.0,42.333333333333336,6.89763779527559,19.466666666666665,16.933333333333334
Mustafizur Rahman,232,167,7,9.0,27.833333333333332,8.335329341317365,25.77777777777778,18.555555555555557
N Rana,44,38,5,4.0,6.333333333333333,6.947368421052632,11.0,9.5
P Negi,49,24,2,1.0,4.0,12.25,49.0,24.0
PJ Sangwan,20,12,1,0.0,2.0,10.0,inf,inf
PP Chawla,419,296,15,14.0,49.333333333333336,8.493243243243242,29.928571428571427,21.142857142857142
R Ashwin,411,314,14,11.0,52.333333333333336,7.853503184713375,37.36363636363637,28.545454545454547
R Tewatia,174,134,8,6.0,22.333333333333332,7.791044776119404,29.0,22.333333333333332
R Vinay Kumar,65,25,2,2.0,4.166666666666667,15.6,32.5,12.5
RA Jadeja,310,250,14,12.0,41.666666666666664,7.44,25.833333333333332,20.833333333333332
Rashid Khan,466,411,17,23.0,68.5,6.802919708029197,20.26086956521739,17.869565217391305
S Gopal,239,188,10,12.0,31.333333333333332,7.627659574468085,19.916666666666668,15.666666666666666
S Kaul,558,402,17,24.0,67.0,8.328358208955224,23.25,16.75
S Lamichhane,86,73,3,5.0,12.166666666666666,7.068493150684932,17.2,14.6
S Nadeem,162,92,6,5.0,15.333333333333334,10.565217391304348,32.4,18.4
SN Thakur,433,295,13,17.0,49.166666666666664,8.80677966101695,25.470588235294116,17.352941176470587
SP Narine,473,371,16,17.0,61.833333333333336,7.649595687331536,27.823529411764707,21.823529411764707
SR Watson,252,176,11,7.0,29.333333333333332,8.590909090909092,36.0,25.142857142857142
STR Binny,33,14,1,0.0,2.3333333333333335,14.142857142857142,inf,inf
Sandeep Sharma,334,273,12,14.0,45.5,7.34065934065934,23.857142857142858,19.5
Shakib Al Hasan,458,345,17,16.0,57.5,7.965217391304348,28.625,21.5625
Shivam Mavi,273,179,9,7.0,29.833333333333332,9.150837988826815,39.0,25.571428571428573
TA Boult,476,327,14,20.0,54.5,8.73394495412844,23.8,16.35
TG Southee,263,183,8,8.0,30.5,8.62295081967213,32.875,22.875
TK Curran,118,64,5,6.0,10.666666666666666,11.0625,19.666666666666668,10.666666666666666
UT Yadav,424,331,14,20.0,55.166666666666664,7.685800604229607,21.2,16.55
V Shankar,58,34,4,1.0,5.666666666666667,10.235294117647058,58.0,34.0
Washington Sundar,194,122,7,4.0,20.333333333333332,9.540983606557377,48.5,30.5
YK Pathan,14,12,1,1.0,2.0,7.0,14.0,12.0
YS Chahal,374,313,14,12.0,52.166666666666664,7.169329073482428,31.166666666666668,26.083333333333332
Yuvraj Singh,23,13,2,0.0,2.1666666666666665,10.615384615384617,inf,inf
