batter,runs,balls,matches,dismissals,average,strike_rate,sixes,fours,highest_score
A Ashish Reddy,47,30,3,2.0,23.5,156.66666666666666,4.0,2.0,32
A Mishra,4,14,2,2.0,2.0,28.57142857142857,0.0,0.0,3
A Nehra,1,1,1,0.0,1.0,100.0,0.0,0.0,1
A Zampa,0,1,1,1.0,0.0,0.0,0.0,0.0,0
AB de Villiers,687,415,16,13.0,52.84615384615385,165.5421686746988,37.0,57.0,129
AD Nath,20,27,3,3.0,6.666666666666667,74.07407407407408,0.0,1.0,12
AD Russell,188,125,8,7.0,26.857142857142858,150.4,15.0,10.0,39
AJ Finch,393,311,12,8.0,49.125,126.36655948553054,11.0,45.0,74
AM Rahane,480,387,14,13.0,36.92307692307692,124.03100775193798,9.0,54.0,74
AP Tare,8,15,2,2.0,4.0,53.333333333333336,0.0,1.0,8
AR Patel,111,81,10,6.0,18.5,137.03703703703704,8.0,4.0,36
AT Rayudu,334,284,12,11.0,30.363636363636363,117.6056338028169,12.0,28.0,65
Ankit Sharma,3,3,1,0.0,3.0,100.0,0.0,0.0,3
B Kumar,43,28,8,5.0,8.6,153.57142857142858,1.0,6.0,21
BB McCullum,354,273,16,16.0,22.125,129.67032967032966,16.0,38.0,60
BB Sran,4,4,3,0.0,4.0,100.0,0.0,0.0,2
BCJ Cutting,65,37,4,3.0,21.666666666666668,175.67567567567568,6.0,4.0,39
Bipul Sharma,51,25,4,1.0,51.0,204.0,5.0,1.0,27
C Munro,30,31,3,1.0,30.0,96.7741935483871,0.0,3.0,16
CA Lynn,25,23,2,1.0,25.0,108.69565217391303,1.0,0.0,15
CH Gayle,227,159,10,10.0,22.7,142.76729559748426,21.0,17.0,76
CH Morris,195,114,7,4.0,48.75,171.05263157894737,12.0,15.0,82
CJ Jordan,3,4,1,0.0,3.0,75.0,0.0,0.0,3
CR Brathwaite,83,40,6,6.0,13.833333333333334,207.50000000000003,8.0,6.0,34
D Wiese,5,4,1,0.0,5.0,125.0,0.0,0.0,5
DA Miller,161,139,13,10.0,16.1,115.8273381294964,4.0,11.0,31
DA Warner,848,579,17,16.0,53.0,146.4594127806563,31.0,88.0,93
DJ Bravo,99,88,12,8.0,12.375,112.5,1.0,11.0,22
DJ Hooda,144,125,15,11.0,13.090909090909092,115.19999999999999,5.0,9.0,34
DR Smith,324,226,12,11.0,29.454545454545453,143.36283185840708,16.0,35.0,73
DS Kulkarni,27,16,5,2.0,13.5,168.75,0.0,3.0,10
DW Steyn,1,2,1,1.0,1.0,50.0,0.0,0.0,1
EJG Morgan,123,105,6,5.0,24.6,117.14285714285715,4.0,8.0,51
ER Dwivedi,24,15,2,2.0,12.0,160.0,2.0,2.0,19
F Behardien,14,13,3,2.0,7.0,107.6923076923077,0.0,2.0,9
F du Plessis,206,169,6,6.0,34.333333333333336,121.89349112426035,9.0,17.0,69
G Gambhir,501,424,15,12.0,41.75,118.16037735849056,6.0,54.0,90
GJ Bailey,84,99,5,4.0,21.0,84.84848484848484,2.0,9.0,34
GJ Maxwell,179,129,10,9.0,19.88888888888889,138.75968992248062,8.0,14.0,68
Gurkeerat Singh,113,87,6,6.0,18.833333333333332,129.8850574712644,3.0,11.0,51
HH Pandya,44,66,9,7.0,6.285714285714286,66.66666666666666,0.0,4.0,9
HM Amla,157,122,6,6.0,26.166666666666668,128.68852459016392,4.0,20.0,96
Harbhajan Singh,92,91,7,3.0,30.666666666666668,101.0989010989011,2.0,11.0,45
IK Pathan,11,14,3,2.0,5.5,78.57142857142857,0.0,0.0,7
Imran Tahir,5,7,1,1.0,5.0,71.42857142857143,0.0,1.0,5
Iqbal Abdulla,37,27,2,0.0,37.0,137.03703703703704,1.0,4.0,33
Ishan Kishan,42,41,5,4.0,10.5,102.4390243902439,0.0,5.0,27
J Yadav,6,12,2,0.0,6.0,50.0,0.0,0.0,5
JA Morkel,16,9,1,1.0,16.0,177.77777777777777,2.0,0.0,16
JC Buttler,255,189,14,11.0,23.181818181818183,134.92063492063494,11.0,23.0,41
JJ Bumrah,8,11,2,1.0,8.0,72.72727272727273,0.0,1.0,6
JO Holder,22,20,4,4.0,5.5,110.00000000000001,1.0,2.0,13
JP Duminy,191,157,8,5.0,38.2,121.656050955414,3.0,13.0,49
JP Faulkner,77,60,5,3.0,25.666666666666668,128.33333333333334,0.0,7.0,32
KA Pollard,207,156,12,8.0,25.875,132.69230769230768,16.0,11.0,51
KC Cariappa,13,11,2,1.0,13.0,118.18181818181819,1.0,0.0,12
KD Karthik,335,273,15,14.0,23.928571428571427,122.71062271062272,3.0,38.0,53
KH Pandya,237,127,8,5.0,47.4,186.61417322834646,13.0,22.0,86
KJ Abbott,13,8,3,1.0,13.0,162.5,1.0,0.0,12
KK Nair,357,304,12,11.0,32.45454545454545,117.4342105263158,6.0,40.0,83
KL Rahul,397,277,12,9.0,44.111111111111114,143.32129963898916,16.0,37.0,68
KM Jadhav,42,33,3,0.0,42.0,127.27272727272727,2.0,2.0,25
KP Pietersen,73,61,4,3.0,24.333333333333332,119.67213114754098,3.0,4.0,37
KS Williamson,124,126,6,6.0,20.666666666666668,98.4126984126984,0.0,14.0,50
KV Sharma,36,34,3,0.0,36.0,105.88235294117648,1.0,3.0,26
KW Richardson,1,1,1,0.0,1.0,100.0,0.0,0.0,1
LMP Simmons,8,8,1,1.0,8.0,100.0,1.0,0.0,8
M Ashwin,0,1,1,1.0,0.0,0.0,0.0,0.0,0
M Morkel,1,1,1,0.0,1.0,100.0,0.0,0.0,1
M Vijay,453,373,14,12.0,37.75,121.44772117962465,10.0,50.0,89
M Vohra,161,136,7,8.0,20.125,118.38235294117648,3.0,19.0,51
MA Agarwal,27,26,3,3.0,9.0,103.84615384615385,1.0,3.0,10
MC Henriques,182,162,15,13.0,14.0,112.34567901234568,6.0,15.0,31
MG Johnson,5,14,2,2.0,2.5,35.714285714285715,0.0,0.0,4
MJ Guptill,57,55,3,3.0,19.0,103.63636363636364,3.0,3.0,48
MJ McClenaghan,34,23,4,3.0,11.333333333333334,147.82608695652172,3.0,2.0,20
MK Pandey,248,190,11,8.0,31.0,130.5263157894737,9.0,17.0,52
MM Sharma,32,27,5,4.0,8.0,118.5185185185185,1.0,3.0,15
MP Stoinis,146,111,5,4.0,36.5,131.53153153153156,4.0,13.0,52
MR Marsh,7,11,1,1.0,7.0,63.63636363636363,0.0,0.0,7
MS Dhoni,284,220,12,8.0,35.5,129.0909090909091,14.0,18.0,64
Mohammed Shami,2,4,2,0.0,2.0,50.0,0.0,0.0,2
N Rana,104,78,3,3.0,34.666666666666664,133.33333333333331,8.0,7.0,70
NLTC Perera,150,97,10,7.0,21.428571428571427,154.63917525773198,11.0,7.0,34
NM Coulter-Nile,9,14,2,0.0,9.0,64.28571428571429,0.0,1.0,7
NS Naik,23,33,2,2.0,11.5,69.6969696969697,0.0,1.0,22
NV Ojha,136,142,13,10.0,13.6,95.77464788732394,5.0,7.0,37
P Kumar,24,27,6,4.0,6.0,88.88888888888889,0.0,3.0,15
P Negi,57,63,6,3.0,19.0,90.47619047619048,3.0,2.0,19
P Sahu,19,13,2,0.0,19.0,146.15384615384613,1.0,1.0,18
PA Patel,177,161,10,10.0,17.7,109.93788819875776,4.0,23.0,81
PP Chawla,27,26,3,3.0,9.0,103.84615384615385,0.0,4.0,11
PSP Handscomb,6,12,1,1.0,6.0,50.0,0.0,0.0,6
PV Tambe,7,19,1,0.0,7.0,36.84210526315789,0.0,1.0,7
Parvez Rasool,10,9,1,1.0,10.0,111.11111111111111,0.0,1.0,10
Q de Kock,445,340,13,13.0,34.23076923076923,130.88235294117646,13.0,52.0,108
R Ashwin,41,38,6,2.0,20.5,107.89473684210526,1.0,3.0,29
R Bhatia,34,20,5,1.0,34.0,170.0,2.0,1.0,21
R Dhawan,14,6,2,0.0,14.0,233.33333333333334,1.0,0.0,11
R Sathish,24,24,3,3.0,8.0,100.0,1.0,1.0,10
R Vinay Kumar,13,12,2,1.0,13.0,108.33333333333333,1.0,0.0,12
RA Jadeja,191,189,15,10.0,19.1,101.05820105820106,4.0,14.0,36
RG Sharma,489,372,14,12.0,40.75,131.4516129032258,17.0,49.0,85
RR Pant,198,155,10,7.0,28.285714285714285,127.74193548387096,6.0,19.0,69
RV Uthappa,394,300,15,16.0,24.625,131.33333333333331,8.0,45.0,72
S Dhawan,501,438,17,13.0,38.53846153846154,114.3835616438356,8.0,51.0,82
S Gopal,2,16,1,1.0,2.0,12.5,0.0,0.0,2
S Kaushik,0,1,1,1.0,0.0,0.0,0.0,0.0,0
S Nadeem,1,5,1,0.0,1.0,20.0,0.0,0.0,1
SA Yadav,182,148,11,7.0,26.0,122.97297297297298,5.0,18.0,60
SB Jakati,1,2,1,0.0,1.0,50.0,0.0,0.0,1
SE Marsh,159,134,6,6.0,26.5,118.65671641791045,4.0,13.0,56
SK Raina,399,321,15,15.0,26.6,124.29906542056075,10.0,39.0,75
SN Khan,66,31,4,2.0,33.0,212.9032258064516,4.0,7.0,35
SP Narine,7,14,3,0.0,7.0,50.0,0.0,0.0,4
SPD Smith,270,184,7,6.0,45.0,146.73913043478262,8.0,27.0,101
SR Watson,179,135,15,13.0,13.76923076923077,132.5925925925926,12.0,14.0,36
SS Iyer,30,46,6,6.0,5.0,65.21739130434783,1.0,2.0,19
SS Tiwary,170,149,7,6.0,28.333333333333332,114.09395973154362,4.0,17.0,57
STR Binny,63,41,5,4.0,15.75,153.65853658536585,4.0,5.0,21
SV Samson,291,265,14,10.0,29.1,109.81132075471697,8.0,20.0,60
SW Billings,88,66,4,4.0,22.0,133.33333333333331,4.0,4.0,54
Sachin Baby,119,82,6,5.0,23.8,145.1219512195122,5.0,9.0,33
Sandeep Sharma,8,9,4,0.0,8.0,88.88888888888889,0.0,0.0,5
Shakib Al Hasan,114,108,7,5.0,22.8,105.55555555555556,5.0,7.0,66
Swapnil Singh,0,1,1,1.0,0.0,0.0,0.0,0.0,0
TG Southee,30,20,4,3.0,10.0,150.0,2.0,1.0,25
TM Head,54,42,3,2.0,27.0,128.57142857142858,2.0,3.0,37
UBT Chand,0,5,1,1.0,0.0,0.0,0.0,0.0,0
UT Khawaja,127,105,6,5.0,25.4,120.95238095238095,3.0,14.0,30
UT Yadav,9,6,2,2.0,4.5,150.0,1.0,0.0,7
V Kohli,973,655,16,12.0,81.08333333333333,148.54961832061068,38.0,84.0,113
WP Saha,270,214,12,11.0,24.545454545454547,126.16822429906543,1.0,29.0,56
YK Pathan,361,256,13,7.0,51.57142857142857,141.015625,13.0,33.0,63
Yuvraj Singh,236,183,10,10.0,23.6,128.96174863387978,13.0,22.0,44
Z Khan,6,13,2,2.0,3.0,46.15384615384615,0.0,1.0,4
