batter,runs,balls,matches,dismissals,average,strike_rate,sixes,fours,highest_score
JPR Scantlebury-Searles,8,6,2,1.0,8.0,133.33333333333331,1.0,0.0,6
K Gowtham,126,67,13,9.0,14.0,188.05970149253733,9.0,9.0,33
KA Pollard,133,104,8,7.0,19.0,127.88461538461537,7.0,10.0,50
KD Karthik,498,349,16,9.0,55.333333333333336,142.69340974212034,16.0,49.0,52
KH Pandya,228,164,13,9.0,25.333333333333332,139.02439024390242,10.0,22.0,41
KK Nair,301,225,12,13.0,23.153846153846153,133.77777777777777,13.0,23.0,54
KL Rahul,659,426,14,12.0,54.916666666666664,154.69483568075117,32.0,66.0,95
KM Jadhav,24,23,1,0.0,24.0,104.34782608695652,2.0,1.0,24
KS Williamson,735,522,17,15.0,49.0,140.80459770114942,28.0,64.0,84
Kuldeep Yadav,12,25,3,1.0,12.0,48.0,0.0,1.0,7
LE Plunkett,1,3,2,1.0,1.0,33.33333333333333,0.0,0.0,1
M Ashwin,1,2,1,1.0,1.0,50.0,0.0,0.0,1
M Markande,21,25,6,2.0,10.5,84.0,0.0,2.0,7
M Prasidh Krishna,1,5,1,0.0,1.0,20.0,0.0,0.0,1
M Vijay,12,11,1,1.0,12.0,109.09090909090908,1.0,0.0,12
M Vohra,55,50,4,4.0,13.75,110.00000000000001,4.0,2.0,45
MA Agarwal,120,94,11,10.0,12.0,127.65957446808511,5.0,9.0,30
MA Wood,1,5,1,1.0,1.0,20.0,0.0,0.0,1
MG Johnson,16,11,2,0.0,16.0,145.45454545454547,0.0,2.0,12
MJ McClenaghan,11,12,4,2.0,5.5,91.66666666666666,1.0,1.0,11
MK Lomror,20,21,2,1.0,20.0,95.23809523809523,0.0,1.0,11
MK Pandey,284,257,13,11.0,25.818181818181817,110.50583657587549,5.0,22.0,62
MK Tiwary,47,45,4,3.0,15.666666666666666,104.44444444444446,1.0,4.0,35
MM Ali,77,46,4,4.0,19.25,167.3913043478261,6.0,4.0,65
MM Sharma,10,14,4,1.0,10.0,71.42857142857143,0.0,1.0,4
MP Stoinis,99,78,7,4.0,24.75,126.92307692307692,4.0,6.0,29
MS Dhoni,455,321,15,7.0,65.0,141.74454828660436,30.0,24.0,79
Mandeep Singh,252,193,13,10.0,25.2,130.5699481865285,11.0,16.0,47
Mohammad Nabi,18,12,2,2.0,9.0,150.0,0.0,3.0,14
Mohammed Shami,7,6,1,1.0,7.0,116.66666666666667,0.0,1.0,7
Mohammed Siraj,25,23,3,2.0,12.5,108.69565217391303,1.0,2.0,14
Mujeeb Ur Rahman,10,7,2,1.0,10.0,142.85714285714286,0.0,2.0,10
Mustafizur Rahman,1,3,1,1.0,1.0,33.33333333333333,0.0,0.0,1
N Rana,304,238,15,15.0,20.266666666666666,127.73109243697478,14.0,26.0,59
NV Ojha,1,4,1,1.0,1.0,25.0,0.0,0.0,1
P Chopra,8,6,1,1.0,8.0,133.33333333333331,0.0,2.0,8
P Negi,3,5,2,2.0,1.5,60.0,0.0,0.0,3
PA Patel,153,109,6,5.0,30.6,140.36697247706422,4.0,20.0,53
PJ Sangwan,0,5,1,1.0,0.0,0.0,0.0,0.0,0
PP Chawla,27,36,5,4.0,6.75,75.0,1.0,1.0,12
PP Shaw,245,165,9,9.0,27.22222222222222,148.4848484848485,10.0,27.0,65
Q de Kock,201,164,8,7.0,28.714285714285715,122.5609756097561,8.0,20.0,53
R Ashwin,102,76,8,8.0,12.75,134.21052631578948,5.0,7.0,45
R Tewatia,50,47,5,4.0,12.5,106.38297872340425,1.0,5.0,24
R Vinay Kumar,6,4,1,0.0,6.0,150.0,0.0,1.0,6
RA Jadeja,89,80,8,5.0,17.8,111.25,4.0,3.0,27
RA Tripathi,226,173,12,9.0,25.11111111111111,130.635838150289,8.0,18.0,80
RG Sharma,286,223,14,13.0,22.0,128.25112107623318,12.0,25.0,94
RK Bhui,0,5,1,1.0,0.0,0.0,0.0,0.0,0
RK Singh,29,34,4,4.0,7.25,85.29411764705883,0.0,4.0,16
RR Pant,684,412,14,15.0,45.6,166.01941747572815,37.0,68.0,128
RV Uthappa,351,274,16,17.0,20.647058823529413,128.1021897810219,21.0,30.0,54
Rashid Khan,59,32,7,5.0,11.8,184.375,6.0,3.0,34
S Dhawan,497,379,16,14.0,35.5,131.13456464379948,14.0,59.0,92
S Gopal,50,47,4,2.0,25.0,106.38297872340425,0.0,5.0,24
S Kaul,3,14,3,2.0,1.5,21.428571428571427,0.0,0.0,2
S Nadeem,6,8,1,0.0,6.0,75.0,0.0,0.0,6
SA Yadav,512,391,14,14.0,36.57142857142857,130.9462915601023,16.0,61.0,72
SK Raina,445,354,15,12.0,37.083333333333336,125.70621468926552,12.0,46.0,75
SN Khan,51,43,6,5.0,10.2,118.6046511627907,1.0,7.0,22
SN Thakur,15,5,1,0.0,15.0,300.0,0.0,3.0,15
SP Goswami,52,42,3,3.0,17.333333333333332,123.80952380952381,1.0,6.0,35
SP Narine,357,198,16,16.0,22.3125,180.3030303030303,23.0,40.0,75
SR Watson,555,368,15,13.0,42.69230769230769,150.81521739130434,35.0,44.0,117
SS Iyer,411,317,13,12.0,34.25,129.65299684542586,21.0,29.0,93
STR Binny,44,39,5,4.0,11.0,112.82051282051282,2.0,2.0,22
SV Samson,441,325,15,14.0,31.5,135.69230769230768,19.0,30.0,92
SW Billings,108,78,8,8.0,13.5,138.46153846153845,5.0,8.0,56
Sandeep Sharma,0,4,3,2.0,0.0,0.0,0.0,0.0,0
Shakib Al Hasan,239,203,13,9.0,26.555555555555557,117.73399014778325,5.0,26.0,35
Shivam Mavi,13,15,3,3.0,4.333333333333333,86.66666666666667,0.0,1.0,7
Shubman Gill,203,142,10,5.0,40.6,142.95774647887325,5.0,22.0,57
TA Boult,0,2,1,1.0,0.0,0.0,0.0,0.0,0
TG Southee,52,46,4,2.0,26.0,113.04347826086956,1.0,5.0,36
TK Curran,23,28,4,3.0,7.666666666666667,82.14285714285714,0.0,3.0,18
UT Yadav,3,12,5,4.0,0.75,25.0,0.0,0.0,1
V Kohli,530,385,14,12.0,44.166666666666664,137.66233766233768,18.0,52.0,92
V Shankar,212,156,9,4.0,53.0,135.8974358974359,11.0,11.0,54
WP Saha,122,108,10,8.0,15.25,112.96296296296295,1.0,17.0,35
Washington Sundar,65,40,5,4.0,16.25,162.5,4.0,5.0,35
YK Pathan,260,211,13,9.0,28.88888888888889,123.22274881516589,11.0,22.0,45
YS Chahal,0,4,1,0.0,0.0,0.0,0.0,0.0,0
Yuvraj Singh,65,74,6,5.0,13.0,87.83783783783784,2.0,6.0,20
