bowler,runs,balls,matches,wickets,overs,economy,average,strike_rate
A Mishra,271,243,11,11.0,40.5,6.691358024691358,24.636363636363637,22.09090909090909
AD Russell,288,182,12,11.0,30.333333333333332,9.494505494505495,26.181818181818183,16.545454545454547
AJ Tye,233,137,6,3.0,22.833333333333332,10.204379562043796,77.66666666666667,45.666666666666664
AR Patel,368,307,14,12.0,51.166666666666664,7.192182410423453,30.666666666666668,25.583333333333332
AS Joseph,89,55,3,6.0,9.166666666666666,9.709090909090909,14.833333333333334,9.166666666666666
AS Rajpoot,157,102,4,3.0,17.0,9.235294117647058,52.333333333333336,34.0
AS Roy,11,15,1,1.0,2.5,4.4,11.0,15.0
Abhishek Sharma,21,13,2,1.0,2.1666666666666665,9.692307692307693,21.0,13.0
Arshdeep Singh,117,65,3,3.0,10.833333333333334,10.799999999999999,39.0,21.666666666666668
Avesh Khan,30,19,1,0.0,3.1666666666666665,9.473684210526317,inf,inf
B Kumar,466,367,15,14.0,61.166666666666664,7.618528610354224,33.285714285714285,26.214285714285715
BA Stokes,200,109,6,6.0,18.166666666666668,11.009174311926605,33.333333333333336,18.166666666666668
BB Sran,51,25,2,0.0,4.166666666666667,12.239999999999998,inf,inf
BCJ Cutting,27,12,1,1.0,2.0,13.5,27.0,12.0
Basil Thampi,115,73,3,0.0,12.166666666666666,9.452054794520548,inf,inf
C de Grandhomme,55,31,3,0.0,5.166666666666667,10.64516129032258,inf,inf
CH Morris,314,206,9,13.0,34.333333333333336,9.145631067961164,24.153846153846153,15.846153846153847
CR Brathwaite,29,21,2,0.0,3.5,8.285714285714286,inf,inf
CV Varun,35,18,1,1.0,3.0,11.666666666666666,35.0,18.0
DJ Bravo,336,263,12,13.0,43.833333333333336,7.665399239543726,25.846153846153847,20.23076923076923
DJ Hooda,21,13,2,1.0,2.1666666666666665,9.692307692307693,21.0,13.0
DL Chahar,486,400,17,22.0,66.66666666666667,7.289999999999999,22.09090909090909,18.181818181818183
DS Kulkarni,336,219,10,6.0,36.5,9.205479452054794,56.0,36.5
DW Steyn,74,48,2,4.0,8.0,9.25,18.5,12.0
GC Viljoen,229,146,6,8.0,24.333333333333332,9.41095890410959,28.625,18.25
GH Vihari,9,6,1,0.0,1.0,9.0,inf,inf
HF Gurney,239,169,8,7.0,28.166666666666668,8.485207100591715,34.142857142857146,24.142857142857142
HH Pandya,397,269,16,16.0,44.833333333333336,8.855018587360595,24.8125,16.8125
HV Patel,77,52,2,3.0,8.666666666666666,8.884615384615385,25.666666666666668,17.333333333333332
Harbhajan Singh,315,269,11,18.0,44.833333333333336,7.026022304832713,17.5,14.944444444444445
Harpreet Brar,48,30,2,0.0,5.0,9.6,inf,inf
I Sharma,364,285,13,14.0,47.5,7.663157894736842,26.0,20.357142857142858
IS Sodhi,67,44,2,4.0,7.333333333333333,9.136363636363637,16.75,11.0
Imran Tahir,440,388,17,26.0,64.66666666666667,6.804123711340206,16.923076923076923,14.923076923076923
J Suchith,28,24,1,2.0,4.0,7.0,14.0,12.0
J Yadav,50,43,2,1.0,7.166666666666667,6.976744186046512,50.0,43.0
JC Archer,306,264,11,12.0,44.0,6.954545454545454,25.5,22.0
JD Unadkat,404,236,11,11.0,39.333333333333336,10.271186440677965,36.72727272727273,21.454545454545453
JJ Bumrah,433,382,16,23.0,63.666666666666664,6.801047120418849,18.82608695652174,16.608695652173914
JP Behrendorff,168,117,5,5.0,19.5,8.615384615384615,33.6,23.4
K Gowtham,171,122,7,1.0,20.333333333333332,8.40983606557377,171.0,122.0
K Khejroliya,47,31,2,1.0,5.166666666666667,9.096774193548386,47.0,31.0
K Rabada,382,298,12,29.0,49.666666666666664,7.691275167785236,13.172413793103448,10.275862068965518
KC Cariappa,34,13,1,0.0,2.1666666666666665,15.692307692307693,inf,inf
KH Pandya,337,282,16,12.0,47.0,7.170212765957447,28.083333333333332,23.5
KK Ahmed,292,222,9,20.0,37.0,7.891891891891892,14.6,11.1
KMA Paul,239,180,8,10.0,30.0,7.966666666666667,23.9,18.0
KV Sharma,33,17,1,1.0,2.8333333333333335,11.647058823529411,33.0,17.0
Kuldeep Yadav,286,202,9,5.0,33.666666666666664,8.495049504950495,57.2,40.4
LH Ferguson,185,107,5,2.0,17.833333333333332,10.373831775700936,92.5,53.5
LS Livingstone,13,6,1,0.0,1.0,13.0,inf,inf
M Ashwin,257,211,10,5.0,35.166666666666664,7.308056872037915,51.4,42.2
M Markande,59,37,3,1.0,6.166666666666667,9.567567567567567,59.0,37.0
M Prasidh Krishna,394,260,11,5.0,43.333333333333336,9.092307692307692,78.8,52.0
MJ McClenaghan,143,114,5,3.0,19.0,7.526315789473684,47.666666666666664,38.0
MJ Santner,94,88,4,4.0,14.666666666666666,6.409090909090909,23.5,22.0
MM Ali,169,151,9,7.0,25.166666666666668,6.71523178807947,24.142857142857142,21.571428571428573
MM Sharma,27,18,1,1.0,3.0,9.0,27.0,18.0
MP Stoinis,147,103,6,2.0,17.166666666666668,8.563106796116504,73.5,51.5
Mandeep Singh,26,12,2,0.0,2.0,13.0,inf,inf
Mohammad Nabi,201,175,8,8.0,29.166666666666668,6.8914285714285715,25.125,21.875
Mohammed Shami,477,331,14,22.0,55.166666666666664,8.646525679758309,21.681818181818183,15.045454545454545
Mohammed Siraj,271,179,9,8.0,29.833333333333332,9.083798882681565,33.875,22.375
Mujeeb Ur Rahman,193,123,5,3.0,20.5,9.414634146341463,64.33333333333333,41.0
N Rana,73,50,6,3.0,8.333333333333334,8.76,24.333333333333332,16.666666666666668
Navdeep Saini,410,299,13,12.0,49.833333333333336,8.227424749163879,34.166666666666664,24.916666666666668
O Thomas,85,63,4,5.0,10.5,8.095238095238095,17.0,12.6
P Negi,103,70,4,3.0,11.666666666666666,8.82857142857143,34.333333333333336,23.333333333333332
P Ray Barman,56,24,1,0.0,4.0,14.0,inf,inf
PP Chawla,405,267,13,10.0,44.5,9.101123595505618,40.5,26.7
R Ashwin,400,342,14,17.0,57.0,7.017543859649122,23.529411764705884,20.11764705882353
R Parag,121,84,7,2.0,14.0,8.642857142857142,60.5,42.0
R Tewatia,42,39,3,2.0,6.5,6.461538461538462,21.0,19.5
RA Jadeja,347,326,16,15.0,54.333333333333336,6.386503067484663,23.133333333333333,21.733333333333334
RD Chahar,310,287,13,13.0,47.833333333333336,6.480836236933798,23.846153846153847,22.076923076923077
Rashid Khan,396,367,15,19.0,61.166666666666664,6.474114441416894,20.842105263157894,19.31578947368421
Rasikh Salam,42,27,1,0.0,4.5,9.333333333333334,inf,inf
S Dube,8,11,2,0.0,1.8333333333333333,4.363636363636364,inf,inf
S Gopal,350,289,14,20.0,48.166666666666664,7.26643598615917,17.5,14.45
S Kaul,243,169,7,6.0,28.166666666666668,8.627218934911243,40.5,28.166666666666668
S Lamichhane,211,138,6,9.0,23.0,9.173913043478262,23.444444444444443,15.333333333333334
S Midhun,29,13,1,0.0,2.1666666666666665,13.384615384615385,inf,inf
S Nadeem,91,54,3,3.0,9.0,10.11111111111111,30.333333333333332,18.0
S Sandeep Warrier,86,73,3,2.0,12.166666666666666,7.068493150684932,43.0,36.5
SC Kuggeleijn,71,50,2,2.0,8.333333333333334,8.52,35.5,25.0
SE Rutherford,60,46,6,1.0,7.666666666666667,7.826086956521739,60.0,46.0
SK Raina,6,6,1,0.0,1.0,6.0,inf,inf
SL Malinga,452,280,12,18.0,46.666666666666664,9.685714285714287,25.11111111111111,15.555555555555555
SM Curran,325,207,9,11.0,34.5,9.420289855072463,29.545454545454547,18.818181818181817
SN Khan,6,2,1,0.0,0.3333333333333333,18.0,inf,inf
SN Thakur,285,190,9,9.0,31.666666666666668,9.0,31.666666666666668,21.11111111111111
SP Narine,353,273,12,11.0,45.5,7.758241758241758,32.09090909090909,24.818181818181817
STR Binny,44,43,5,1.0,7.166666666666667,6.13953488372093,44.0,43.0
Sandeep Sharma,355,265,11,13.0,44.166666666666664,8.037735849056604,27.307692307692307,20.384615384615383
Shakib Al Hasan,95,66,3,2.0,11.0,8.636363636363637,47.5,33.0
TA Boult,163,120,5,5.0,20.0,8.15,32.6,24.0
TG Southee,123,58,3,1.0,9.666666666666666,12.724137931034484,123.0,58.0
UT Yadav,375,238,11,9.0,39.666666666666664,9.453781512605042,41.666666666666664,26.444444444444443
V Shankar,70,52,5,2.0,8.666666666666666,8.076923076923077,35.0,26.0
VR Aaron,128,74,5,4.0,12.333333333333334,10.378378378378377,32.0,18.5
Washington Sundar,75,54,3,4.0,9.0,8.333333333333334,18.75,13.5
Y Prithvi Raj,57,33,2,1.0,5.5,10.363636363636363,57.0,33.0
YK Pathan,8,6,1,0.0,1.0,8.0,inf,inf
YS Chahal,394,308,14,18.0,51.333333333333336,7.675324675324675,21.88888888888889,17.11111111111111
