match_id,player,role,total_points,batting_points,bowling_points,fielding_points,runs,boundaries,sixes,strike_rate,balls_faced,wickets,lbw_bowled,maidens,economy_rate,overs_bowled,catches,stumpings,run_outs
2010_51,MR Marsh,Batsman,18.0,18.0,0.0,0.0,15,1,1,125.0,12,0,0,0,8.0,4.0,0,0,0
2010_51,B Sumanth,Batsman,7.0,7.0,0.0,0.0,6,1,0,200.0,3,0,0,0,0.0,0.0,0,0,0
2010_51,RJ Harris,Bowler,27.0,0.0,27.0,0.0,0,0,0,0.0,0,1,0,0,6.6923076923076925,4.333333333333333,0,0,0
2010_51,RP Singh,Bowler,19.0,0.0,19.0,0.0,0,0,0,0.0,0,1,0,0,12.239999999999998,4.166666666666667,0,0,0
2010_51,PP Ojha,Bowling All-Rounder,8.0,0.0,0.0,8.0,0,0,0,0.0,0,0,0,0,8.76923076923077,2.1666666666666665,1,0,0
2010_51,R Sharma,Bowler,27.0,0.0,27.0,0.0,0,0,0,0.0,0,1,0,0,6.0,3.1666666666666665,0,0,0
2010_51,VS Malik,Bowler,29.0,0.0,29.0,0.0,0,0,0,0.0,0,1,1,0,11.571428571428571,2.3333333333333335,0,0,0
2010_51,SJ Srivastava,Bowling All-Rounder,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,8.307692307692308,4.333333333333333,0,0,0
2010_51,J Theron,Bowler,41.0,0.0,33.0,8.0,0,0,0,0.0,0,1,1,0,7.111111111111111,4.5,1,0,0
2010_51,PP Chawla,Bowler,27.0,0.0,27.0,0.0,0,0,0,0.0,0,1,0,0,6.5,4.0,0,0,0
2010_52,R McLaren,All-Rounder,85.0,48.0,37.0,0.0,40,4,0,93.02325581395348,43,1,1,0,5.5,4.0,0,0,0
2010_52,SR Tendulkar,Batsman,22.0,22.0,0.0,0.0,19,3,0,100.0,19,0,0,0,0.0,0.0,0,0,0
2010_52,AT Rayudu,Batsman,65.0,65.0,0.0,0.0,46,3,4,158.6206896551724,29,0,0,0,0.0,0.0,0,0,0
2010_52,KA Pollard,Bowler,115.0,26.0,81.0,8.0,20,0,3,222.22222222222223,9,3,0,0,6.461538461538462,4.333333333333333,1,0,0
2010_52,JP Duminy,Batsman,61.0,61.0,0.0,0.0,42,3,3,221.0526315789474,19,0,0,0,0.0,0.0,0,0,0
2010_52,AM Nayar,Batting All-Rounder,18.0,10.0,0.0,8.0,9,1,0,128.57142857142858,7,0,0,0,0.0,0.0,1,0,0
2010_52,MK Pandey,Batsman,18.0,18.0,0.0,0.0,16,2,0,88.88888888888889,18,0,0,0,0.0,0.0,0,0,0
2010_52,JH Kallis,Bowler,66.0,16.0,50.0,0.0,14,0,1,93.33333333333333,15,2,0,0,9.84,4.166666666666667,0,0,0
2010_52,KP Pietersen,All-Rounder,59.0,26.0,33.0,0.0,21,1,1,131.25,16,1,1,0,10.0,1.0,0,0,0
2010_52,R Dravid,Batsman,20.0,20.0,0.0,0.0,16,2,0,145.45454545454547,11,0,0,0,0.0,0.0,0,0,0
2010_52,RV Uthappa,Batsman,4.0,4.0,0.0,0.0,4,0,0,57.14285714285714,7,0,0,0,0.0,0.0,0,0,0
2010_52,LRPL Taylor,Batting All-Rounder,17.0,9.0,0.0,8.0,9,0,0,81.81818181818183,11,0,0,0,0.0,0.0,1,0,0
2010_52,V Kohli,Batsman,51.0,51.0,0.0,0.0,37,4,1,154.16666666666669,24,0,0,0,0.0,0.0,0,0,0
2010_52,DW Steyn,Bowler,4.0,-2.0,6.0,0.0,0,0,0,0.0,2,0,0,0,4.319999999999999,4.166666666666667,0,0,0
2010_52,R Vinay Kumar,Batsman,11.0,11.0,0.0,0.0,10,1,0,76.92307692307693,13,0,0,0,8.666666666666666,3.0,0,0,0
2010_52,Pankaj Singh,Bowling All-Rounder,-5.0,1.0,-6.0,0.0,1,0,0,50.0,2,0,0,0,12.444444444444445,4.5,0,0,0
2010_52,A Kumble,Bowler,34.0,1.0,33.0,0.0,1,0,0,33.33333333333333,3,1,1,0,9.6,4.166666666666667,0,0,0
2010_52,Z Khan,Bowling All-Rounder,49.0,0.0,33.0,16.0,0,0,0,0.0,0,1,1,0,7.5,4.0,2,0,0
