match_id,first_innings,second_innings,inning_3,inning_4,inning_5,inning_6,season,venue,toss_decision,winner
2019_22,150.0,151.0,,,,,2019,PCA IS Bindra Stadium,field,KXIP
2019_23,108.0,111.0,,,,,2019,MA Chidambaram Stadium,field,CSK
2019_24,197.0,198.0,,,,,2019,Wankhede Stadium,field,MI
2019_25,151.0,155.0,,,,,2019,Sawai Mansingh Stadium,field,CSK
2019_26,178.0,180.0,,,,,2019,Eden Gardens,field,DC
2019_27,173.0,174.0,,,,,2019,PCA IS Bindra Stadium,field,RCB
2019_28,187.0,188.0,,,,,2019,Wankhede Stadium,field,RR
2019_29,161.0,162.0,,,,,2019,Eden Gardens,field,CSK
2019_30,155.0,116.0,,,,,2019,Rajiv Gandhi Intl. Stadium,field,DC
2019_31,171.0,172.0,,,,,2019,Wankhede Stadium,field,MI
2019_32,182.0,170.0,,,,,2019,PCA IS Bindra Stadium,field,KXIP
2019_33,132.0,137.0,,,,,2019,Rajiv Gandhi Intl. Stadium,bat,SRH
2019_34,168.0,128.0,,,,,2019,Arun Jaitley Stadium,bat,MI
2019_35,213.0,203.0,,,,,2019,Eden Gardens,field,RCB
2019_36,163.0,166.0,,,,,2019,Arun Jaitley Stadium,field,DC
2019_37,161.0,162.0,,,,,2019,Sawai Mansingh Stadium,field,RR
2019_38,161.0,160.0,,,,,2019,M. Chinnaswamy Stadium,field,RCB
2019_39,159.0,161.0,,,,,2019,Rajiv Gandhi Intl. Stadium,field,SRH
2019_40,191.0,193.0,,,,,2019,Sawai Mansingh Stadium,field,DC
2019_41,175.0,176.0,,,,,2019,MA Chidambaram Stadium,field,CSK
2019_42,202.0,185.0,,,,,2019,M. Chinnaswamy Stadium,field,RCB
2019_43,175.0,177.0,,,,,2019,Eden Gardens,field,RR
2019_44,155.0,109.0,,,,,2019,MA Chidambaram Stadium,field,MI
2019_45,160.0,161.0,,,,,2019,Sawai Mansingh Stadium,field,RR
2019_46,232.0,198.0,,,,,2019,Eden Gardens,field,KKR
2019_47,187.0,171.0,,,,,2019,Arun Jaitley Stadium,bat,DC
2019_48,212.0,167.0,,,,,2019,Rajiv Gandhi Intl. Stadium,field,SRH
2019_49,62.0,41.0,,,,,2019,M. Chinnaswamy Stadium,field,
2019_50,179.0,99.0,,,,,2019,MA Chidambaram Stadium,field,CSK
2019_51,162.0,162.0,8.0,9.0,,,2019,Wankhede Stadium,bat,
2019_52,183.0,185.0,,,,,2019,PCA IS Bindra Stadium,field,KKR
2019_53,175.0,178.0,,,,,2019,M. Chinnaswamy Stadium,field,RCB
2019_54,115.0,121.0,,,,,2019,Arun Jaitley Stadium,bat,DC
2019_55,133.0,134.0,,,,,2019,Wankhede Stadium,field,MI
2019_56,170.0,173.0,,,,,2019,PCA IS Bindra Stadium,field,KXIP
2019_57,131.0,132.0,,,,,2019,MA Chidambaram Stadium,bat,MI
2019_58,162.0,165.0,,,,,2019,ACA-VDCA Stadium,field,DC
2019_59,147.0,151.0,,,,,2019,ACA-VDCA Stadium,field,CSK
2019_60,149.0,148.0,,,,,2019,Rajiv Gandhi Intl. Stadium,bat,MI
2020_01,162.0,166.0,,,,,2020,Sheikh Zayed Stadium,field,CSK
2020_02,157.0,157.0,2.0,3.0,,,2020,Dubai Intl. Cricket Stadium,field,
2020_03,163.0,153.0,,,,,2020,Dubai Intl. Cricket Stadium,field,RCB
2020_04,216.0,200.0,,,,,2020,Sharjah Cricket Stadium,field,RR
2020_05,195.0,146.0,,,,,2020,Sheikh Zayed Stadium,field,MI
2020_06,206.0,109.0,,,,,2020,Dubai Intl. Cricket Stadium,field,KXIP
2020_07,175.0,131.0,,,,,2020,Dubai Intl. Cricket Stadium,field,DC
2020_08,142.0,145.0,,,,,2020,Sheikh Zayed Stadium,bat,KKR
2020_09,223.0,226.0,,,,,2020,Sharjah Cricket Stadium,field,RR
2020_10,201.0,201.0,7.0,11.0,,,2020,Dubai Intl. Cricket Stadium,field,
2020_11,162.0,147.0,,,,,2020,Sheikh Zayed Stadium,field,SRH
2020_12,174.0,137.0,,,,,2020,Dubai Intl. Cricket Stadium,field,KKR
2020_13,191.0,143.0,,,,,2020,Sheikh Zayed Stadium,field,MI
2020_14,164.0,157.0,,,,,2020,Dubai Intl. Cricket Stadium,bat,SRH
2020_15,228.0,210.0,,,,,2020,Sharjah Cricket Stadium,field,DC
2020_16,154.0,158.0,,,,,2020,Sheikh Zayed Stadium,bat,RCB
2020_17,208.0,174.0,,,,,2020,Sharjah Cricket Stadium,bat,MI
2020_18,178.0,181.0,,,,,2020,Dubai Intl. Cricket Stadium,bat,CSK
2020_19,196.0,137.0,,,,,2020,Dubai Intl. Cricket Stadium,field,DC
2020_20,193.0,136.0,,,,,2020,Sheikh Zayed Stadium,bat,MI
2020_21,167.0,157.0,,,,,2020,Sheikh Zayed Stadium,bat,KKR
2020_22,201.0,132.0,,,,,2020,Dubai Intl. Cricket Stadium,bat,SRH
2020_23,184.0,138.0,,,,,2020,Sharjah Cricket Stadium,field,DC
2020_24,164.0,162.0,,,,,2020,Sheikh Zayed Stadium,bat,KKR
2020_25,169.0,132.0,,,,,2020,Dubai Intl. Cricket Stadium,bat,RCB
2020_26,158.0,163.0,,,,,2020,Dubai Intl. Cricket Stadium,bat,RR
2020_27,162.0,166.0,,,,,2020,Sheikh Zayed Stadium,bat,MI
2020_28,194.0,112.0,,,,,2020,Sharjah Cricket Stadium,bat,RCB
2020_29,167.0,147.0,,,,,2020,Dubai Intl. Cricket Stadium,bat,CSK
2020_30,161.0,148.0,,,,,2020,Dubai Intl. Cricket Stadium,bat,DC
2020_31,171.0,177.0,,,,,2020,Sharjah Cricket Stadium,bat,KXIP
2020_32,148.0,149.0,,,,,2020,Sheikh Zayed Stadium,bat,MI
2020_33,177.0,179.0,,,,,2020,Dubai Intl. Cricket Stadium,bat,RCB
2020_34,179.0,185.0,,,,,2020,Sharjah Cricket Stadium,bat,DC
2020_35,176.0,176.0,5.0,5.0,11.0,15.0,2020,Dubai Intl. Cricket Stadium,bat,
2020_36,163.0,163.0,2.0,3.0,,,2020,Sheikh Zayed Stadium,field,
2020_37,125.0,126.0,,,,,2020,Sheikh Zayed Stadium,bat,RR
2020_38,164.0,167.0,,,,,2020,Dubai Intl. Cricket Stadium,bat,KXIP
2020_39,84.0,85.0,,,,,2020,Sheikh Zayed Stadium,bat,RCB
2020_40,154.0,156.0,,,,,2020,Dubai Intl. Cricket Stadium,field,SRH
2020_41,114.0,116.0,,,,,2020,Sharjah Cricket Stadium,field,MI
2020_42,194.0,135.0,,,,,2020,Sheikh Zayed Stadium,field,KKR
2020_43,126.0,114.0,,,,,2020,Dubai Intl. Cricket Stadium,field,KXIP
2020_44,145.0,150.0,,,,,2020,Dubai Intl. Cricket Stadium,bat,CSK
2020_45,195.0,196.0,,,,,2020,Sheikh Zayed Stadium,bat,RR
2020_46,149.0,150.0,,,,,2020,Sharjah Cricket Stadium,field,KXIP
2020_47,219.0,131.0,,,,,2020,Dubai Intl. Cricket Stadium,field,SRH
2020_48,164.0,166.0,,,,,2020,Sheikh Zayed Stadium,field,MI
2020_49,172.0,178.0,,,,,2020,Dubai Intl. Cricket Stadium,field,CSK
2020_50,185.0,186.0,,,,,2020,Sheikh Zayed Stadium,field,RR
2020_51,120.0,121.0,,,,,2020,Sharjah Cricket Stadium,field,SRH
2020_52,110.0,111.0,,,,,2020,Dubai Intl. Cricket Stadium,field,MI
2020_53,191.0,131.0,,,,,2020,Dubai Intl. Cricket Stadium,field,KKR
2020_54,153.0,154.0,,,,,2020,Sheikh Zayed Stadium,field,CSK
2020_55,152.0,154.0,,,,,2020,Sheikh Zayed Stadium,field,DC
2020_56,149.0,151.0,,,,,2020,Sharjah Cricket Stadium,field,SRH
2020_57,200.0,143.0,,,,,2020,Dubai Intl. Cricket Stadium,field,MI
2020_58,131.0,132.0,,,,,2020,Sheikh Zayed Stadium,field,SRH
2020_59,189.0,172.0,,,,,2020,Sheikh Zayed Stadium,bat,DC
2020_60,156.0,157.0,,,,,2020,Dubai Intl. Cricket Stadium,bat,MI
2021_01,159.0,160.0,,,,,2021,MA Chidambaram Stadium,field,RCB
2021_02,188.0,190.0,,,,,2021,Wankhede Stadium,field,DC
2021_03,187.0,177.0,,,,,2021,MA Chidambaram Stadium,field,KKR
2021_04,221.0,217.0,,,,,2021,Wankhede Stadium,field,PBKS
2021_05,152.0,142.0,,,,,2021,MA Chidambaram Stadium,field,MI
2021_06,149.0,143.0,,,,,2021,MA Chidambaram Stadium,field,RCB
2021_07,147.0,150.0,,,,,2021,Wankhede Stadium,field,RR
2021_08,106.0,107.0,,,,,2021,Wankhede Stadium,field,CSK
2021_09,150.0,137.0,,,,,2021,MA Chidambaram Stadium,bat,MI
2021_10,204.0,166.0,,,,,2021,MA Chidambaram Stadium,bat,RCB
2021_11,195.0,198.0,,,,,2021,Wankhede Stadium,field,DC
2021_12,188.0,143.0,,,,,2021,Wankhede Stadium,field,CSK
2021_13,137.0,138.0,,,,,2021,MA Chidambaram Stadium,bat,DC
2021_14,220.0,202.0,,,,,2021,Wankhede Stadium,field,CSK
2021_15,120.0,121.0,,,,,2021,MA Chidambaram Stadium,bat,SRH
2021_16,177.0,181.0,,,,,2021,Wankhede Stadium,field,RCB
2021_17,131.0,132.0,,,,,2021,MA Chidambaram Stadium,field,PBKS
2021_18,133.0,134.0,,,,,2021,Wankhede Stadium,field,RR
2021_19,159.0,159.0,7.0,8.0,,,2021,MA Chidambaram Stadium,bat,
2021_20,191.0,122.0,,,,,2021,Wankhede Stadium,bat,CSK
2021_21,123.0,126.0,,,,,2021,Narendra Modi Stadium,field,KKR
2021_22,171.0,170.0,,,,,2021,Narendra Modi Stadium,field,RCB
2021_23,171.0,173.0,,,,,2021,Arun Jaitley Stadium,bat,CSK
2021_24,154.0,156.0,,,,,2021,Narendra Modi Stadium,field,DC
2021_25,171.0,172.0,,,,,2021,Arun Jaitley Stadium,field,MI
2021_26,179.0,145.0,,,,,2021,Narendra Modi Stadium,field,PBKS
2021_27,218.0,219.0,,,,,2021,Arun Jaitley Stadium,field,MI
2021_28,220.0,165.0,,,,,2021,Arun Jaitley Stadium,field,RR
2021_29,166.0,167.0,,,,,2021,Narendra Modi Stadium,field,DC
2021_30,156.0,136.0,,,,,2021,Dubai Intl. Cricket Stadium,bat,CSK
2021_31,92.0,94.0,,,,,2021,Sheikh Zayed Stadium,bat,KKR
2021_32,185.0,183.0,,,,,2021,Dubai Intl. Cricket Stadium,field,RR
2021_33,134.0,139.0,,,,,2021,Dubai Intl. Cricket Stadium,bat,DC
2021_34,155.0,159.0,,,,,2021,Sheikh Zayed Stadium,field,KKR
2021_35,156.0,157.0,,,,,2021,Sharjah Cricket Stadium,field,CSK
2021_36,125.0,120.0,,,,,2021,Sharjah Cricket Stadium,field,PBKS
2021_37,154.0,121.0,,,,,2021,Sheikh Zayed Stadium,field,DC
2021_38,165.0,111.0,,,,,2021,Dubai Intl. Cricket Stadium,field,RCB
2021_39,171.0,172.0,,,,,2021,Sheikh Zayed Stadium,bat,CSK
2021_40,164.0,167.0,,,,,2021,Dubai Intl. Cricket Stadium,bat,SRH
2021_41,135.0,137.0,,,,,2021,Sheikh Zayed Stadium,field,MI
2021_42,127.0,130.0,,,,,2021,Sharjah Cricket Stadium,field,KKR
2021_43,149.0,153.0,,,,,2021,Dubai Intl. Cricket Stadium,field,RCB
2021_44,134.0,139.0,,,,,2021,Sharjah Cricket Stadium,field,CSK
2021_45,165.0,168.0,,,,,2021,Dubai Intl. Cricket Stadium,field,PBKS
2021_46,129.0,132.0,,,,,2021,Sharjah Cricket Stadium,field,DC
2021_47,189.0,190.0,,,,,2021,Sheikh Zayed Stadium,field,RR
2021_48,115.0,119.0,,,,,2021,Dubai Intl. Cricket Stadium,bat,KKR
2021_49,164.0,158.0,,,,,2021,Sharjah Cricket Stadium,bat,RCB
2021_50,136.0,139.0,,,,,2021,Dubai Intl. Cricket Stadium,field,DC
2021_51,90.0,94.0,,,,,2021,Sharjah Cricket Stadium,field,MI
2021_52,141.0,137.0,,,,,2021,Sheikh Zayed Stadium,field,SRH
2021_53,134.0,139.0,,,,,2021,Dubai Intl. Cricket Stadium,field,PBKS
2021_54,171.0,85.0,,,,,2021,Sharjah Cricket Stadium,field,KKR
2021_55,235.0,193.0,,,,,2021,Sheikh Zayed Stadium,bat,MI
2021_56,164.0,166.0,,,,,2021,Dubai Intl. Cricket Stadium,field,RCB
2021_57,172.0,173.0,,,,,2021,Dubai Intl. Cricket Stadium,field,CSK
2021_58,138.0,139.0,,,,,2021,Sharjah Cricket Stadium,bat,KKR
2021_59,135.0,136.0,,,,,2021,Sharjah Cricket Stadium,field,KKR
2021_60,192.0,165.0,,,,,2021,Dubai Intl. Cricket Stadium,field,CSK
2022_01,131.0,133.0,,,,,2022,Wankhede Stadium,field,KKR
2022_02,205.0,208.0,,,,,2022,Dr DY Patil Sports Academy,field,PBKS
2022_03,177.0,179.0,,,,,2022,Brabourne Stadium,field,DC
2022_04,158.0,161.0,,,,,2022,Wankhede Stadium,field,GT
2022_05,210.0,149.0,,,,,2022,"MCA Stadium, Pune",field,RR
2022_06,128.0,132.0,,,,,2022,Dr DY Patil Sports Academy,field,RCB
2022_07,210.0,211.0,,,,,2022,Brabourne Stadium,field,LSG
2022_08,137.0,141.0,,,,,2022,Wankhede Stadium,field,KKR
2022_09,193.0,170.0,,,,,2022,Dr DY Patil Sports Academy,field,RR
2022_10,171.0,157.0,,,,,2022,"MCA Stadium, Pune",field,GT
2022_11,180.0,126.0,,,,,2022,Brabourne Stadium,field,PBKS
2022_12,169.0,157.0,,,,,2022,Dr DY Patil Sports Academy,field,LSG
2022_13,169.0,173.0,,,,,2022,Wankhede Stadium,field,RCB
2022_14,161.0,162.0,,,,,2022,"MCA Stadium, Pune",field,KKR
2022_15,149.0,155.0,,,,,2022,Dr DY Patil Sports Academy,field,LSG
2022_16,189.0,190.0,,,,,2022,Brabourne Stadium,field,GT
2022_17,154.0,155.0,,,,,2022,Dr DY Patil Sports Academy,field,SRH
2022_18,151.0,152.0,,,,,2022,"MCA Stadium, Pune",field,RCB
2022_19,215.0,171.0,,,,,2022,Brabourne Stadium,field,DC
2022_20,165.0,162.0,,,,,2022,Wankhede Stadium,field,RR
2022_21,162.0,168.0,,,,,2022,Dr DY Patil Sports Academy,field,SRH
2022_22,216.0,193.0,,,,,2022,Dr DY Patil Sports Academy,field,CSK
2022_23,198.0,186.0,,,,,2022,"MCA Stadium, Pune",field,PBKS
2022_24,192.0,155.0,,,,,2022,Dr DY Patil Sports Academy,field,GT
2022_25,175.0,176.0,,,,,2022,Brabourne Stadium,field,SRH
2022_26,199.0,181.0,,,,,2022,Brabourne Stadium,field,LSG
2022_27,189.0,173.0,,,,,2022,Wankhede Stadium,field,RCB
2022_28,169.0,170.0,,,,,2022,"MCA Stadium, Pune",field,GT
2022_29,151.0,152.0,,,,,2022,Dr DY Patil Sports Academy,field,SRH
2022_30,217.0,210.0,,,,,2022,Brabourne Stadium,field,RR
2022_31,181.0,163.0,,,,,2022,Dr DY Patil Sports Academy,field,RCB
2022_32,115.0,119.0,,,,,2022,Brabourne Stadium,field,DC
2022_33,155.0,156.0,,,,,2022,Dr DY Patil Sports Academy,field,CSK
2022_34,222.0,207.0,,,,,2022,Wankhede Stadium,field,RR
2022_35,156.0,148.0,,,,,2022,Dr DY Patil Sports Academy,bat,GT
2022_36,68.0,72.0,,,,,2022,Brabourne Stadium,field,SRH
2022_37,168.0,132.0,,,,,2022,Wankhede Stadium,field,LSG
2022_38,187.0,176.0,,,,,2022,Wankhede Stadium,field,PBKS
2022_39,144.0,115.0,,,,,2022,"MCA Stadium, Pune",field,RR
2022_40,195.0,199.0,,,,,2022,Wankhede Stadium,field,GT
2022_41,146.0,150.0,,,,,2022,Wankhede Stadium,field,DC
2022_42,153.0,133.0,,,,,2022,"MCA Stadium, Pune",field,LSG
2022_43,158.0,161.0,,,,,2022,Dr DY Patil Sports Academy,field,MI
2022_44,170.0,174.0,,,,,2022,Brabourne Stadium,bat,GT
2022_45,202.0,189.0,,,,,2022,"MCA Stadium, Pune",field,CSK
2022_46,195.0,189.0,,,,,2022,Wankhede Stadium,bat,LSG
2022_47,152.0,158.0,,,,,2022,Wankhede Stadium,field,KKR
2022_48,143.0,145.0,,,,,2022,Dr DY Patil Sports Academy,bat,PBKS
2022_49,173.0,160.0,,,,,2022,"MCA Stadium, Pune",field,RCB
2022_50,207.0,186.0,,,,,2022,Brabourne Stadium,field,DC
2022_51,177.0,172.0,,,,,2022,Brabourne Stadium,field,MI
2022_52,189.0,190.0,,,,,2022,Wankhede Stadium,bat,RR
2022_53,176.0,101.0,,,,,2022,"MCA Stadium, Pune",field,LSG
2022_54,192.0,125.0,,,,,2022,Wankhede Stadium,bat,RCB
2022_55,208.0,117.0,,,,,2022,Dr DY Patil Sports Academy,field,CSK
2022_56,165.0,113.0,,,,,2022,Dr DY Patil Sports Academy,field,KKR
2022_57,144.0,82.0,,,,,2022,"MCA Stadium, Pune",bat,GT
2022_58,160.0,161.0,,,,,2022,Dr DY Patil Sports Academy,field,DC
2022_59,97.0,103.0,,,,,2022,Wankhede Stadium,field,MI
2022_60,209.0,155.0,,,,,2022,Brabourne Stadium,field,PBKS
2022_61,177.0,123.0,,,,,2022,"MCA Stadium, Pune",bat,KKR
2022_62,133.0,137.0,,,,,2022,Wankhede Stadium,bat,GT
2022_63,178.0,154.0,,,,,2022,Brabourne Stadium,bat,RR
2022_64,159.0,142.0,,,,,2022,Dr DY Patil Sports Academy,field,DC
2022_65,193.0,190.0,,,,,2022,Wankhede Stadium,field,SRH
2022_66,210.0,208.0,,,,,2022,Dr DY Patil Sports Academy,bat,LSG
2022_67,168.0,170.0,,,,,2022,Wankhede Stadium,bat,RCB
2022_68,150.0,151.0,,,,,2022,Brabourne Stadium,bat,RR
2022_69,159.0,160.0,,,,,2022,Wankhede Stadium,field,MI
2022_70,157.0,160.0,,,,,2022,Wankhede Stadium,bat,PBKS
2022_71,188.0,191.0,,,,,2022,Eden Gardens,field,GT
2022_72,207.0,193.0,,,,,2022,Eden Gardens,field,RCB
2022_73,157.0,161.0,,,,,2022,Narendra Modi Stadium,field,RR
2022_74,130.0,133.0,,,,,2022,Narendra Modi Stadium,bat,GT
2023_01,178.0,182.0,,,,,2023,Narendra Modi Stadium,field,GT
2023_02,191.0,146.0,,,,,2023,PCA IS Bindra Stadium,field,PBKS
2023_03,193.0,143.0,,,,,2023,BRSABV Ekana Stadium,field,LSG
2023_04,203.0,131.0,,,,,2023,Rajiv Gandhi Intl. Stadium,field,RR
2023_05,171.0,172.0,,,,,2023,M. Chinnaswamy Stadium,field,RCB
2023_06,217.0,205.0,,,,,2023,MA Chidambaram Stadium,field,CSK
2023_07,162.0,163.0,,,,,2023,Arun Jaitley Stadium,field,GT
2023_08,197.0,192.0,,,,,2023,Barsapara Stadium,field,PBKS
2023_09,204.0,123.0,,,,,2023,Eden Gardens,field,KKR
2023_10,121.0,127.0,,,,,2023,BRSABV Ekana Stadium,bat,LSG
2023_11,157.0,159.0,,,,,2023,Wankhede Stadium,field,CSK
2023_12,199.0,142.0,,,,,2023,Barsapara Stadium,field,RR
2023_13,204.0,207.0,,,,,2023,Narendra Modi Stadium,bat,KKR
2023_14,143.0,145.0,,,,,2023,Rajiv Gandhi Intl. Stadium,field,SRH
2023_15,212.0,213.0,,,,,2023,M. Chinnaswamy Stadium,field,LSG
2023_16,172.0,173.0,,,,,2023,Arun Jaitley Stadium,field,MI
2023_17,175.0,172.0,,,,,2023,MA Chidambaram Stadium,field,RR
2023_18,153.0,154.0,,,,,2023,PCA IS Bindra Stadium,field,GT
2023_19,228.0,205.0,,,,,2023,Eden Gardens,field,SRH
2023_20,159.0,161.0,,,,,2023,BRSABV Ekana Stadium,field,PBKS
2023_21,174.0,151.0,,,,,2023,M. Chinnaswamy Stadium,field,RCB
2023_22,177.0,179.0,,,,,2023,Narendra Modi Stadium,field,RR
2023_23,185.0,186.0,,,,,2023,Wankhede Stadium,field,MI
2023_24,226.0,218.0,,,,,2023,M. Chinnaswamy Stadium,field,CSK
2023_25,192.0,178.0,,,,,2023,Rajiv Gandhi Intl. Stadium,field,MI
2023_26,154.0,144.0,,,,,2023,Sawai Mansingh Stadium,field,LSG
2023_27,127.0,128.0,,,,,2023,Arun Jaitley Stadium,field,DC
2023_28,174.0,150.0,,,,,2023,PCA IS Bindra Stadium,field,RCB
2023_29,134.0,138.0,,,,,2023,MA Chidambaram Stadium,field,CSK
2023_30,214.0,201.0,,,,,2023,Wankhede Stadium,field,PBKS
2023_31,135.0,128.0,,,,,2023,BRSABV Ekana Stadium,bat,GT
2023_32,235.0,186.0,,,,,2023,Eden Gardens,field,CSK
2023_33,189.0,182.0,,,,,2023,M. Chinnaswamy Stadium,field,RCB
2023_34,144.0,137.0,,,,,2023,Rajiv Gandhi Intl. Stadium,bat,DC
2023_35,207.0,152.0,,,,,2023,Narendra Modi Stadium,field,GT
2023_36,200.0,179.0,,,,,2023,M. Chinnaswamy Stadium,field,KKR
2023_37,202.0,170.0,,,,,2023,Sawai Mansingh Stadium,bat,RR
2023_38,257.0,201.0,,,,,2023,PCA IS Bindra Stadium,field,LSG
2023_39,197.0,188.0,,,,,2023,Arun Jaitley Stadium,bat,SRH
2023_40,179.0,180.0,,,,,2023,Eden Gardens,field,GT
2023_41,212.0,214.0,,,,,2023,Wankhede Stadium,bat,MI
2023_42,200.0,201.0,,,,,2023,MA Chidambaram Stadium,bat,PBKS
2023_43,126.0,108.0,,,,,2023,BRSABV Ekana Stadium,bat,RCB
2023_44,130.0,125.0,,,,,2023,Narendra Modi Stadium,bat,DC
2023_45,125.0,,,,,,2023,BRSABV Ekana Stadium,field,
2023_46,214.0,216.0,,,,,2023,PCA IS Bindra Stadium,field,MI
2023_47,171.0,166.0,,,,,2023,Rajiv Gandhi Intl. Stadium,bat,KKR
2023_48,118.0,119.0,,,,,2023,Sawai Mansingh Stadium,bat,GT
2023_49,139.0,140.0,,,,,2023,MA Chidambaram Stadium,field,CSK
2023_50,181.0,187.0,,,,,2023,Arun Jaitley Stadium,bat,DC
2023_51,214.0,217.0,,,,,2023,Sawai Mansingh Stadium,bat,SRH
2023_52,227.0,171.0,,,,,2023,Narendra Modi Stadium,field,GT
2023_53,179.0,182.0,,,,,2023,Eden Gardens,bat,KKR
2023_54,199.0,200.0,,,,,2023,Wankhede Stadium,field,MI
2023_55,167.0,140.0,,,,,2023,MA Chidambaram Stadium,bat,CSK
2023_56,149.0,151.0,,,,,2023,Eden Gardens,field,RR
2023_57,218.0,191.0,,,,,2023,Wankhede Stadium,field,MI
2023_58,167.0,136.0,,,,,2023,Arun Jaitley Stadium,field,PBKS
2023_59,182.0,185.0,,,,,2023,Rajiv Gandhi Intl. Stadium,bat,LSG
2023_60,144.0,147.0,,,,,2023,MA Chidambaram Stadium,bat,KKR
2023_61,171.0,59.0,,,,,2023,Sawai Mansingh Stadium,bat,RCB
2023_62,188.0,154.0,,,,,2023,Narendra Modi Stadium,field,GT
2023_63,177.0,172.0,,,,,2023,BRSABV Ekana Stadium,field,LSG
2023_64,213.0,198.0,,,,,2023,HPCA Stadium,field,DC
2023_65,186.0,187.0,,,,,2023,Rajiv Gandhi Intl. Stadium,field,RCB
2023_66,187.0,189.0,,,,,2023,HPCA Stadium,field,RR
2023_67,223.0,146.0,,,,,2023,Arun Jaitley Stadium,bat,CSK
2023_68,176.0,175.0,,,,,2023,Eden Gardens,field,LSG
2023_69,200.0,201.0,,,,,2023,Wankhede Stadium,field,MI
2023_70,197.0,198.0,,,,,2023,M. Chinnaswamy Stadium,field,GT
2023_71,172.0,157.0,,,,,2023,MA Chidambaram Stadium,field,CSK
2023_72,182.0,101.0,,,,,2023,MA Chidambaram Stadium,bat,MI
2023_73,233.0,171.0,,,,,2023,Narendra Modi Stadium,field,GT
2023_74,214.0,171.0,,,,,2023,Narendra Modi Stadium,field,CSK
2024_01,173.0,176.0,,,,,2024,MA Chidambaram Stadium,bat,CSK
2024_02,208.0,204.0,,,,,2024,Eden Gardens,field,KKR
2024_03,174.0,177.0,,,,,2024,Maharaja Yadvindra Cricket Stadium,field,PBKS
2024_04,168.0,162.0,,,,,2024,Narendra Modi Stadium,field,GT
2024_05,193.0,173.0,,,,,2024,Sawai Mansingh Stadium,bat,RR
2024_06,176.0,178.0,,,,,2024,M. Chinnaswamy Stadium,field,RCB
2024_07,206.0,143.0,,,,,2024,MA Chidambaram Stadium,field,CSK
2024_08,277.0,246.0,,,,,2024,Rajiv Gandhi Intl. Stadium,field,SRH
2024_09,185.0,173.0,,,,,2024,Sawai Mansingh Stadium,field,RR
2024_10,182.0,186.0,,,,,2024,M. Chinnaswamy Stadium,field,KKR
2024_11,199.0,178.0,,,,,2024,BRSABV Ekana Stadium,bat,LSG
2024_12,191.0,171.0,,,,,2024,ACA-VDCA Stadium,bat,DC
2024_13,162.0,168.0,,,,,2024,Narendra Modi Stadium,bat,GT
2024_14,125.0,127.0,,,,,2024,Wankhede Stadium,field,RR
2024_15,181.0,153.0,,,,,2024,M. Chinnaswamy Stadium,field,LSG
2024_16,272.0,166.0,,,,,2024,ACA-VDCA Stadium,bat,KKR
2024_17,199.0,200.0,,,,,2024,Narendra Modi Stadium,field,PBKS
2024_18,165.0,166.0,,,,,2024,Rajiv Gandhi Intl. Stadium,field,SRH
2024_19,183.0,189.0,,,,,2024,Sawai Mansingh Stadium,field,RR
2024_20,163.0,130.0,,,,,2024,BRSABV Ekana Stadium,bat,LSG
2024_21,234.0,205.0,,,,,2024,Wankhede Stadium,field,MI
2024_22,137.0,141.0,,,,,2024,MA Chidambaram Stadium,field,CSK
2024_23,182.0,180.0,,,,,2024,Maharaja Yadvindra Cricket Stadium,field,SRH
2024_24,196.0,199.0,,,,,2024,Sawai Mansingh Stadium,field,GT
2024_25,196.0,199.0,,,,,2024,Wankhede Stadium,field,MI
2024_26,167.0,170.0,,,,,2024,BRSABV Ekana Stadium,bat,DC
2024_27,147.0,152.0,,,,,2024,Maharaja Yadvindra Cricket Stadium,field,RR
2024_28,206.0,186.0,,,,,2024,Wankhede Stadium,field,CSK
2024_29,161.0,162.0,,,,,2024,Eden Gardens,field,KKR
2024_30,287.0,262.0,,,,,2024,M. Chinnaswamy Stadium,field,SRH
2024_31,223.0,224.0,,,,,2024,Eden Gardens,field,RR
2024_32,89.0,92.0,,,,,2024,Narendra Modi Stadium,field,DC
2024_33,192.0,183.0,,,,,2024,Maharaja Yadvindra Cricket Stadium,field,MI
2024_34,176.0,180.0,,,,,2024,BRSABV Ekana Stadium,field,LSG
2024_35,266.0,199.0,,,,,2024,Arun Jaitley Stadium,field,SRH
2024_36,222.0,221.0,,,,,2024,Eden Gardens,field,KKR
2024_37,142.0,146.0,,,,,2024,Maharaja Yadvindra Cricket Stadium,bat,GT
2024_38,179.0,183.0,,,,,2024,Sawai Mansingh Stadium,bat,RR
2024_39,210.0,213.0,,,,,2024,MA Chidambaram Stadium,field,LSG
2024_40,224.0,220.0,,,,,2024,Arun Jaitley Stadium,field,DC
2024_41,206.0,171.0,,,,,2024,Rajiv Gandhi Intl. Stadium,bat,RCB
2024_42,261.0,262.0,,,,,2024,Eden Gardens,field,PBKS
2024_43,196.0,199.0,,,,,2024,BRSABV Ekana Stadium,field,RR
2024_44,257.0,247.0,,,,,2024,Arun Jaitley Stadium,field,DC
2024_45,200.0,206.0,,,,,2024,Narendra Modi Stadium,field,RCB
2024_46,212.0,134.0,,,,,2024,MA Chidambaram Stadium,field,CSK
2024_47,153.0,157.0,,,,,2024,Eden Gardens,bat,KKR
