match_id,first_innings,second_innings,inning_3,inning_4,inning_5,inning_6,season,venue,toss_decision,winner
2013_41,171.0,173.0,,,,,2013,Sawai Mansingh Stadium,field,RR
2013_42,164.0,127.0,,,,,2013,Subrata Roy Sahara Stadium,bat,CSK
2013_43,136.0,137.0,,,,,2013,SVNS Intl. Stadium,bat,DD
2013_44,129.0,130.0,,,,,2013,Rajiv Gandhi Intl. Stadium,bat,SRH
2013_45,186.0,171.0,,,,,2013,MA Chidambaram Stadium,bat,CSK
2013_46,187.0,170.0,,,,,2013,Subrata Roy Sahara Stadium,bat,RCB
2013_47,132.0,133.0,,,,,2013,Eden Gardens,bat,KKR
2013_48,80.0,81.0,,,,,2013,Rajiv Gandhi Intl. Stadium,bat,SRH
2013_49,178.0,182.0,,,,,2013,Sawai Mansingh Stadium,bat,RR
2013_50,139.0,79.0,,,,,2013,Wankhede Stadium,bat,MI
2013_51,190.0,194.0,,,,,2013,PCA IS Bindra Stadium,field,KXIP
2013_52,170.0,105.0,,,,,2013,Wankhede Stadium,bat,MI
2013_53,154.0,155.0,,,,,2013,Sawai Mansingh Stadium,bat,RR
2013_54,223.0,146.0,,,,,2013,Rajiv Gandhi Intl. Stadium,field,CSK
2013_55,145.0,147.0,,,,,2013,PCA IS Bindra Stadium,field,RR
2013_56,152.0,106.0,,,,,2013,Subrata Roy Sahara Stadium,bat,KKR
2013_57,183.0,179.0,,,,,2013,Arun Jaitley Stadium,field,RCB
2013_58,112.0,116.0,,,,,2013,Subrata Roy Sahara Stadium,bat,MI
2013_59,150.0,120.0,,,,,2013,PCA IS Bindra Stadium,field,SRH
2013_60,115.0,116.0,,,,,2013,JSCA Intl. Stadium Complex,field,KKR
2013_61,141.0,144.0,,,,,2013,Sawai Mansingh Stadium,field,RR
2013_62,178.0,184.0,,,,,2013,Wankhede Stadium,bat,MI
2013_63,168.0,135.0,,,,,2013,MA Chidambaram Stadium,bat,CSK
2013_64,174.0,176.0,,,,,2013,M Chinnaswamy Stadium,field,KXIP
2013_65,170.0,163.0,,,,,2013,JSCA Intl. Stadium Complex,field,PW
2013_66,166.0,152.0,,,,,2013,Wankhede Stadium,field,MI
2013_67,171.0,164.0,,,,,2013,HPCA Stadium,field,KXIP
2013_68,136.0,113.0,,,,,2013,Rajiv Gandhi Intl. Stadium,bat,SRH
2013_69,183.0,133.0,,,,,2013,HPCA Stadium,field,KXIP
2013_70,106.0,82.0,,,,,2013,M Chinnaswamy Stadium,field,RCB
2013_71,172.0,134.0,,,,,2013,Subrata Roy Sahara Stadium,bat,PW
2013_72,130.0,132.0,,,,,2013,Rajiv Gandhi Intl. Stadium,bat,SRH
2013_73,192.0,144.0,,,,,2013,Arun Jaitley Stadium,bat,CSK
2013_74,132.0,135.0,,,,,2013,Arun Jaitley Stadium,bat,RR
2013_75,165.0,169.0,,,,,2013,Eden Gardens,bat,MI
2013_76,148.0,125.0,,,,,2013,Eden Gardens,bat,MI
2014_01,163.0,122.0,,,,,2014,Sheikh Zayed Stadium,bat,KKR
2014_02,145.0,146.0,,,,,2014,Sharjah Cricket Stadium,field,RCB
2014_03,133.0,135.0,,,,,2014,Sheikh Zayed Stadium,field,RR
2014_04,205.0,206.0,,,,,2014,Sheikh Zayed Stadium,bat,KXIP
2014_05,115.0,116.0,,,,,2014,Dubai Intl. Cricket Stadium,field,RCB
2014_06,166.0,167.0,,,,,2014,Dubai Intl. Cricket Stadium,bat,DD
2014_07,191.0,193.0,,,,,2014,Sharjah Cricket Stadium,field,KXIP
2014_08,177.0,84.0,,,,,2014,Sheikh Zayed Stadium,bat,CSK
2014_09,193.0,121.0,,,,,2014,Sharjah Cricket Stadium,field,KXIP
2014_10,140.0,133.0,,,,,2014,Dubai Intl. Cricket Stadium,field,CSK
2014_11,150.0,148.0,,,,,2014,Sharjah Cricket Stadium,field,KKR
2014_12,184.0,180.0,,,,,2014,Dubai Intl. Cricket Stadium,bat,SRH
2014_13,141.0,142.0,,,,,2014,Dubai Intl. Cricket Stadium,bat,CSK
2014_14,70.0,71.0,,,,,2014,Sheikh Zayed Stadium,field,RR
2014_15,132.0,109.0,,,,,2014,Sheikh Zayed Stadium,field,KXIP
2014_16,145.0,146.0,,,,,2014,Sharjah Cricket Stadium,bat,CSK
2014_17,125.0,126.0,,,,,2014,Sharjah Cricket Stadium,bat,DD
2014_18,124.0,127.0,,,,,2014,Dubai Intl. Cricket Stadium,field,KXIP
2014_19,152.0,152.0,11.0,11.0,,,2014,Sheikh Zayed Stadium,bat,
2014_20,172.0,157.0,,,,,2014,Dubai Intl. Cricket Stadium,field,SRH
2014_21,148.0,114.0,,,,,2014,JSCA Intl. Stadium Complex,bat,CSK
2014_22,152.0,156.0,,,,,2014,Arun Jaitley Stadium,field,RR
2014_23,168.0,170.0,,,,,2014,Wankhede Stadium,bat,MI
2014_24,155.0,158.0,,,,,2014,M Chinnaswamy Stadium,field,RCB
2014_25,178.0,181.0,,,,,2014,Arun Jaitley Stadium,field,CSK
2014_26,170.0,160.0,,,,,2014,Narendra Modi Stadium,field,RR
2014_27,187.0,168.0,,,,,2014,Wankhede Stadium,field,MI
2014_28,160.0,161.0,,,,,2014,Arun Jaitley Stadium,bat,KKR
2014_29,231.0,187.0,,,,,2014,Barabati Stadium,field,KXIP
2014_30,134.0,102.0,,,,,2014,Narendra Modi Stadium,field,SRH
2014_31,198.0,166.0,,,,,2014,M Chinnaswamy Stadium,field,KXIP
2014_32,143.0,44.0,,,,,2014,Arun Jaitley Stadium,field,SRH
2014_33,157.0,160.0,,,,,2014,Wankhede Stadium,field,CSK
2014_34,190.0,191.0,,,,,2014,M Chinnaswamy Stadium,bat,RR
2014_35,149.0,150.0,,,,,2014,Barabati Stadium,field,KKR
2014_36,157.0,160.0,,,,,2014,Rajiv Gandhi Intl. Stadium,bat,MI
2014_37,186.0,170.0,,,,,2014,M Chinnaswamy Stadium,field,RCB
2014_38,148.0,149.0,,,,,2014,JSCA Intl. Stadium Complex,bat,CSK
2014_39,205.0,211.0,,,,,2014,Rajiv Gandhi Intl. Stadium,field,KXIP
2014_40,141.0,142.0,,,,,2014,Barabati Stadium,field,KKR
2014_41,201.0,139.0,,,,,2014,Narendra Modi Stadium,field,RR
2014_42,138.0,142.0,,,,,2014,JSCA Intl. Stadium Complex,bat,RCB
2014_43,142.0,146.0,,,,,2014,Rajiv Gandhi Intl. Stadium,bat,KKR
2014_44,164.0,165.0,,,,,2014,Arun Jaitley Stadium,field,KXIP
2014_45,178.0,153.0,,,,,2014,Narendra Modi Stadium,bat,MI
2014_46,160.0,161.0,,,,,2014,Rajiv Gandhi Intl. Stadium,bat,SRH
2014_47,154.0,156.0,,,,,2014,Eden Gardens,field,KKR
2014_48,156.0,159.0,,,,,2014,PCA IS Bindra Stadium,field,MI
2014_49,195.0,165.0,,,,,2014,Eden Gardens,field,KKR
2014_50,185.0,189.0,,,,,2014,JSCA Intl. Stadium Complex,field,SRH
2014_51,173.0,158.0,,,,,2014,Wankhede Stadium,field,MI
2014_52,179.0,163.0,,,,,2014,PCA IS Bindra Stadium,field,KXIP
2014_53,160.0,161.0,,,,,2014,Eden Gardens,field,KKR
2014_54,154.0,160.0,,,,,2014,M Chinnaswamy Stadium,field,CSK
2014_55,189.0,195.0,,,,,2014,Wankhede Stadium,field,MI
2014_56,115.0,119.0,,,,,2014,PCA IS Bindra Stadium,field,KXIP
2014_57,163.0,135.0,,,,,2014,Eden Gardens,field,KKR
2014_58,173.0,176.0,,,,,2014,Brabourne Stadium,field,CSK
2014_59,226.0,202.0,,,,,2014,Wankhede Stadium,field,KXIP
2014_60,199.0,200.0,,,,,2014,M Chinnaswamy Stadium,field,KKR
2015_01,168.0,170.0,,,,,2015,Eden Gardens,field,KKR
2015_02,150.0,149.0,,,,,2015,MA Chidambaram Stadium,field,CSK
2015_03,162.0,136.0,,,,,2015,"MCA Stadium, Pune",field,RR
2015_04,177.0,179.0,,,,,2015,Eden Gardens,field,RCB
2015_05,209.0,164.0,,,,,2015,MA Chidambaram Stadium,bat,CSK
2015_06,184.0,186.0,,,,,2015,Arun Jaitley Stadium,field,RR
2015_07,177.0,159.0,,,,,2015,Wankhede Stadium,field,KXIP
2015_08,166.0,172.0,,,,,2015,M Chinnaswamy Stadium,field,SRH
2015_09,164.0,165.0,,,,,2015,Narendra Modi Stadium,bat,RR
2015_10,165.0,169.0,,,,,2015,"MCA Stadium, Pune",bat,DD
2015_11,127.0,131.0,,,,,2015,ACA-VDCA Stadium,field,RR
2015_12,183.0,189.0,,,,,2015,Wankhede Stadium,bat,CSK
2015_13,155.0,159.0,,,,,2015,"MCA Stadium, Pune",field,KKR
2015_14,167.0,163.0,,,,,2015,ACA-VDCA Stadium,bat,DD
2015_15,209.0,191.0,,,,,2015,M Chinnaswamy Stadium,field,MI
2015_16,156.0,157.0,,,,,2015,Narendra Modi Stadium,bat,RR
2015_17,146.0,147.0,,,,,2015,Arun Jaitley Stadium,field,KKR
2015_18,191.0,191.0,15.0,6.0,,,2015,Narendra Modi Stadium,field,
2015_19,181.0,154.0,,,,,2015,M Chinnaswamy Stadium,field,CSK
2015_20,176.0,101.0,,,,,2015,ACA-VDCA Stadium,field,SRH
2015_21,190.0,153.0,,,,,2015,Arun Jaitley Stadium,field,DD
2015_22,130.0,134.0,,,,,2015,Narendra Modi Stadium,field,RCB
2015_23,192.0,95.0,,,,,2015,MA Chidambaram Stadium,bat,CSK
2015_24,157.0,137.0,,,,,2015,Wankhede Stadium,bat,MI
2015_25,95.0,99.0,,,,,2015,Arun Jaitley Stadium,field,RCB
2015_26,150.0,130.0,,,,,2015,PCA IS Bindra Stadium,field,SRH
2015_27,134.0,132.0,,,,,2015,MA Chidambaram Stadium,field,CSK
2015_28,200.0,,,,,,2015,M Chinnaswamy Stadium,field,
2015_29,165.0,169.0,,,,,2015,Eden Gardens,field,KKR
2015_30,118.0,119.0,,,,,2015,Arun Jaitley Stadium,field,DD
2015_31,187.0,179.0,,,,,2015,Wankhede Stadium,field,MI
2015_32,192.0,170.0,,,,,2015,Rajiv Gandhi Intl. Stadium,field,SRH
2015_33,111.0,115.0,,,,,2015,M Chinnaswamy Stadium,field,RCB
2015_34,172.0,149.0,,,,,2015,PCA IS Bindra Stadium,bat,MI
2015_35,189.0,175.0,,,,,2015,Brabourne Stadium,field,RR
2015_36,148.0,124.0,,,,,2015,MA Chidambaram Stadium,bat,CSK
2015_37,167.0,132.0,,,,,2015,Eden Gardens,field,KKR
2015_38,152.0,153.0,,,,,2015,Wankhede Stadium,bat,MI
2015_39,226.0,88.0,,,,,2015,M Chinnaswamy Stadium,field,RCB
2015_40,201.0,194.0,,,,,2015,Brabourne Stadium,field,SRH
2015_41,171.0,158.0,,,,,2015,Eden Gardens,bat,KKR
2015_42,158.0,159.0,,,,,2015,MA Chidambaram Stadium,bat,MI
2015_43,183.0,184.0,,,,,2015,Eden Gardens,bat,KKR
2015_44,163.0,157.0,,,,,2015,SVNS Intl. Stadium,bat,SRH
2015_45,235.0,196.0,,,,,2015,Wankhede Stadium,bat,RCB
2015_46,157.0,145.0,,,,,2015,MA Chidambaram Stadium,bat,CSK
2015_47,185.0,180.0,,,,,2015,Rajiv Gandhi Intl. Stadium,bat,SRH
2015_48,119.0,120.0,,,,,2015,SVNS Intl. Stadium,bat,DD
2015_49,106.0,84.0,,,,,2015,PCA IS Bindra Stadium,field,KXIP
2015_50,171.0,166.0,,,,,2015,Wankhede Stadium,field,MI
2015_51,135.0,83.0,,,,,2015,Rajiv Gandhi Intl. Stadium,bat,RCB
2015_52,199.0,190.0,,,,,2015,Brabourne Stadium,bat,RR
2015_53,130.0,134.0,,,,,2015,PCA IS Bindra Stadium,bat,CSK
2015_54,187.0,2.0,,,,,2015,M Chinnaswamy Stadium,field,
2015_55,113.0,114.0,,,,,2015,Rajiv Gandhi Intl. Stadium,bat,MI
2015_56,187.0,162.0,,,,,2015,Wankhede Stadium,bat,MI
2015_57,180.0,109.0,,,,,2015,"MCA Stadium, Pune",bat,RCB
2015_58,139.0,140.0,,,,,2015,JSCA Intl. Stadium Complex,field,CSK
2015_59,202.0,161.0,,,,,2015,Eden Gardens,field,MI
2016_01,121.0,126.0,,,,,2016,Wankhede Stadium,bat,RPS
2016_02,98.0,99.0,,,,,2016,Eden Gardens,field,KKR
2016_03,161.0,162.0,,,,,2016,PCA IS Bindra Stadium,field,GL
2016_04,227.0,182.0,,,,,2016,M Chinnaswamy Stadium,field,RCB
2016_05,187.0,188.0,,,,,2016,Eden Gardens,field,MI
2016_06,163.0,164.0,,,,,2016,Saurashtra Cricket Assn. Stadium,bat,GL
2016_07,111.0,113.0,,,,,2016,Arun Jaitley Stadium,field,DD
2016_08,142.0,146.0,,,,,2016,Rajiv Gandhi Intl. Stadium,bat,KKR
2016_09,143.0,147.0,,,,,2016,Wankhede Stadium,field,GL
2016_10,152.0,153.0,,,,,2016,PCA IS Bindra Stadium,bat,KXIP
2016_11,191.0,192.0,,,,,2016,M Chinnaswamy Stadium,field,DD
2016_12,142.0,145.0,,,,,2016,Rajiv Gandhi Intl. Stadium,field,SRH
2016_13,138.0,141.0,,,,,2016,PCA IS Bindra Stadium,field,KKR
2016_14,170.0,171.0,,,,,2016,Wankhede Stadium,field,MI
2016_15,135.0,137.0,,,,,2016,Saurashtra Cricket Assn. Stadium,field,SRH
2016_16,185.0,172.0,,,,,2016,"MCA Stadium, Pune",field,RCB
2016_17,143.0,146.0,,,,,2016,Rajiv Gandhi Intl. Stadium,field,SRH
2016_18,164.0,154.0,,,,,2016,Arun Jaitley Stadium,field,DD
2016_19,160.0,162.0,,,,,2016,"MCA Stadium, Pune",field,KKR
2016_20,180.0,182.0,,,,,2016,Saurashtra Cricket Assn. Stadium,bat,GL
2016_21,189.0,164.0,,,,,2016,PCA IS Bindra Stadium,field,MI
2016_22,118.0,94.0,,,,,2016,Rajiv Gandhi Intl. Stadium,field,RPS
2016_23,172.0,171.0,,,,,2016,Arun Jaitley Stadium,field,GL
2016_24,174.0,178.0,,,,,2016,Wankhede Stadium,field,MI
2016_25,195.0,196.0,,,,,2016,"MCA Stadium, Pune",field,GL
2016_26,194.0,179.0,,,,,2016,Rajiv Gandhi Intl. Stadium,field,SRH
2016_27,186.0,159.0,,,,,2016,Arun Jaitley Stadium,field,DD
2016_28,154.0,131.0,,,,,2016,Saurashtra Cricket Assn. Stadium,field,KXIP
2016_29,159.0,161.0,,,,,2016,"MCA Stadium, Pune",field,MI
2016_30,185.0,189.0,,,,,2016,M Chinnaswamy Stadium,field,KKR
2016_31,149.0,150.0,,,,,2016,Saurashtra Cricket Assn. Stadium,field,DD
2016_32,164.0,157.0,,,,,2016,Eden Gardens,field,KKR
2016_33,162.0,166.0,,,,,2016,Arun Jaitley Stadium,field,RPS
2016_34,126.0,129.0,,,,,2016,Rajiv Gandhi Intl. Stadium,field,SRH
2016_35,191.0,195.0,,,,,2016,M Chinnaswamy Stadium,field,RCB
2016_36,181.0,172.0,,,,,2016,PCA IS Bindra Stadium,field,KXIP
2016_37,158.0,164.0,,,,,2016,Eden Gardens,field,GL
2016_38,177.0,92.0,,,,,2016,ACA-VDCA Stadium,field,SRH
2016_39,175.0,174.0,,,,,2016,PCA IS Bindra Stadium,field,RCB
2016_40,137.0,133.0,,,,,2016,ACA-VDCA Stadium,bat,SRH
2016_41,151.0,153.0,,,,,2016,M Chinnaswamy Stadium,field,MI
2016_42,146.0,150.0,,,,,2016,Rajiv Gandhi Intl. Stadium,field,DD
2016_43,124.0,127.0,,,,,2016,ACA-VDCA Stadium,bat,KXIP
2016_44,103.0,66.0,,,,,2016,Eden Gardens,bat,KKR
2016_45,248.0,104.0,,,,,2016,M Chinnaswamy Stadium,field,RCB
2016_46,179.0,180.0,,,,,2016,PCA IS Bindra Stadium,bat,SRH
2016_47,206.0,126.0,,,,,2016,ACA-VDCA Stadium,field,MI
2016_48,183.0,186.0,,,,,2016,Eden Gardens,field,RCB
2016_49,121.0,76.0,,,,,2016,ACA-VDCA Stadium,field,RPS
2016_50,211.0,120.0,,,,,2016,M Chinnaswamy Stadium,field,RCB
2016_51,124.0,125.0,,,,,2016,Green Park,field,GL
2016_52,158.0,161.0,,,,,2016,SVNS Intl. Stadium,field,DD
2016_53,172.0,173.0,,,,,2016,Green Park,field,GL
2016_54,172.0,173.0,,,,,2016,ACA-VDCA Stadium,bat,RPS
2016_55,138.0,139.0,,,,,2016,SVNS Intl. Stadium,field,RCB
2016_56,171.0,149.0,,,,,2016,Eden Gardens,field,KKR
2016_57,158.0,159.0,,,,,2016,M Chinnaswamy Stadium,field,RCB
2016_58,162.0,140.0,,,,,2016,Arun Jaitley Stadium,field,SRH
2016_59,162.0,163.0,,,,,2016,Arun Jaitley Stadium,field,SRH
2016_60,208.0,200.0,,,,,2016,M Chinnaswamy Stadium,bat,SRH
2017_01,207.0,172.0,,,,,2017,Rajiv Gandhi Intl. Stadium,field,SRH
2017_02,184.0,187.0,,,,,2017,"MCA Stadium, Pune",field,RPS
2017_03,183.0,184.0,,,,,2017,Saurashtra Cricket Assn. Stadium,field,KKR
2017_04,157.0,142.0,,,,,2017,M. Chinnaswamy Stadium,bat,RCB
2017_05,163.0,164.0,,,,,2017,Holkar Cricket Stadium,field,KXIP
2017_06,178.0,180.0,,,,,2017,Wankhede Stadium,field,MI
2017_07,135.0,140.0,,,,,2017,Rajiv Gandhi Intl. Stadium,field,SRH
2017_08,148.0,150.0,,,,,2017,Holkar Cricket Stadium,bat,KXIP
2017_09,205.0,108.0,,,,,2017,"MCA Stadium, Pune",field,DD
2017_10,158.0,159.0,,,,,2017,Wankhede Stadium,field,MI
2017_11,170.0,171.0,,,,,2017,Eden Gardens,field,KKR
2017_12,142.0,145.0,,,,,2017,M Chinnaswamy Stadium,field,MI
2017_13,171.0,172.0,,,,,2017,Saurashtra Cricket Assn. Stadium,field,GL
2017_14,188.0,137.0,,,,,2017,Arun Jaitley Stadium,bat,DD
2017_15,172.0,155.0,,,,,2017,Eden Gardens,field,KKR
2017_16,176.0,177.0,,,,,2017,Wankhede Stadium,field,MI
2017_17,161.0,134.0,,,,,2017,M Chinnaswamy Stadium,field,RPS
2017_18,168.0,169.0,,,,,2017,Arun Jaitley Stadium,bat,KKR
2017_19,159.0,154.0,,,,,2017,Rajiv Gandhi Intl. Stadium,field,SRH
2017_20,213.0,192.0,,,,,2017,Saurashtra Cricket Assn. Stadium,field,RCB
2017_21,191.0,176.0,,,,,2017,Rajiv Gandhi Intl. Stadium,bat,SRH
2017_22,198.0,199.0,,,,,2017,Holkar Cricket Stadium,field,MI
2017_23,187.0,188.0,,,,,2017,Eden Gardens,field,GL
2017_24,142.0,128.0,,,,,2017,Wankhede Stadium,field,MI
2017_25,176.0,179.0,,,,,2017,"MCA Stadium, Pune",field,RPS
2017_26,188.0,162.0,,,,,2017,Saurashtra Cricket Assn. Stadium,field,KXIP
2017_27,131.0,49.0,,,,,2017,Eden Gardens,field,KKR
2017_28,160.0,157.0,,,,,2017,Wankhede Stadium,field,RPS
2017_29,182.0,184.0,,,,,2017,"MCA Stadium, Pune",field,KKR
2017_30,134.0,135.0,,,,,2017,M Chinnaswamy Stadium,field,GL
2017_31,160.0,161.0,,,,,2017,Eden Gardens,field,KKR
2017_32,207.0,181.0,,,,,2017,PCA IS Bindra Stadium,field,SRH
2017_33,157.0,96.0,,,,,2017,"MCA Stadium, Pune",field,RPS
2017_34,153.0,153.0,11.0,6.0,,,2017,Saurashtra Cricket Assn. Stadium,bat,
2017_35,67.0,68.0,,,,,2017,PCA IS Bindra Stadium,field,KXIP
2017_36,209.0,161.0,,,,,2017,Rajiv Gandhi Intl. Stadium,field,SRH
2017_37,162.0,165.0,,,,,2017,Wankhede Stadium,bat,MI
2017_38,161.0,167.0,,,,,2017,"MCA Stadium, Pune",field,RPS
2017_39,185.0,189.0,,,,,2017,Arun Jaitley Stadium,field,DD
2017_40,155.0,158.0,,,,,2017,Eden Gardens,field,RPS
2017_41,208.0,214.0,,,,,2017,Arun Jaitley Stadium,field,DD
2017_42,138.0,119.0,,,,,2017,M Chinnaswamy Stadium,field,KXIP
2017_43,148.0,136.0,,,,,2017,Rajiv Gandhi Intl. Stadium,field,RPS
2017_44,212.0,66.0,,,,,2017,Arun Jaitley Stadium,field,MI
2017_45,189.0,192.0,,,,,2017,PCA IS Bindra Stadium,field,GL
2017_46,158.0,159.0,,,,,2017,M Chinnaswamy Stadium,field,KKR
2017_47,138.0,140.0,,,,,2017,Rajiv Gandhi Intl. Stadium,bat,SRH
2017_48,167.0,153.0,,,,,2017,PCA IS Bindra Stadium,field,KXIP
2017_49,195.0,197.0,,,,,2017,Green Park,field,DD
2017_50,230.0,223.0,,,,,2017,Wankhede Stadium,field,KXIP
2017_51,168.0,161.0,,,,,2017,Arun Jaitley Stadium,bat,DD
2017_52,173.0,164.0,,,,,2017,Eden Gardens,field,MI
2017_53,154.0,158.0,,,,,2017,Green Park,field,SRH
2017_54,161.0,151.0,,,,,2017,Arun Jaitley Stadium,bat,RCB
2017_55,73.0,78.0,,,,,2017,"MCA Stadium, Pune",field,RPS
2017_56,162.0,142.0,,,,,2017,Wankhede Stadium,field,RPS
2017_57,128.0,48.0,,,,,2017,M Chinnaswamy Stadium,field,KKR
2017_58,107.0,111.0,,,,,2017,M Chinnaswamy Stadium,field,MI
2017_59,129.0,128.0,,,,,2017,Rajiv Gandhi Intl. Stadium,bat,MI
2018_01,165.0,169.0,,,,,2018,Wankhede Stadium,field,CSK
2018_02,166.0,167.0,,,,,2018,PCA IS Bindra Stadium,field,KXIP
2018_03,176.0,177.0,,,,,2018,Eden Gardens,field,KKR
2018_04,125.0,127.0,,,,,2018,Rajiv Gandhi Intl. Stadium,field,SRH
2018_05,202.0,205.0,,,,,2018,MA Chidambaram Stadium,field,CSK
2018_06,153.0,60.0,,,,,2018,Sawai Mansingh Stadium,field,RR
2018_07,147.0,151.0,,,,,2018,Rajiv Gandhi Intl. Stadium,field,SRH
2018_08,155.0,159.0,,,,,2018,M. Chinnaswamy Stadium,field,RCB
2018_09,138.0,139.0,,,,,2018,Eden Gardens,field,SRH
2018_10,194.0,195.0,,,,,2018,Wankhede Stadium,field,DD
2018_11,217.0,198.0,,,,,2018,M. Chinnaswamy Stadium,field,RR
2018_12,197.0,193.0,,,,,2018,PCA IS Bindra Stadium,field,KXIP
2018_13,200.0,129.0,,,,,2018,Eden Gardens,field,KKR
2018_14,213.0,167.0,,,,,2018,Wankhede Stadium,field,MI
2018_15,160.0,163.0,,,,,2018,Sawai Mansingh Stadium,field,KKR
2018_16,193.0,178.0,,,,,2018,PCA IS Bindra Stadium,bat,KXIP
2018_17,204.0,140.0,,,,,2018,"MCA Stadium, Pune",field,CSK
2018_18,191.0,126.0,,,,,2018,Eden Gardens,field,KXIP
2018_19,174.0,176.0,,,,,2018,M. Chinnaswamy Stadium,field,RCB
2018_20,167.0,168.0,,,,,2018,Sawai Mansingh Stadium,bat,RR
2018_21,182.0,178.0,,,,,2018,Rajiv Gandhi Intl. Stadium,field,CSK
2018_22,143.0,139.0,,,,,2018,Arun Jaitley Stadium,field,KXIP
2018_23,118.0,87.0,,,,,2018,Wankhede Stadium,field,SRH
2018_24,205.0,207.0,,,,,2018,M. Chinnaswamy Stadium,field,CSK
2018_25,132.0,119.0,,,,,2018,Rajiv Gandhi Intl. Stadium,field,SRH
2018_26,219.0,164.0,,,,,2018,Arun Jaitley Stadium,field,DD
2018_27,169.0,170.0,,,,,2018,"MCA Stadium, Pune",field,MI
2018_28,175.0,176.0,,,,,2018,M. Chinnaswamy Stadium,field,KKR
2018_29,151.0,140.0,,,,,2018,Sawai Mansingh Stadium,bat,SRH
2018_30,211.0,198.0,,,,,2018,"MCA Stadium, Pune",field,CSK
2018_31,167.0,153.0,,,,,2018,M. Chinnaswamy Stadium,field,RCB
2018_32,196.0,146.0,,,,,2018,Arun Jaitley Stadium,field,DD
2018_33,177.0,180.0,,,,,2018,Eden Gardens,field,KKR
2018_34,174.0,176.0,,,,,2018,Holkar Cricket Stadium,field,MI
2018_35,127.0,128.0,,,,,2018,"MCA Stadium, Pune",field,CSK
2018_36,163.0,164.0,,,,,2018,Rajiv Gandhi Intl. Stadium,bat,SRH
2018_37,152.0,155.0,,,,,2018,Holkar Cricket Stadium,field,KXIP
2018_38,181.0,168.0,,,,,2018,Wankhede Stadium,field,MI
2018_39,146.0,141.0,,,,,2018,Rajiv Gandhi Intl. Stadium,field,SRH
2018_40,158.0,143.0,,,,,2018,Sawai Mansingh Stadium,bat,RR
2018_41,210.0,108.0,,,,,2018,Eden Gardens,field,MI
2018_42,187.0,191.0,,,,,2018,Arun Jaitley Stadium,bat,SRH
2018_43,176.0,177.0,,,,,2018,Sawai Mansingh Stadium,bat,RR
2018_44,181.0,187.0,,,,,2018,Arun Jaitley Stadium,field,RCB
2018_45,245.0,214.0,,,,,2018,Holkar Cricket Stadium,field,KKR
2018_46,179.0,180.0,,,,,2018,"MCA Stadium, Pune",field,CSK
2018_47,168.0,171.0,,,,,2018,Wankhede Stadium,field,RR
2018_48,88.0,92.0,,,,,2018,Holkar Cricket Stadium,field,RCB
2018_49,142.0,145.0,,,,,2018,Eden Gardens,field,KKR
2018_50,186.0,183.0,,,,,2018,Wankhede Stadium,field,MI
2018_51,218.0,204.0,,,,,2018,M. Chinnaswamy Stadium,field,RCB
2018_52,162.0,128.0,,,,,2018,Arun Jaitley Stadium,field,DD
2018_53,164.0,134.0,,,,,2018,Sawai Mansingh Stadium,bat,RR
2018_54,172.0,173.0,,,,,2018,Rajiv Gandhi Intl. Stadium,bat,KKR
2018_55,174.0,163.0,,,,,2018,Arun Jaitley Stadium,bat,DD
2018_56,153.0,159.0,,,,,2018,"MCA Stadium, Pune",field,CSK
2018_57,139.0,140.0,,,,,2018,Wankhede Stadium,field,CSK
2018_58,169.0,144.0,,,,,2018,Eden Gardens,field,KKR
2018_59,174.0,160.0,,,,,2018,Eden Gardens,field,SRH
2018_60,178.0,181.0,,,,,2018,Wankhede Stadium,field,CSK
2019_01,70.0,71.0,,,,,2019,MA Chidambaram Stadium,field,CSK
2019_02,213.0,176.0,,,,,2019,Wankhede Stadium,field,DC
2019_03,181.0,183.0,,,,,2019,Eden Gardens,field,KKR
2019_04,184.0,170.0,,,,,2019,Sawai Mansingh Stadium,field,KXIP
2019_05,147.0,150.0,,,,,2019,Arun Jaitley Stadium,bat,CSK
2019_06,218.0,190.0,,,,,2019,Eden Gardens,field,KKR
2019_07,187.0,181.0,,,,,2019,M. Chinnaswamy Stadium,field,MI
2019_08,198.0,201.0,,,,,2019,Rajiv Gandhi Intl. Stadium,bat,SRH
2019_09,176.0,177.0,,,,,2019,PCA IS Bindra Stadium,field,KXIP
2019_10,185.0,185.0,10.0,7.0,,,2019,Arun Jaitley Stadium,field,
2019_11,231.0,113.0,,,,,2019,Rajiv Gandhi Intl. Stadium,field,SRH
2019_12,175.0,167.0,,,,,2019,MA Chidambaram Stadium,field,CSK
2019_13,166.0,152.0,,,,,2019,PCA IS Bindra Stadium,field,KXIP
2019_14,158.0,164.0,,,,,2019,Sawai Mansingh Stadium,field,RR
2019_15,170.0,133.0,,,,,2019,Wankhede Stadium,field,MI
2019_16,129.0,131.0,,,,,2019,Arun Jaitley Stadium,field,SRH
2019_17,205.0,206.0,,,,,2019,M. Chinnaswamy Stadium,field,KKR
2019_18,136.0,96.0,,,,,2019,Rajiv Gandhi Intl. Stadium,field,MI
2019_19,160.0,138.0,,,,,2019,MA Chidambaram Stadium,bat,CSK
2019_20,149.0,152.0,,,,,2019,M. Chinnaswamy Stadium,field,DC
2019_21,139.0,140.0,,,,,2019,Sawai Mansingh Stadium,field,KKR
