,runs,wickets,batting_sr,bowling_economy
BA Stokes,123.0,6.0,123.0,11.009174311926605
Mohammad Nabi,121.0,8.0,149.3827160493827,6.8914285714285715
RA Jadeja,106.0,15.0,112.7659574468085,6.386503067484663
AD Russell,514.0,11.0,187.5912408759124,9.494505494505495
HH Pandya,409.0,16.0,181.77777777777777,8.855018587360595
AR Patel,110.0,12.0,122.22222222222223,7.192182410423453
KH Pandya,183.0,12.0,115.82278481012658,7.170212765957447
MM Ali,220.0,7.0,160.5839416058394,6.71523178807947
SP Narine,143.0,11.0,158.88888888888889,7.758241758241758
