bowler,runs,balls,matches,wickets,overs,economy,average,strike_rate
PP Ojha,281,224,10,12.0,37.333333333333336,7.5267857142857135,23.416666666666668,18.666666666666668
Pankaj Singh,24,12,1,0.0,2.0,12.0,inf,inf
R Ashwin,398,385,16,21.0,64.16666666666667,6.202597402597402,18.952380952380953,18.333333333333332
R Bhatia,213,194,12,10.0,32.333333333333336,6.587628865979381,21.3,19.4
R McLaren,182,111,6,5.0,18.5,9.837837837837839,36.4,22.2
R Ninan,65,36,2,3.0,6.0,10.833333333333334,21.666666666666668,12.0
R Sathish,41,31,4,0.0,5.166666666666667,7.935483870967741,inf,inf
R Sharma,278,302,14,17.0,50.333333333333336,5.523178807947019,16.352941176470587,17.764705882352942
R Vinay Kumar,345,278,13,17.0,46.333333333333336,7.446043165467626,20.294117647058822,16.352941176470587
RA Jadeja,307,261,14,9.0,43.5,7.057471264367816,34.111111111111114,29.0
RE van der Merwe,94,91,4,6.0,15.166666666666666,6.197802197802198,15.666666666666666,15.166666666666666
RG Sharma,53,25,3,0.0,4.166666666666667,12.719999999999999,inf,inf
RJ Harris,401,295,13,17.0,49.166666666666664,8.155932203389831,23.58823529411765,17.352941176470587
RN ten Doeschate,7,7,1,0.0,1.1666666666666667,6.0,inf,inf
RP Singh,365,314,14,15.0,52.333333333333336,6.974522292993631,24.333333333333332,20.933333333333334
RR Powar,112,72,5,2.0,12.0,9.333333333333334,56.0,36.0
RV Gomez,125,91,8,5.0,15.166666666666666,8.241758241758243,25.0,18.2
RW Price,33,18,1,0.0,3.0,11.0,inf,inf
S Aravind,377,288,13,22.0,48.0,7.854166666666667,17.136363636363637,13.090909090909092
S Dhawan,12,12,2,1.0,2.0,6.0,12.0,12.0
S Ladda,42,25,2,0.0,4.166666666666667,10.08,inf,inf
S Nadeem,145,115,5,4.0,19.166666666666668,7.565217391304348,36.25,28.75
S Rana,2,4,1,0.0,0.6666666666666666,3.0,inf,inf
S Randiv,223,180,8,8.0,30.0,7.433333333333334,27.875,22.5
S Sreesanth,212,206,9,7.0,34.333333333333336,6.174757281553398,30.285714285714285,29.428571428571427
S Sriram,25,6,1,0.0,1.0,25.0,inf,inf
SB Jakati,338,269,14,10.0,44.833333333333336,7.5390334572490705,33.8,26.9
SB Styris,13,6,1,0.0,1.0,13.0,inf,inf
SB Wagh,131,102,7,4.0,17.0,7.705882352941177,32.75,25.5
SJ Srivastava,187,128,6,9.0,21.333333333333332,8.765625,20.77777777777778,14.222222222222221
SK Raina,209,173,12,5.0,28.833333333333332,7.248554913294798,41.8,34.6
SK Trivedi,307,224,12,13.0,37.333333333333336,8.223214285714285,23.615384615384617,17.23076923076923
SK Warne,298,286,12,14.0,47.666666666666664,6.251748251748252,21.285714285714285,20.428571428571427
SL Malinga,393,397,16,30.0,66.16666666666667,5.9395465994962215,13.1,13.233333333333333
SR Watson,248,226,10,8.0,37.666666666666664,6.5840707964601775,31.0,28.25
SS Mundhe,6,7,1,1.0,1.1666666666666667,5.142857142857142,6.0,7.0
STR Binny,44,25,3,0.0,4.166666666666667,10.559999999999999,inf,inf
SW Tait,137,102,4,6.0,17.0,8.058823529411764,22.833333333333332,17.0
Shakib Al Hasan,177,158,7,11.0,26.333333333333332,6.7215189873417724,16.09090909090909,14.363636363636363
TG Southee,167,119,5,4.0,19.833333333333332,8.420168067226891,41.75,29.75
TL Suman,50,36,3,0.0,6.0,8.333333333333334,inf,inf
TM Dilshan,108,74,6,1.0,12.333333333333334,8.756756756756756,108.0,74.0
UT Yadav,172,113,6,3.0,18.833333333333332,9.132743362831858,57.333333333333336,37.666666666666664
V Kohli,140,106,10,2.0,17.666666666666668,7.924528301886792,70.0,53.0
VR Aaron,83,77,3,2.0,12.833333333333334,6.467532467532467,41.5,38.5
VS Malik,14,12,1,0.0,2.0,7.0,inf,inf
WD Parnell,222,184,8,10.0,30.666666666666668,7.239130434782608,22.2,18.4
Y Gnaneswara Rao,7,6,1,0.0,1.0,7.0,inf,inf
Y Nagar,67,34,5,1.0,5.666666666666667,11.823529411764705,67.0,34.0
Y Venugopal Rao,26,12,2,0.0,2.0,13.0,inf,inf
YK Pathan,244,241,14,13.0,40.166666666666664,6.0746887966804985,18.76923076923077,18.53846153846154
Yuvraj Singh,193,175,13,9.0,29.166666666666668,6.6171428571428565,21.444444444444443,19.444444444444443
Z Khan,465,373,15,15.0,62.166666666666664,7.479892761394102,31.0,24.866666666666667
