bowler,runs,balls,matches,wickets,overs,economy,average,strike_rate
A Mishra,369,324,14,19.0,54.0,6.833333333333333,19.42105263157895,17.05263157894737
A Mithun,325,221,12,6.0,36.833333333333336,8.823529411764705,54.166666666666664,36.833333333333336
A Singh,222,175,9,10.0,29.166666666666668,7.611428571428571,22.2,17.5
A Symonds,41,24,3,1.0,4.0,10.25,41.0,24.0
AA Chavan,31,30,2,0.0,5.0,6.2,inf,inf
AA Jhunjhunwala,22,13,2,0.0,2.1666666666666665,10.153846153846155,inf,inf
AA Kazi,21,13,1,1.0,2.1666666666666665,9.692307692307693,21.0,13.0
AB Agarkar,236,164,7,9.0,27.333333333333332,8.634146341463415,26.22222222222222,18.22222222222222
AB Dinda,159,107,5,5.0,17.833333333333332,8.915887850467291,31.8,21.4
AB McDonald,23,12,1,0.0,2.0,11.5,inf,inf
AC Thomas,300,240,11,11.0,40.0,7.5,27.272727272727273,21.818181818181817
AG Murtaza,122,122,5,5.0,20.333333333333332,6.0,24.4,24.4
AJ Finch,13,13,1,0.0,2.1666666666666665,6.0,inf,inf
AL Menaria,121,93,9,2.0,15.5,7.806451612903226,60.5,46.5
AM Nayar,95,63,6,2.0,10.5,9.047619047619047,47.5,31.5
AM Salvi,67,50,2,3.0,8.333333333333334,8.04,22.333333333333332,16.666666666666668
AN Ahmed,178,128,6,7.0,21.333333333333332,8.34375,25.428571428571427,18.285714285714285
AS Raut,8,6,1,0.0,1.0,8.0,inf,inf
AUK Pathan,49,35,2,0.0,5.833333333333333,8.4,inf,inf
Anand Rajan,50,35,2,5.0,5.833333333333333,8.571428571428571,10.0,7.0
B Akhil,22,13,1,0.0,2.1666666666666665,10.153846153846155,inf,inf
B Chipli,20,6,1,0.0,1.0,20.0,inf,inf
B Kumar,68,67,4,3.0,11.166666666666666,6.089552238805971,22.666666666666668,22.333333333333332
B Lee,349,284,12,8.0,47.333333333333336,7.373239436619718,43.625,35.5
BA Bhatt,233,172,8,9.0,28.666666666666668,8.127906976744185,25.88888888888889,19.11111111111111
BJ Hodge,77,67,4,8.0,11.166666666666666,6.895522388059702,9.625,8.375
Bipul Sharma,80,78,4,5.0,13.0,6.153846153846154,16.0,15.6
CH Gayle,262,225,12,9.0,37.5,6.986666666666666,29.11111111111111,25.0
CK Langeveldt,92,70,3,5.0,11.666666666666666,7.885714285714286,18.4,14.0
DB Ravi Teja,9,6,1,0.0,1.0,9.0,inf,inf
DE Bollinger,343,294,13,20.0,49.0,7.0,17.15,14.7
DJ Bravo,159,129,6,6.0,21.5,7.395348837209302,26.5,21.5
DJ Hussey,38,18,2,1.0,3.0,12.666666666666666,38.0,18.0
DL Vettori,315,312,13,13.0,52.0,6.0576923076923075,24.23076923076923,24.0
DP Nannes,31,25,2,2.0,4.166666666666667,7.4399999999999995,15.5,12.5
DS Kulkarni,156,126,6,6.0,21.0,7.428571428571429,26.0,21.0
DT Christian,357,291,14,11.0,48.5,7.360824742268041,32.45454545454545,26.454545454545453
DW Steyn,304,286,12,14.0,47.666666666666664,6.377622377622378,21.714285714285715,20.428571428571427
Harbhajan Singh,373,328,15,16.0,54.666666666666664,6.823170731707317,23.3125,20.5
Harmeet Singh,53,44,2,3.0,7.333333333333333,7.2272727272727275,17.666666666666668,14.666666666666666
I Malhotra,23,6,1,0.0,1.0,23.0,inf,inf
I Sharma,324,275,12,11.0,45.833333333333336,7.069090909090908,29.454545454545453,25.0
IK Pathan,353,288,13,13.0,48.0,7.354166666666667,27.153846153846153,22.153846153846153
Iqbal Abdulla,313,305,15,18.0,50.833333333333336,6.157377049180328,17.38888888888889,16.944444444444443
J Botha,242,219,10,7.0,36.5,6.63013698630137,34.57142857142857,31.285714285714285
J Syed Mohammad,128,91,5,5.0,15.166666666666666,8.43956043956044,25.6,18.2
JA Morkel,390,280,14,16.0,46.666666666666664,8.357142857142858,24.375,17.5
JD Ryder,119,94,7,5.0,15.666666666666666,7.595744680851064,23.8,18.8
JD Unadkat,151,111,6,6.0,18.5,8.162162162162161,25.166666666666668,18.5
JDP Oram,46,24,2,1.0,4.0,11.5,46.0,24.0
JE Taylor,167,122,5,6.0,20.333333333333332,8.213114754098362,27.833333333333332,20.333333333333332
JEC Franklin,99,63,6,3.0,10.5,9.428571428571429,33.0,21.0
JH Kallis,170,150,9,9.0,25.0,6.8,18.88888888888889,16.666666666666668
JJ van der Wath,134,76,3,3.0,12.666666666666666,10.578947368421053,44.666666666666664,25.333333333333332
JP Duminy,149,111,8,4.0,18.5,8.054054054054054,37.25,27.75
JP Faulkner,10,12,1,1.0,2.0,5.0,10.0,12.0
JR Hopes,277,198,9,7.0,33.0,8.393939393939394,39.57142857142857,28.285714285714285
Joginder Sharma,34,20,1,0.0,3.3333333333333335,10.2,inf,inf
KA Pollard,367,270,16,13.0,45.0,8.155555555555555,28.23076923076923,20.76923076923077
KMDN Kulasekara,26,19,1,1.0,3.1666666666666665,8.210526315789474,26.0,19.0
Kamran Khan,47,18,1,0.0,3.0,15.666666666666666,inf,inf
L Ablish,39,18,1,0.0,3.0,13.0,inf,inf
L Balaji,383,282,14,13.0,47.0,8.148936170212766,29.46153846153846,21.692307692307693
LRPL Taylor,11,6,1,0.0,1.0,11.0,inf,inf
M Kartik,170,130,6,2.0,21.666666666666668,7.846153846153846,85.0,65.0
M Manhas,42,42,3,0.0,7.0,6.0,inf,inf
M Morkel,336,274,11,14.0,45.666666666666664,7.357664233576643,24.0,19.571428571428573
M Muralitharan,145,117,5,2.0,19.5,7.435897435897436,72.5,58.5
MK Tiwary,23,13,2,0.0,2.1666666666666665,10.615384615384617,inf,inf
MM Patel,377,329,15,22.0,54.833333333333336,6.875379939209727,17.136363636363637,14.954545454545455
MR Marsh,102,86,5,7.0,14.333333333333334,7.116279069767441,14.571428571428571,12.285714285714286
MS Gony,86,55,3,4.0,9.166666666666666,9.381818181818183,21.5,13.75
ND Doshi,62,32,3,1.0,5.333333333333333,11.625,62.0,32.0
NJ Rimmington,20,18,1,0.0,3.0,6.666666666666667,inf,inf
NL McCullum,35,30,2,0.0,5.0,7.0,inf,inf
NLTC Perera,114,86,4,5.0,14.333333333333334,7.953488372093023,22.8,17.2
P Kumar,353,283,13,10.0,47.166666666666664,7.484098939929329,35.3,28.3
P Parameswaran,137,97,5,4.0,16.166666666666668,8.474226804123711,34.25,24.25
P Prasanth,18,6,1,0.0,1.0,18.0,inf,inf
PC Valthaty,191,147,9,7.0,24.5,7.795918367346939,27.285714285714285,21.0
PP Chawla,340,253,12,16.0,42.166666666666664,8.063241106719367,21.25,15.8125
