batter,runs,balls,matches,dismissals,average,strike_rate,sixes,fours,highest_score
JR Philippe,78,80,5,4.0,19.5,97.5,1.0,9.0,33
K Gowtham,42,27,2,1.0,42.0,155.55555555555557,2.0,3.0,22
K Rabada,56,52,6,3.0,18.666666666666668,107.6923076923077,2.0,4.0,15
KA Pollard,281,157,12,7.0,40.142857142857146,178.98089171974522,22.0,17.0,65
KD Karthik,169,137,14,12.0,14.083333333333334,123.35766423357664,4.0,20.0,58
KH Pandya,109,92,11,6.0,18.166666666666668,118.4782608695652,5.0,9.0,34
KK Ahmed,0,2,1,1.0,0.0,0.0,0.0,0.0,0
KK Nair,16,14,3,2.0,8.0,114.28571428571428,0.0,2.0,15
KL Nagarkoti,22,32,6,3.0,7.333333333333333,68.75,0.0,1.0,8
KL Rahul,676,531,14,15.0,45.06666666666667,127.30696798493409,23.0,58.0,132
KM Jadhav,62,68,5,4.0,15.5,91.17647058823529,0.0,7.0,26
KS Williamson,317,241,11,7.0,45.285714285714285,131.53526970954357,10.0,26.0,67
Kartik Tyagi,4,6,2,1.0,4.0,66.66666666666666,0.0,0.0,2
Kuldeep Yadav,13,21,2,0.0,13.0,61.904761904761905,0.0,1.0,12
LH Ferguson,43,29,2,1.0,43.0,148.27586206896552,1.0,4.0,24
M Ashwin,4,4,1,1.0,4.0,100.0,0.0,0.0,4
M Prasidh Krishna,2,4,2,0.0,2.0,50.0,0.0,0.0,2
M Vijay,32,44,3,3.0,10.666666666666666,72.72727272727273,0.0,4.0,21
MA Agarwal,432,285,11,10.0,43.2,151.57894736842107,15.0,46.0,106
MK Lomror,59,54,3,3.0,19.666666666666668,109.25925925925925,3.0,2.0,47
MK Pandey,425,350,15,13.0,32.69230769230769,121.42857142857142,18.0,35.0,83
MM Ali,12,16,3,3.0,4.0,75.0,0.0,1.0,11
MP Stoinis,352,250,17,15.0,23.466666666666665,140.79999999999998,16.0,31.0,65
MR Marsh,0,1,1,1.0,0.0,0.0,0.0,0.0,0
MS Dhoni,200,175,12,8.0,25.0,114.28571428571428,7.0,16.0,47
Mandeep Singh,130,111,7,6.0,21.666666666666668,117.11711711711712,4.0,10.0,66
Mohammad Nabi,11,8,1,1.0,11.0,137.5,0.0,2.0,11
Mohammed Shami,2,3,2,1.0,2.0,66.66666666666666,0.0,0.0,2
Mohammed Siraj,17,14,3,1.0,17.0,121.42857142857142,0.0,2.0,10
Mujeeb Ur Rahman,1,3,1,1.0,1.0,33.33333333333333,0.0,0.0,1
N Jagadeesan,33,31,2,2.0,16.5,106.4516129032258,0.0,4.0,33
N Pooran,353,215,14,13.0,27.153846153846153,164.18604651162792,25.0,23.0,77
N Rana,352,260,14,13.0,27.076923076923077,135.3846153846154,12.0,43.0,87
NM Coulter-Nile,25,15,2,1.0,25.0,166.66666666666669,0.0,4.0,24
NS Naik,1,3,1,1.0,1.0,33.33333333333333,0.0,0.0,1
Navdeep Saini,27,27,3,1.0,27.0,100.0,0.0,3.0,12
P Dubey,7,13,1,0.0,7.0,53.84615384615385,0.0,0.0,7
P Simran Singh,15,15,2,2.0,7.5,100.0,0.0,2.0,11
PJ Cummins,146,120,10,7.0,20.857142857142858,121.66666666666666,8.0,9.0,53
PK Garg,133,116,10,9.0,14.777777777777779,114.65517241379311,4.0,9.0,51
PP Shaw,228,170,13,13.0,17.53846153846154,134.1176470588235,8.0,27.0,66
Q de Kock,506,368,16,15.0,33.733333333333334,137.5,22.0,46.0,78
R Ashwin,37,34,5,3.0,12.333333333333334,108.8235294117647,1.0,3.0,14
R Parag,86,81,8,6.0,14.333333333333334,106.17283950617285,3.0,6.0,42
R Tewatia,255,187,11,6.0,42.5,136.36363636363635,17.0,13.0,53
RA Jadeja,232,142,11,5.0,46.4,163.38028169014086,11.0,22.0,50
RA Tripathi,230,186,11,10.0,23.0,123.65591397849462,10.0,21.0,81
RD Chahar,2,4,1,0.0,2.0,50.0,0.0,0.0,2
RD Gaikwad,204,173,6,3.0,68.0,117.91907514450868,6.0,16.0,72
RG Sharma,334,275,12,15.0,22.266666666666666,121.45454545454545,19.0,27.0,80
RK Singh,11,11,1,1.0,11.0,100.0,0.0,1.0,11
RR Pant,345,319,14,10.0,34.5,108.15047021943573,9.0,32.0,56
RV Uthappa,196,170,12,12.0,16.333333333333332,115.29411764705881,7.0,19.0,41
Rashid Khan,35,32,6,4.0,8.75,109.375,2.0,3.0,14
Ravi Bishnoi,7,12,2,1.0,7.0,58.333333333333336,0.0,1.0,6
S Dhawan,618,433,17,14.0,44.142857142857146,142.72517321016167,13.0,67.0,106
S Dube,129,109,9,7.0,18.428571428571427,118.34862385321101,9.0,5.0,27
S Gopal,37,41,5,4.0,9.25,90.2439024390244,0.0,3.0,23
S Nadeem,7,8,2,1.0,7.0,87.5,0.0,1.0,5
SA Yadav,480,340,15,9.0,53.333333333333336,141.1764705882353,11.0,61.0,79
SM Curran,186,145,11,8.0,23.25,128.2758620689655,12.0,12.0,52
SN Khan,33,30,3,2.0,16.5,110.00000000000001,0.0,5.0,14
SN Thakur,12,21,2,1.0,12.0,57.14285714285714,0.0,0.0,11
SO Hetmyer,185,127,11,8.0,23.125,145.6692913385827,12.0,11.0,45
SP Goswami,0,5,2,2.0,0.0,0.0,0.0,0.0,0
SP Narine,121,92,9,9.0,13.444444444444445,131.52173913043478,8.0,10.0,64
SPD Smith,311,247,14,13.0,23.923076923076923,125.91093117408907,9.0,32.0,69
SR Watson,299,254,11,10.0,29.9,117.71653543307086,13.0,33.0,83
SS Cottrell,0,2,1,1.0,0.0,0.0,0.0,0.0,0
SS Iyer,519,433,17,16.0,32.4375,119.86143187066975,16.0,40.0,88
SS Tiwary,103,81,5,5.0,20.6,127.16049382716051,3.0,8.0,42
SV Samson,375,242,14,12.0,31.25,154.95867768595042,26.0,21.0,85
Sandeep Sharma,12,15,5,2.0,6.0,80.0,0.0,1.0,9
Shahbaz Ahmed,1,1,1,0.0,1.0,100.0,0.0,0.0,1
Shivam Mavi,10,14,3,2.0,5.0,71.42857142857143,0.0,1.0,9
Shubman Gill,440,382,14,13.0,33.84615384615385,115.18324607329843,9.0,44.0,70
T Banton,18,22,2,2.0,9.0,81.81818181818183,1.0,1.0,10
T Natarajan,3,5,2,0.0,3.0,60.0,0.0,0.0,3
TA Boult,0,1,1,1.0,0.0,0.0,0.0,0.0,0
TK Curran,83,63,4,1.0,83.0,131.74603174603175,3.0,5.0,54
TU Deshpande,21,12,2,1.0,21.0,175.0,1.0,2.0,20
UT Yadav,0,2,1,1.0,0.0,0.0,0.0,0.0,0
V Kohli,471,402,15,11.0,42.81818181818182,117.16417910447761,11.0,24.0,90
V Shankar,97,99,5,4.0,24.25,97.97979797979798,1.0,10.0,52
VR Aaron,1,10,2,1.0,1.0,10.0,0.0,0.0,1
WP Saha,214,159,4,2.0,107.0,134.59119496855345,5.0,24.0,87
Washington Sundar,111,98,9,6.0,18.5,113.26530612244898,2.0,10.0,30
YBK Jaiswal,40,44,3,3.0,13.333333333333334,90.9090909090909,2.0,2.0,34
YS Chahal,1,5,2,1.0,1.0,20.0,0.0,0.0,1
