bowler,runs,balls,matches,wickets,overs,economy,average,strike_rate
A Ashish Reddy,40,23,2,1.0,3.8333333333333335,10.434782608695652,40.0,23.0
A Mishra,350,284,14,14.0,47.333333333333336,7.394366197183098,25.0,20.285714285714285
A Nehra,200,161,8,11.0,26.833333333333332,7.453416149068324,18.181818181818183,14.636363636363637
A Zampa,117,103,5,12.0,17.166666666666668,6.815533980582524,9.75,8.583333333333334
AB Dinda,236,192,9,13.0,32.0,7.375,18.153846153846153,14.76923076923077
AD Russell,301,224,12,19.0,37.333333333333336,8.0625,15.842105263157896,11.789473684210526
AF Milne,44,25,1,1.0,4.166666666666667,10.559999999999999,44.0,25.0
AR Patel,395,294,14,13.0,49.0,8.061224489795919,30.384615384615383,22.615384615384617
AS Rajpoot,101,72,4,3.0,12.0,8.416666666666666,33.666666666666664,24.0
Ankit Sharma,84,70,3,1.0,11.666666666666666,7.2,84.0,70.0
Anureet Singh,44,38,2,1.0,6.333333333333333,6.947368421052632,44.0,38.0
B Kumar,503,414,17,24.0,69.0,7.2898550724637685,20.958333333333332,17.25
BB Sran,420,312,14,14.0,52.0,8.076923076923077,30.0,22.285714285714285
BCJ Cutting,80,68,4,5.0,11.333333333333334,7.0588235294117645,16.0,13.6
Bipul Sharma,123,84,6,5.0,14.0,8.785714285714286,24.6,16.8
C Munro,15,12,2,0.0,2.0,7.5,inf,inf
CH Gayle,65,65,4,2.0,10.833333333333334,6.0,32.5,32.5
CH Morris,320,274,12,16.0,45.666666666666664,7.007299270072993,20.0,17.125
CJ Jordan,266,181,9,13.0,30.166666666666668,8.817679558011049,20.46153846153846,13.923076923076923
CR Brathwaite,192,143,8,9.0,23.833333333333332,8.055944055944057,21.333333333333332,15.88888888888889
D Wiese,49,27,1,0.0,4.5,10.88888888888889,inf,inf
DJ Bravo,502,348,15,19.0,58.0,8.655172413793103,26.42105263157895,18.31578947368421
DJ Hooda,97,80,6,3.0,13.333333333333334,7.2749999999999995,32.333333333333336,26.666666666666668
DL Chahar,42,33,2,0.0,5.5,7.636363636363637,inf,inf
DR Smith,154,113,8,8.0,18.833333333333332,8.176991150442479,19.25,14.125
DS Kulkarni,365,297,14,20.0,49.5,7.373737373737374,18.25,14.85
DW Steyn,17,13,1,0.0,2.1666666666666665,7.846153846153847,inf,inf
GB Hogg,144,98,5,5.0,16.333333333333332,8.816326530612246,28.8,19.6
GJ Maxwell,81,55,7,0.0,9.166666666666666,8.836363636363638,inf,inf
Gurkeerat Singh,31,26,3,2.0,4.333333333333333,7.153846153846154,15.5,13.0
HH Pandya,155,106,10,3.0,17.666666666666668,8.773584905660377,51.666666666666664,35.333333333333336
HV Patel,147,90,5,2.0,15.0,9.8,73.5,45.0
Harbhajan Singh,402,300,14,9.0,50.0,8.04,44.666666666666664,33.333333333333336
I Sharma,151,97,4,3.0,16.166666666666668,9.340206185567009,50.333333333333336,32.333333333333336
IK Pathan,61,48,3,0.0,8.0,7.625,inf,inf
Imran Tahir,141,97,4,5.0,16.166666666666668,8.721649484536082,28.2,19.4
Iqbal Abdulla,216,155,8,7.0,25.833333333333332,8.361290322580645,30.857142857142858,22.142857142857142
J Suchith,31,14,1,0.0,2.3333333333333335,13.285714285714285,inf,inf
J Yadav,125,104,5,2.0,17.333333333333332,7.211538461538462,62.5,52.0
JA Morkel,66,34,2,3.0,5.666666666666667,11.647058823529411,22.0,11.333333333333334
JD Unadkat,49,19,1,0.0,3.1666666666666665,15.473684210526317,inf,inf
JJ Bumrah,413,322,14,18.0,53.666666666666664,7.695652173913044,22.944444444444443,17.88888888888889
JO Holder,105,83,4,3.0,13.833333333333334,7.590361445783132,35.0,27.666666666666668
JP Duminy,55,43,5,2.0,7.166666666666667,7.674418604651162,27.5,21.5
JP Faulkner,168,108,7,2.0,18.0,9.333333333333334,84.0,54.0
JW Hastings,37,42,2,2.0,7.0,5.285714285714286,18.5,21.0
KA Pollard,82,37,4,0.0,6.166666666666667,13.297297297297296,inf,inf
KC Cariappa,160,105,5,3.0,17.5,9.142857142857142,53.333333333333336,35.0
KH Pandya,238,194,11,7.0,32.333333333333336,7.360824742268041,34.0,27.714285714285715
KJ Abbott,182,102,5,2.0,17.0,10.705882352941176,91.0,51.0
KS Williamson,7,6,1,0.0,1.0,7.0,inf,inf
KV Sharma,174,100,5,1.0,16.666666666666668,10.44,174.0,100.0
KW Richardson,138,86,4,8.0,14.333333333333334,9.627906976744185,17.25,10.75
Kuldeep Yadav,102,74,3,7.0,12.333333333333334,8.27027027027027,14.571428571428571,10.571428571428571
M Ashwin,245,176,10,7.0,29.333333333333332,8.352272727272728,35.0,25.142857142857142
M Morkel,299,220,10,10.0,36.666666666666664,8.154545454545454,29.9,22.0
M Vijay,8,7,1,0.0,1.1666666666666667,6.857142857142857,inf,inf
MC Henriques,418,318,17,14.0,53.0,7.886792452830188,29.857142857142858,22.714285714285715
MG Johnson,108,69,3,3.0,11.5,9.391304347826088,36.0,23.0
MJ McClenaghan,449,332,14,18.0,55.333333333333336,8.114457831325302,24.944444444444443,18.444444444444443
MM Sharma,410,304,14,16.0,50.666666666666664,8.092105263157896,25.625,19.0
MP Stoinis,203,140,7,9.0,23.333333333333332,8.700000000000001,22.555555555555557,15.555555555555555
MR Marsh,45,55,3,4.0,9.166666666666666,4.909090909090909,11.25,13.75
Mohammed Shami,252,156,8,8.0,26.0,9.692307692307692,31.5,19.5
Mustafizur Rahman,427,376,16,19.0,62.666666666666664,6.8138297872340425,22.473684210526315,19.789473684210527
N Rana,3,6,1,0.0,1.0,3.0,inf,inf
NLTC Perera,326,202,11,10.0,33.666666666666664,9.683168316831685,32.6,20.2
NM Coulter-Nile,120,93,4,4.0,15.5,7.741935483870968,30.0,23.25
P Kumar,408,319,16,10.0,53.166666666666664,7.673981191222571,40.8,31.9
P Negi,84,54,5,2.0,9.0,9.333333333333334,42.0,27.0
P Sahu,152,107,5,3.0,17.833333333333332,8.52336448598131,50.666666666666664,35.666666666666664
PJ Sangwan,49,25,2,0.0,4.166666666666667,11.76,inf,inf
PP Chawla,273,216,11,12.0,36.0,7.583333333333333,22.75,18.0
PV Tambe,143,97,7,5.0,16.166666666666668,8.845360824742267,28.6,19.4
Parvez Rasool,130,84,4,1.0,14.0,9.285714285714286,130.0,84.0
R Ashwin,321,278,14,11.0,46.333333333333336,6.928057553956834,29.181818181818183,25.272727272727273
R Bhatia,249,208,10,6.0,34.666666666666664,7.182692307692308,41.5,34.666666666666664
R Dhawan,56,45,2,2.0,7.5,7.466666666666667,28.0,22.5
R Sathish,59,38,3,2.0,6.333333333333333,9.31578947368421,29.5,19.0
R Vinay Kumar,65,57,3,4.0,9.5,6.842105263157895,16.25,14.25
RA Jadeja,320,247,14,9.0,41.166666666666664,7.773279352226721,35.55555555555556,27.444444444444443
RP Singh,114,76,4,3.0,12.666666666666666,9.0,38.0,25.333333333333332
S Aravind,222,182,9,11.0,30.333333333333332,7.318681318681319,20.181818181818183,16.545454545454547
S Gopal,19,18,1,0.0,3.0,6.333333333333333,inf,inf
S Kaushik,195,142,7,6.0,23.666666666666668,8.23943661971831,32.5,23.666666666666668
S Ladda,21,12,1,0.0,2.0,10.5,inf,inf
S Nadeem,127,91,4,3.0,15.166666666666666,8.373626373626374,42.333333333333336,30.333333333333332
SB Jakati,181,123,6,2.0,20.5,8.829268292682928,90.5,61.5
SK Raina,84,61,4,0.0,10.166666666666666,8.262295081967213,inf,inf
