bowler,runs,balls,matches,wickets,overs,economy,average,strike_rate
Lalit Yadav,152,110,8,4.0,18.333333333333332,8.290909090909091,38.0,27.5
M Ashwin,233,179,8,9.0,29.833333333333332,7.810055865921788,25.88888888888889,19.88888888888889
M Jansen,278,201,8,7.0,33.5,8.298507462686567,39.714285714285715,28.714285714285715
M Markande,61,42,2,1.0,7.0,8.714285714285714,61.0,42.0
M Pathirana,56,48,2,2.0,8.0,7.0,28.0,24.0
M Prasidh Krishna,564,432,17,21.0,72.0,7.833333333333333,26.857142857142858,20.571428571428573
M Theekshana,267,212,9,12.0,35.333333333333336,7.556603773584905,22.25,17.666666666666668
MJ Santner,135,114,6,4.0,19.0,7.105263157894737,33.75,28.5
MK Lomror,18,12,2,0.0,2.0,9.0,inf,inf
MM Ali,159,146,10,8.0,24.333333333333332,6.534246575342466,19.875,18.25
MP Stoinis,79,44,5,4.0,7.333333333333333,10.772727272727273,19.75,11.0
MR Marsh,102,76,4,4.0,12.666666666666666,8.052631578947368,25.5,19.0
Mohammed Shami,491,378,16,21.0,63.0,7.7936507936507935,23.38095238095238,18.0
Mohammed Siraj,525,325,15,9.0,54.166666666666664,9.692307692307693,58.333333333333336,36.111111111111114
Mohsin Khan,202,206,9,14.0,34.333333333333336,5.883495145631067,14.428571428571429,14.714285714285714
Mukesh Choudhary,425,291,13,16.0,48.5,8.762886597938145,26.5625,18.1875
Mustafizur Rahman,248,199,8,9.0,33.166666666666664,7.477386934673367,27.555555555555557,22.11111111111111
N Rana,23,12,2,0.0,2.0,11.5,inf,inf
NM Coulter-Nile,49,20,1,0.0,3.3333333333333335,14.7,inf,inf
NT Ellis,57,40,2,4.0,6.666666666666667,8.549999999999999,14.25,10.0
Navdeep Saini,73,39,2,3.0,6.5,11.23076923076923,24.333333333333332,13.0
OC McCoy,242,173,7,11.0,28.833333333333332,8.39306358381503,22.0,15.727272727272727
OF Smith,179,95,6,7.0,15.833333333333334,11.305263157894736,25.571428571428573,13.571428571428571
PH Solanki,39,36,2,2.0,6.0,6.5,19.5,18.0
PJ Cummins,219,127,5,8.0,21.166666666666668,10.346456692913385,27.375,15.875
PJ Sangwan,66,56,3,3.0,9.333333333333334,7.071428571428571,22.0,18.666666666666668
PVD Chameera,393,278,12,11.0,46.333333333333336,8.482014388489208,35.72727272727273,25.272727272727273
PWH de Silva,439,346,16,27.0,57.666666666666664,7.612716763005781,16.25925925925926,12.814814814814815
R Ashwin,506,419,17,13.0,69.83333333333333,7.2458233890214805,38.92307692307692,32.23076923076923
R Dhawan,164,119,6,6.0,19.833333333333332,8.268907563025211,27.333333333333332,19.833333333333332
R Parag,59,26,4,1.0,4.333333333333333,13.615384615384617,59.0,26.0
R Powell,17,7,1,0.0,1.1666666666666667,14.571428571428571,inf,inf
R Sai Kishore,122,98,5,6.0,16.333333333333332,7.469387755102042,20.333333333333332,16.333333333333332
R Sanjay Yadav,23,14,1,0.0,2.3333333333333335,9.857142857142856,inf,inf
R Shepherd,98,57,3,4.0,9.5,10.31578947368421,24.5,14.25
R Tewatia,76,36,5,1.0,6.0,12.666666666666666,76.0,36.0
RA Jadeja,252,203,10,6.0,33.833333333333336,7.448275862068965,42.0,33.833333333333336
RD Chahar,365,290,13,14.0,48.333333333333336,7.551724137931034,26.071428571428573,20.714285714285715
RP Meredith,241,181,8,10.0,30.166666666666668,7.988950276243093,24.1,18.1
Ramandeep Singh,55,41,3,6.0,6.833333333333333,8.048780487804878,9.166666666666666,6.833333333333333
Rashid Khan,428,386,16,20.0,64.33333333333333,6.652849740932643,21.4,19.3
Rasikh Salam,28,24,2,0.0,4.0,7.0,inf,inf
Ravi Bishnoi,462,340,14,14.0,56.666666666666664,8.152941176470588,33.0,24.285714285714285
S Dube,40,14,2,0.0,2.3333333333333335,17.142857142857142,inf,inf
S Gopal,34,18,1,1.0,3.0,11.333333333333334,34.0,18.0
S Kaul,43,24,1,0.0,4.0,10.75,inf,inf
SA Abbott,47,27,1,1.0,4.5,10.444444444444445,47.0,27.0
SN Thakur,485,315,14,16.0,52.5,9.238095238095237,30.3125,19.6875
SP Narine,319,342,14,10.0,57.0,5.5964912280701755,31.9,34.2
SS Iyer,7,6,1,0.0,1.0,7.0,inf,inf
Sandeep Sharma,156,126,5,3.0,21.0,7.428571428571429,52.0,42.0
Shahbaz Ahmed,341,220,14,4.0,36.666666666666664,9.3,85.25,55.0
Shashank Singh,20,13,2,0.0,2.1666666666666665,9.230769230769232,inf,inf
Shivam Mavi,229,142,6,5.0,23.666666666666668,9.676056338028168,45.8,28.4
Simarjeet Singh,143,113,6,4.0,18.833333333333332,7.592920353982302,35.75,28.25
T Natarajan,410,272,11,20.0,45.333333333333336,9.044117647058822,20.5,13.6
TA Boult,501,387,16,18.0,64.5,7.767441860465116,27.833333333333332,21.5
TG Southee,284,220,9,16.0,36.666666666666664,7.745454545454546,17.75,13.75
TS Mills,192,107,5,6.0,17.833333333333332,10.766355140186917,32.0,17.833333333333332
TU Deshpande,67,43,2,1.0,7.166666666666667,9.348837209302324,67.0,43.0
Tilak Varma,13,12,2,0.0,2.0,6.5,inf,inf
UT Yadav,354,297,12,16.0,49.5,7.151515151515151,22.125,18.5625
Umran Malik,455,313,14,23.0,52.166666666666664,8.722044728434506,19.782608695652176,13.608695652173912
V Shankar,15,10,2,1.0,1.6666666666666667,9.0,15.0,10.0
VG Arora,165,110,5,4.0,18.333333333333332,9.0,41.25,27.5
VR Aaron,53,33,2,2.0,5.5,9.636363636363637,26.5,16.5
VR Iyer,46,24,4,0.0,4.0,11.5,inf,inf
Washington Sundar,239,170,8,6.0,28.333333333333332,8.435294117647059,39.833333333333336,28.333333333333332
YBK Jaiswal,6,1,1,0.0,0.16666666666666666,36.0,inf,inf
YS Chahal,536,429,17,29.0,71.5,7.496503496503497,18.482758620689655,14.793103448275861
Yash Dayal,296,205,9,13.0,34.166666666666664,8.663414634146342,22.76923076923077,15.76923076923077
