batter,runs,balls,matches,dismissals,average,strike_rate,sixes,fours,highest_score
A Choudhary,25,20,3,2.0,12.5,125.0,1.0,1.0,15
A Mishra,49,56,6,1.0,49.0,87.5,2.0,2.0,13
A Zampa,5,7,1,1.0,5.0,71.42857142857143,0.0,1.0,5
AB Dinda,7,8,1,1.0,7.0,87.5,0.0,1.0,7
AB de Villiers,216,171,9,7.0,30.857142857142858,126.3157894736842,16.0,12.0,89
AD Mathews,32,28,2,2.0,16.0,114.28571428571428,1.0,2.0,31
AD Nath,0,1,1,1.0,0.0,0.0,0.0,0.0,0
AF Milne,7,12,3,3.0,2.3333333333333335,58.333333333333336,0.0,0.0,5
AJ Finch,300,190,13,12.0,25.0,157.89473684210526,19.0,25.0,72
AJ Tye,53,30,3,1.0,53.0,176.66666666666666,3.0,4.0,25
AM Rahane,382,328,16,15.0,25.466666666666665,116.46341463414633,9.0,35.0,60
AP Tare,18,25,3,3.0,6.0,72.0,0.0,3.0,18
AR Bawne,12,12,1,0.0,12.0,100.0,0.0,1.0,12
AR Patel,227,171,13,8.0,28.375,132.7485380116959,11.0,11.0,44
AS Rajpoot,4,7,1,1.0,4.0,57.14285714285714,0.0,1.0,4
AT Rayudu,91,80,5,6.0,15.166666666666666,113.75,3.0,7.0,63
Ankit Sharma,25,16,1,1.0,25.0,156.25,1.0,2.0,25
Ankit Soni,7,9,3,2.0,3.5,77.77777777777779,1.0,0.0,7
Anureet Singh,15,12,1,1.0,15.0,125.0,0.0,2.0,15
B Kumar,4,4,2,1.0,4.0,100.0,0.0,0.0,4
BA Stokes,316,227,11,11.0,28.727272727272727,139.20704845814979,15.0,22.0,103
BB McCullum,320,227,11,11.0,29.09090909090909,140.96916299559473,18.0,29.0,72
BCJ Cutting,51,27,3,2.0,25.5,188.88888888888889,3.0,5.0,20
Basil Thampi,28,30,5,1.0,28.0,93.33333333333333,1.0,1.0,13
Bipul Sharma,31,25,3,1.0,31.0,124.0,1.0,2.0,21
C de Grandhomme,126,92,9,8.0,15.75,136.95652173913044,6.0,10.0,36
CA Lynn,295,175,7,6.0,49.166666666666664,168.57142857142858,19.0,25.0,93
CH Gayle,200,172,9,9.0,22.22222222222222,116.27906976744187,14.0,15.0,77
CH Morris,154,97,8,5.0,30.8,158.76288659793815,6.0,15.0,52
CJ Anderson,142,130,11,7.0,20.285714285714285,109.23076923076923,9.0,8.0,41
CJ Jordan,0,1,1,1.0,0.0,0.0,0.0,0.0,0
CR Brathwaite,12,16,2,2.0,6.0,75.0,0.0,2.0,11
CR Woakes,46,47,7,3.0,15.333333333333334,97.87234042553192,1.0,4.0,18
DA Miller,83,82,4,3.0,27.666666666666668,101.21951219512195,4.0,4.0,30
DA Warner,641,462,14,11.0,58.27272727272727,138.74458874458875,26.0,63.0,126
DJ Hooda,78,53,6,3.0,26.0,147.16981132075472,4.0,5.0,19
DL Chahar,14,6,1,1.0,14.0,233.33333333333334,2.0,0.0,14
DM Bravo,6,5,1,0.0,6.0,120.0,0.0,1.0,6
DR Smith,239,158,11,10.0,23.9,151.26582278481013,8.0,32.0,74
DS Kulkarni,1,2,1,1.0,1.0,50.0,0.0,0.0,1
DT Christian,79,52,9,6.0,13.166666666666666,151.9230769230769,5.0,5.0,17
EJG Morgan,65,62,4,4.0,16.25,104.83870967741935,2.0,6.0,26
F du Plessis,8,7,1,1.0,8.0,114.28571428571428,0.0,1.0,8
G Gambhir,498,405,16,14.0,35.57142857142857,122.96296296296296,7.0,62.0,76
GJ Maxwell,310,186,13,10.0,31.0,166.66666666666669,26.0,20.0,47
HH Pandya,250,172,16,9.0,27.77777777777778,145.3488372093023,20.0,11.0,35
HM Amla,420,296,10,7.0,60.0,141.89189189189187,17.0,40.0,104
Harbhajan Singh,16,17,7,2.0,8.0,94.11764705882352,1.0,0.0,7
I Sharma,8,13,3,2.0,4.0,61.53846153846154,0.0,1.0,5
IK Pathan,2,3,1,1.0,2.0,66.66666666666666,0.0,0.0,2
IR Jaggi,33,40,2,1.0,33.0,82.5,0.0,3.0,28
Imran Tahir,0,2,1,0.0,0.0,0.0,0.0,0.0,0
Iqbal Abdulla,5,7,1,0.0,5.0,71.42857142857143,0.0,0.0,5
Ishan Kishan,277,214,10,10.0,27.7,129.4392523364486,13.0,29.0,61
JC Buttler,273,186,10,9.0,30.333333333333332,146.7741935483871,15.0,27.0,77
JD Unadkat,2,5,1,0.0,2.0,40.0,0.0,0.0,2
JJ Bumrah,16,12,2,1.0,16.0,133.33333333333331,1.0,0.0,16
JJ Roy,59,41,3,2.0,29.5,143.90243902439025,1.0,9.0,31
JP Faulkner,54,60,6,5.0,10.8,90.0,0.0,4.0,21
K Rabada,55,68,3,3.0,18.333333333333332,80.88235294117648,1.0,5.0,44
KA Pollard,395,294,16,14.0,28.214285714285715,134.35374149659864,23.0,27.0,70
KC Cariappa,2,7,2,2.0,1.0,28.57142857142857,0.0,0.0,1
KD Karthik,361,268,13,10.0,36.1,134.7014925373134,11.0,30.0,65
KH Pandya,243,186,11,7.0,34.714285714285715,130.64516129032256,7.0,24.0,47
KK Nair,281,229,13,13.0,21.615384615384617,122.70742358078604,6.0,39.0,64
KM Jadhav,267,194,13,11.0,24.272727272727273,137.62886597938143,10.0,25.0,69
KS Williamson,256,170,7,5.0,51.2,150.58823529411765,10.0,20.0,89
KV Sharma,49,42,6,6.0,8.166666666666666,116.66666666666667,2.0,5.0,19
Kuldeep Yadav,20,22,2,2.0,10.0,90.9090909090909,0.0,2.0,16
LH Ferguson,1,1,1,0.0,1.0,100.0,0.0,0.0,1
LMP Simmons,137,116,7,6.0,22.833333333333332,118.10344827586208,8.0,10.0,66
M Vohra,229,170,9,9.0,25.444444444444443,134.7058823529412,9.0,23.0,95
MA Agarwal,26,29,3,3.0,8.666666666666666,89.65517241379311,0.0,3.0,20
MC Henriques,277,205,11,6.0,46.166666666666664,135.1219512195122,4.0,28.0,55
MG Johnson,20,17,2,0.0,20.0,117.64705882352942,1.0,1.0,13
MJ Guptill,132,88,7,6.0,22.0,150.0,5.0,17.0,50
MJ McClenaghan,16,16,5,3.0,5.333333333333333,100.0,1.0,0.0,12
MK Pandey,396,315,12,8.0,49.5,125.71428571428571,12.0,28.0,81
MK Tiwary,324,242,13,9.0,36.0,133.88429752066116,11.0,31.0,60
