batter,runs,balls,matches,dismissals,average,strike_rate,sixes,fours,highest_score
A Mishra,21,26,4,2.0,10.5,80.76923076923077,0.0,2.0,8
AB de Villiers,442,294,13,10.0,44.2,150.34013605442175,26.0,31.0,82
AD Nath,61,58,5,5.0,12.2,105.17241379310344,2.0,5.0,24
AD Russell,514,274,13,10.0,51.4,187.5912408759124,52.0,32.0,80
AJ Turner,3,11,4,3.0,1.0,27.27272727272727,0.0,0.0,3
AJ Tye,0,2,1,0.0,0.0,0.0,0.0,0.0,0
AM Rahane,393,289,13,13.0,30.23076923076923,135.98615916955018,9.0,45.0,105
AR Patel,110,90,12,7.0,15.714285714285714,122.22222222222223,3.0,10.0,26
AS Joseph,15,13,1,0.0,15.0,115.38461538461537,0.0,2.0,15
AT Rayudu,282,307,17,12.0,23.5,91.85667752442997,7.0,20.0,57
Abhishek Sharma,9,10,3,2.0,4.5,90.0,0.0,1.0,5
Avesh Khan,4,3,1,0.0,4.0,133.33333333333331,0.0,1.0,4
B Kumar,12,19,4,3.0,4.0,63.1578947368421,0.0,1.0,7
BA Stokes,123,100,9,6.0,20.5,123.0,4.0,8.0,46
BB Sran,3,3,1,0.0,3.0,100.0,0.0,0.0,3
BCJ Cutting,18,17,3,2.0,9.0,105.88235294117648,1.0,1.0,13
Basil Thampi,1,1,1,0.0,1.0,100.0,0.0,0.0,1
C Munro,84,72,4,4.0,21.0,116.66666666666667,4.0,9.0,40
C de Grandhomme,46,50,4,3.0,15.333333333333334,92.0,2.0,4.0,37
CA Ingram,184,157,12,10.0,18.4,117.19745222929936,5.0,20.0,47
CA Lynn,405,296,13,13.0,31.153846153846153,136.82432432432432,22.0,41.0,82
CH Gayle,490,338,13,12.0,40.833333333333336,144.97041420118344,34.0,45.0,99
CH Morris,32,38,6,6.0,5.333333333333333,84.21052631578947,2.0,1.0,17
CR Brathwaite,11,10,2,2.0,5.5,110.00000000000001,0.0,1.0,6
DA Miller,213,174,10,8.0,26.625,122.41379310344827,7.0,19.0,59
DA Warner,692,496,12,12.0,57.666666666666664,139.51612903225808,21.0,57.0,100
DJ Bravo,80,68,8,5.0,16.0,117.64705882352942,3.0,6.0,27
DJ Hooda,64,68,7,6.0,10.666666666666666,94.11764705882352,1.0,5.0,20
DL Chahar,7,10,2,2.0,3.5,70.0,0.0,1.0,7
DR Shorey,5,11,1,1.0,5.0,45.45454545454545,0.0,0.0,5
DS Kulkarni,5,3,1,0.0,5.0,166.66666666666669,0.0,1.0,5
E Lewis,48,53,3,3.0,16.0,90.56603773584906,2.0,4.0,32
F du Plessis,396,326,12,11.0,36.0,121.47239263803682,15.0,36.0,96
GC Viljoen,3,7,3,2.0,1.5,42.857142857142854,0.0,0.0,2
GH Vihari,4,8,2,2.0,2.0,50.0,0.0,0.0,2
Gurkeerat Singh,98,73,3,3.0,32.666666666666664,134.24657534246575,2.0,11.0,65
H Klaasen,9,10,2,2.0,4.5,90.0,0.0,0.0,6
HF Gurney,1,5,1,0.0,1.0,20.0,0.0,0.0,1
HH Pandya,409,225,15,9.0,45.44444444444444,181.77777777777777,30.0,28.0,91
HV Patel,0,3,1,1.0,0.0,0.0,0.0,0.0,0
Harbhajan Singh,1,3,1,1.0,1.0,33.33333333333333,0.0,0.0,1
Harpreet Brar,20,14,1,0.0,20.0,142.85714285714286,1.0,2.0,20
I Sharma,10,3,1,0.0,10.0,333.33333333333337,1.0,1.0,10
IS Sodhi,6,12,1,1.0,6.0,50.0,0.0,0.0,6
Ishan Kishan,101,104,6,5.0,20.2,97.11538461538461,4.0,8.0,28
J Suchith,6,15,1,1.0,6.0,40.0,0.0,0.0,6
JC Archer,67,41,5,2.0,33.5,163.41463414634146,4.0,4.0,27
JC Buttler,311,213,8,7.0,44.42857142857143,146.0093896713615,14.0,38.0,89
JD Unadkat,1,3,2,1.0,1.0,33.33333333333333,0.0,0.0,1
JJ Bumrah,0,1,1,0.0,0.0,0.0,0.0,0.0,0
JL Denly,0,1,1,1.0,0.0,0.0,0.0,0.0,0
JM Bairstow,445,292,10,8.0,55.625,152.3972602739726,18.0,48.0,114
K Gowtham,18,19,4,3.0,6.0,94.73684210526315,1.0,1.0,9
K Rabada,14,15,4,3.0,4.666666666666667,93.33333333333333,1.0,0.0,9
KA Pollard,281,186,12,10.0,28.1,151.0752688172043,22.0,14.0,83
KC Cariappa,9,3,1,0.0,9.0,300.0,1.0,0.0,9
KD Karthik,254,180,12,9.0,28.22222222222222,141.11111111111111,14.0,22.0,97
KH Pandya,183,158,14,11.0,16.636363636363637,115.82278481012658,5.0,18.0,42
KK Ahmed,0,1,1,1.0,0.0,0.0,0.0,0.0,0
KK Nair,5,6,1,1.0,5.0,83.33333333333334,0.0,0.0,5
KL Rahul,593,447,14,11.0,53.90909090909091,132.66219239373604,25.0,49.0,100
KM Jadhav,162,172,12,9.0,18.0,94.18604651162791,3.0,19.0,58
KMA Paul,18,26,5,4.0,4.5,69.23076923076923,1.0,1.0,7
KS Williamson,156,134,9,7.0,22.285714285714285,116.4179104477612,5.0,12.0,70
Kuldeep Yadav,12,8,3,1.0,12.0,150.0,0.0,1.0,10
LS Livingstone,70,48,4,3.0,23.333333333333332,145.83333333333331,5.0,6.0,44
M Ashwin,3,5,3,1.0,3.0,60.0,0.0,0.0,1
M Markande,6,5,1,1.0,6.0,120.0,0.0,1.0,6
M Prasidh Krishna,0,2,1,1.0,0.0,0.0,0.0,0.0,0
M Vijay,64,61,2,2.0,32.0,104.91803278688525,1.0,6.0,38
MA Agarwal,332,241,13,11.0,30.181818181818183,137.75933609958506,14.0,26.0,58
MJ Guptill,82,54,3,3.0,27.333333333333332,151.85185185185185,7.0,4.0,36
MJ McClenaghan,11,16,4,2.0,5.5,68.75,0.0,2.0,10
MJ Santner,32,25,2,1.0,32.0,128.0,3.0,0.0,22
MK Lomror,8,3,1,1.0,8.0,266.66666666666663,0.0,2.0,8
MK Pandey,345,268,11,9.0,38.333333333333336,128.73134328358208,6.0,34.0,83
MM Ali,220,137,10,6.0,36.666666666666664,160.5839416058394,17.0,16.0,66
MM Sharma,0,2,1,0.0,0.0,0.0,0.0,0.0,0
MP Stoinis,211,159,10,4.0,52.75,132.70440251572327,10.0,14.0,46
MS Dhoni,416,317,12,6.0,69.33333333333333,131.23028391167193,23.0,22.0,84
Mandeep Singh,165,122,12,5.0,33.0,135.24590163934425,4.0,10.0,33
Mohammad Nabi,121,81,7,6.0,20.166666666666668,149.3827160493827,8.0,8.0,37
Mohammed Shami,1,2,2,1.0,1.0,50.0,0.0,0.0,1
Mohammed Siraj,4,15,3,2.0,2.0,26.666666666666668,0.0,0.0,3
Mujeeb Ur Rahman,0,4,2,1.0,0.0,0.0,0.0,0.0,0
N Pooran,168,110,6,6.0,28.0,152.72727272727275,14.0,10.0,48
N Rana,344,240,11,10.0,34.4,143.33333333333334,21.0,27.0,85
NS Naik,7,17,1,1.0,7.0,41.17647058823529,0.0,1.0,7
Navdeep Saini,2,4,2,1.0,2.0,50.0,0.0,0.0,2
P Negi,9,12,4,4.0,2.25,75.0,0.0,1.0,5
P Ray Barman,19,25,1,1.0,19.0,76.0,0.0,2.0,19
P Simran Singh,16,18,1,1.0,16.0,88.88888888888889,1.0,1.0,16
PA Patel,373,273,14,15.0,24.866666666666667,136.63003663003664,10.0,48.0,67
PP Chawla,42,38,5,4.0,10.5,110.5263157894737,2.0,4.0,14
PP Shaw,353,270,16,15.0,23.533333333333335,130.74074074074073,9.0,45.0,99
Q de Kock,529,404,16,14.0,37.785714285714285,130.94059405940595,25.0,45.0,81
R Ashwin,42,28,6,5.0,8.4,150.0,3.0,3.0,17
R Parag,160,133,5,4.0,40.0,120.30075187969925,5.0,17.0,50
R Tewatia,26,22,4,1.0,26.0,118.18181818181819,1.0,2.0,11
RA Jadeja,106,94,9,2.0,53.0,112.7659574468085,4.0,7.0,31
RA Tripathi,141,122,7,6.0,23.5,115.57377049180329,2.0,13.0,50
RD Chahar,12,11,4,2.0,6.0,109.09090909090908,0.0,2.0,10
RG Sharma,405,319,15,14.0,28.928571428571427,126.95924764890283,10.0,52.0,67
