batter,runs,balls,matches,dismissals,average,strike_rate,sixes,fours,highest_score
J Syed Mohammad,10,13,2,2.0,5.0,76.92307692307693,0.0,1.0,9
JA Morkel,46,37,3,3.0,15.333333333333334,124.32432432432432,3.0,2.0,23
JD Unadkat,2,2,2,0.0,2.0,100.0,0.0,0.0,1
JH Kallis,311,327,15,15.0,20.733333333333334,95.10703363914374,3.0,35.0,41
JP Faulkner,57,57,9,5.0,11.4,100.0,2.0,5.0,19
K Upadhyay,1,1,1,0.0,1.0,100.0,0.0,0.0,1
KA Pollard,420,290,18,11.0,38.18181818181818,144.82758620689654,29.0,27.0,66
KB Arun Karthik,41,40,5,3.0,13.666666666666666,102.49999999999999,1.0,3.0,19
KC Sangakkara,120,137,9,9.0,13.333333333333334,87.59124087591242,0.0,13.0,28
KD Karthik,510,422,19,20.0,25.5,120.85308056872037,14.0,54.0,86
KK Cooper,39,22,5,4.0,9.75,177.27272727272728,2.0,4.0,26
KK Nair,9,12,2,2.0,4.5,75.0,0.0,0.0,9
KL Rahul,20,16,2,2.0,10.0,125.0,0.0,4.0,12
KM Jadhav,152,127,10,8.0,19.0,119.68503937007875,5.0,8.0,31
KV Sharma,85,89,7,5.0,17.0,95.50561797752809,2.0,6.0,39
KW Richardson,34,36,2,2.0,17.0,94.44444444444444,1.0,2.0,26
L Balaji,9,10,2,1.0,9.0,90.0,0.0,1.0,9
LA Pomersbach,58,60,3,3.0,19.333333333333332,96.66666666666667,1.0,5.0,33
LJ Wright,106,63,5,4.0,26.5,168.25396825396825,3.0,16.0,44
LR Shukla,3,13,2,2.0,1.5,23.076923076923077,0.0,0.0,2
LRPL Taylor,63,77,5,4.0,15.75,81.81818181818183,1.0,2.0,19
M Kartik,2,3,2,1.0,2.0,66.66666666666666,0.0,0.0,2
M Manhas,13,17,2,0.0,13.0,76.47058823529412,0.0,1.0,11
M Morkel,57,30,6,5.0,11.4,190.0,3.0,6.0,23
M Rawat,5,11,1,1.0,5.0,45.45454545454545,0.0,0.0,5
M Vijay,312,293,15,12.0,26.0,106.48464163822527,8.0,27.0,55
M Vohra,161,117,10,7.0,23.0,137.60683760683762,2.0,22.0,43
MA Agarwal,67,64,5,5.0,13.4,104.6875,3.0,6.0,29
MC Henriques,165,127,9,4.0,41.25,129.92125984251967,3.0,20.0,44
MC Juneja,125,134,7,7.0,17.857142857142858,93.28358208955224,1.0,11.0,49
MDKJ Perera,14,13,2,2.0,7.0,107.6923076923077,0.0,3.0,14
MEK Hussey,733,580,17,15.0,48.86666666666667,126.37931034482759,17.0,81.0,95
MG Johnson,39,37,6,4.0,9.75,105.40540540540539,2.0,2.0,11
MK Pandey,136,139,7,6.0,22.666666666666668,97.84172661870504,3.0,11.0,66
MK Tiwary,146,142,9,8.0,18.25,102.8169014084507,1.0,12.0,33
MM Sharma,0,5,2,1.0,0.0,0.0,0.0,0.0,0
MN Samuels,8,18,2,2.0,4.0,44.44444444444444,0.0,1.0,5
MR Marsh,140,109,8,7.0,20.0,128.44036697247708,10.0,6.0,38
MS Bisla,255,248,14,14.0,18.214285714285715,102.8225806451613,6.0,36.0,92
MS Dhoni,461,298,16,12.0,38.416666666666664,154.6979865771812,25.0,32.0,67
MS Gony,45,27,4,3.0,15.0,166.66666666666669,3.0,4.0,42
Mandeep Singh,260,228,14,12.0,21.666666666666668,114.03508771929825,0.0,36.0,77
Mohammed Shami,5,10,1,1.0,5.0,50.0,0.0,0.0,5
NLTC Perera,235,173,14,12.0,19.583333333333332,135.83815028901734,14.0,12.0,40
NM Coulter-Nile,9,6,1,1.0,9.0,150.0,1.0,0.0,9
NV Ojha,9,10,2,1.0,9.0,90.0,0.0,1.0,9
OA Shah,25,24,2,2.0,12.5,104.16666666666667,0.0,2.0,24
P Awana,1,9,4,3.0,0.3333333333333333,11.11111111111111,0.0,0.0,1
P Dogra,5,8,1,1.0,5.0,62.5,0.0,0.0,5
P Kumar,47,41,7,5.0,9.4,114.6341463414634,3.0,3.0,24
PA Patel,294,261,13,13.0,22.615384615384617,112.64367816091954,4.0,37.0,61
PA Reddy,91,104,7,7.0,13.0,87.5,0.0,9.0,27
PC Valthaty,6,17,1,1.0,6.0,35.294117647058826,0.0,0.0,6
PJ Sangwan,4,2,1,0.0,4.0,200.0,0.0,1.0,4
PP Chawla,64,60,10,6.0,10.666666666666666,106.66666666666667,3.0,5.0,23
PP Ojha,2,4,3,1.0,2.0,50.0,0.0,0.0,1
PV Tambe,3,6,1,0.0,3.0,50.0,0.0,0.0,3
Parvez Rasool,5,9,2,1.0,5.0,55.55555555555556,0.0,0.0,4
Q de Kock,6,16,3,3.0,2.0,37.5,0.0,1.0,4
R Ashwin,35,50,5,4.0,8.75,70.0,0.0,4.0,11
R Bhatia,99,81,10,6.0,16.5,122.22222222222223,3.0,8.0,26
R Dhawan,21,21,4,3.0,7.0,100.0,0.0,3.0,14
R Dravid,471,433,17,16.0,29.4375,108.77598152424943,5.0,64.0,65
R McLaren,3,6,2,2.0,1.5,50.0,0.0,0.0,2
R Rampaul,38,39,6,4.0,9.5,97.43589743589743,1.0,3.0,23
R Sathish,109,79,8,5.0,21.8,137.9746835443038,5.0,9.0,27
R Sharma,11,17,6,3.0,3.6666666666666665,64.70588235294117,0.0,1.0,10
R Shukla,1,2,1,0.0,1.0,50.0,0.0,0.0,1
R Vinay Kumar,70,44,5,1.0,70.0,159.0909090909091,3.0,6.0,26
RA Jadeja,201,139,14,9.0,22.333333333333332,144.6043165467626,6.0,17.0,38
RE van der Merwe,22,25,2,2.0,11.0,88.0,0.0,2.0,14
RG Sharma,538,415,19,14.0,38.42857142857143,129.63855421686748,28.0,35.0,79
RJ Harris,2,5,2,1.0,2.0,40.0,0.0,0.0,2
RN ten Doeschate,85,63,4,3.0,28.333333333333332,134.92063492063494,2.0,9.0,42
RT Ponting,52,76,5,5.0,10.4,68.42105263157895,1.0,3.0,28
RV Gomez,4,1,1,0.0,4.0,400.0,0.0,1.0,4
RV Uthappa,434,385,16,16.0,27.125,112.72727272727272,12.0,42.0,75
S Anirudha,0,2,1,1.0,0.0,0.0,0.0,0.0,0
S Badrinath,124,123,7,7.0,17.714285714285715,100.8130081300813,0.0,11.0,34
S Dhawan,311,262,10,8.0,38.875,118.70229007633588,5.0,37.0,73
S Kaul,7,9,1,0.0,7.0,77.77777777777779,0.0,0.0,7
S Nadeem,14,27,6,5.0,2.8,51.85185185185185,0.0,1.0,6
S Narwal,23,16,1,1.0,23.0,143.75,0.0,4.0,23
S Sreesanth,1,4,2,1.0,1.0,25.0,0.0,0.0,1
SE Marsh,300,256,8,8.0,37.5,117.1875,4.0,39.0,77
SK Raina,548,370,17,12.0,45.666666666666664,148.1081081081081,18.0,50.0,100
SK Trivedi,3,7,2,1.0,3.0,42.857142857142854,0.0,0.0,3
SL Malinga,9,19,6,3.0,3.0,47.368421052631575,0.0,1.0,7
SMSM Senanayake,10,17,4,1.0,10.0,58.82352941176471,0.0,0.0,7
SP Narine,21,20,6,3.0,7.0,105.0,2.0,0.0,13
SPD Smith,159,134,7,5.0,31.8,118.65671641791045,4.0,15.0,41
SR Tendulkar,287,243,14,14.0,20.5,118.10699588477367,5.0,39.0,54
SR Watson,543,393,16,14.0,38.785714285714285,138.1679389312977,22.0,59.0,101
SS Tiwary,109,113,6,4.0,27.25,96.46017699115043,4.0,4.0,52
STR Binny,293,204,16,8.0,36.625,143.62745098039215,12.0,25.0,41
SV Samson,206,179,10,8.0,25.75,115.08379888268156,5.0,19.0,63
SW Tait,1,3,1,1.0,1.0,33.33333333333333,0.0,0.0,1
Sachin Baby,3,7,1,1.0,3.0,42.857142857142854,0.0,0.0,3
Sandeep Sharma,0,1,1,0.0,0.0,0.0,0.0,0.0,0
TL Suman,52,58,5,5.0,10.4,89.65517241379311,0.0,8.0,23
TM Dilshan,76,97,5,5.0,15.2,78.35051546391753,0.0,12.0,33
UA Birla,7,15,1,1.0,7.0,46.666666666666664,0.0,1.0,7
UBT Chand,158,163,9,9.0,17.555555555555557,96.93251533742331,4.0,17.0,41
UT Yadav,38,39,7,1.0,38.0,97.43589743589743,1.0,3.0,12
V Kohli,639,471,16,14.0,45.642857142857146,135.66878980891718,22.0,65.0,99
V Sehwag,295,244,13,12.0,24.583333333333332,120.9016393442623,6.0,41.0,95
WD Parnell,5,7,1,1.0,5.0,71.42857142857143,0.0,0.0,5
WP Saha,70,57,3,3.0,23.333333333333332,122.80701754385966,4.0,6.0,39
X Thalaivan Sargunam,10,17,1,1.0,10.0,58.82352941176471,0.0,0.0,10
YK Pathan,332,247,16,12.0,27.666666666666668,134.41295546558706,15.0,30.0,72
Yuvraj Singh,238,193,13,12.0,19.833333333333332,123.3160621761658,15.0,14.0,34
