bowler,runs,balls,matches,wickets,overs,economy,average,strike_rate
HV Patel,485,317,14,30.0,52.833333333333336,9.17981072555205,16.166666666666668,10.566666666666666
Harpreet Brar,309,230,13,7.0,38.333333333333336,8.060869565217391,44.142857142857146,32.857142857142854
Harshit Rana,385,264,11,20.0,44.0,8.75,19.25,13.2
I Sharma,266,182,9,12.0,30.333333333333332,8.76923076923077,22.166666666666668,15.166666666666666
J Little,45,25,1,4.0,4.166666666666667,10.799999999999999,11.25,6.25
JA Richardson,40,25,1,0.0,4.166666666666667,9.6,inf,inf
JD Unadkat,321,200,11,9.0,33.333333333333336,9.629999999999999,35.666666666666664,22.22222222222222
JJ Bumrah,341,328,13,21.0,54.666666666666664,6.237804878048781,16.238095238095237,15.619047619047619
K Gowtham,30,13,1,0.0,2.1666666666666665,13.846153846153847,inf,inf
K Rabada,386,262,11,11.0,43.666666666666664,8.83969465648855,35.09090909090909,23.818181818181817
KA Maharaj,39,36,2,2.0,6.0,6.5,19.5,18.0
KH Pandya,258,205,12,6.0,34.166666666666664,7.551219512195122,43.0,34.166666666666664
KK Ahmed,493,324,14,17.0,54.0,9.12962962962963,29.0,19.058823529411764
KR Sen,127,79,3,6.0,13.166666666666666,9.645569620253164,21.166666666666668,13.166666666666666
KT Maphaka,90,39,2,1.0,6.5,13.846153846153847,90.0,39.0
KV Sharma,256,149,9,7.0,24.833333333333332,10.308724832214766,36.57142857142857,21.285714285714285
Kartik Tyagi,52,26,1,0.0,4.333333333333333,12.0,inf,inf
Kuldeep Yadav,376,267,11,16.0,44.5,8.44943820224719,23.5,16.6875
L Wood,94,38,2,1.0,6.333333333333333,14.842105263157896,94.0,38.0
LB Williams,74,42,2,1.0,7.0,10.571428571428571,74.0,42.0
LH Ferguson,260,147,7,10.0,24.5,10.612244897959183,26.0,14.7
LS Livingstone,86,75,4,3.0,12.5,6.88,28.666666666666668,25.0
Lalit Yadav,57,18,2,0.0,3.0,19.0,inf,inf
M Jansen,134,68,3,2.0,11.333333333333334,11.823529411764705,67.0,34.0
M Markande,259,142,7,8.0,23.666666666666668,10.943661971830986,32.375,17.75
M Pathirana,175,145,6,13.0,24.166666666666668,7.241379310344827,13.461538461538462,11.153846153846153
M Shahrukh Khan,16,12,2,0.0,2.0,8.0,inf,inf
M Siddharth,72,58,3,1.0,9.666666666666666,7.448275862068966,72.0,58.0
M Theekshana,146,121,5,2.0,20.166666666666668,7.239669421487603,73.0,60.5
MA Starc,450,267,13,20.0,44.5,10.112359550561798,22.5,13.35
MJ Henry,112,74,4,1.0,12.333333333333334,9.08108108108108,112.0,74.0
MJ Santner,64,54,3,3.0,9.0,7.111111111111111,21.333333333333332,18.0
MJ Suthar,26,12,1,0.0,2.0,13.0,inf,inf
MK Lomror,18,9,1,0.0,1.5,12.0,inf,inf
MM Ali,71,49,4,2.0,8.166666666666666,8.693877551020408,35.5,24.5
MM Sharma,428,245,11,16.0,40.833333333333336,10.481632653061224,26.75,15.3125
MP Stoinis,127,87,7,5.0,14.5,8.758620689655173,25.4,17.4
MP Yadav,88,76,4,8.0,12.666666666666666,6.947368421052632,11.0,9.5
MR Marsh,103,54,3,1.0,9.0,11.444444444444445,103.0,54.0
Mayank Dagar,122,72,5,1.0,12.0,10.166666666666666,122.0,72.0
Mohammad Nabi,110,74,6,2.0,12.333333333333334,8.91891891891892,55.0,37.0
Mohammed Siraj,507,350,14,15.0,58.333333333333336,8.69142857142857,33.8,23.333333333333332
Mohsin Khan,385,237,10,10.0,39.5,9.746835443037975,38.5,23.7
Mukesh Choudhary,27,7,1,0.0,1.1666666666666667,23.142857142857142,inf,inf
Mukesh Kumar,379,223,10,22.0,37.166666666666664,10.19730941704036,17.227272727272727,10.136363636363637
Mustafizur Rahman,324,225,9,14.0,37.5,8.64,23.142857142857142,16.071428571428573
N Burger,152,105,5,7.0,17.5,8.685714285714285,21.714285714285715,15.0
N Thushara,259,172,7,8.0,28.666666666666668,9.034883720930232,32.375,21.5
N Wadhera,13,12,1,0.0,2.0,6.5,inf,inf
NT Ellis,24,24,1,1.0,4.0,6.0,24.0,24.0
Naman Dhir,55,29,3,0.0,4.833333333333333,11.379310344827587,inf,inf
Naveen-ul-Haq,375,232,10,15.0,38.666666666666664,9.698275862068966,25.0,15.466666666666667
Nithish Kumar Reddy,154,87,7,4.0,14.5,10.620689655172415,38.5,21.75
Noor Ahmad,297,214,10,8.0,35.666666666666664,8.327102803738319,37.125,26.75
PJ Cummins,571,375,16,18.0,62.5,9.136,31.72222222222222,20.833333333333332
PP Chawla,312,215,11,13.0,35.833333333333336,8.706976744186045,24.0,16.53846153846154
PVD Chameera,49,19,1,0.0,3.1666666666666665,15.473684210526317,inf,inf
R Ashwin,469,346,14,9.0,57.666666666666664,8.132947976878613,52.111111111111114,38.44444444444444
R Dhawan,39,19,1,0.0,3.1666666666666665,12.31578947368421,inf,inf
R Parag,27,19,2,0.0,3.1666666666666665,8.526315789473685,inf,inf
R Ravindra,7,12,2,0.0,2.0,3.5,inf,inf
R Sai Kishore,137,93,5,7.0,15.5,8.838709677419354,19.571428571428573,13.285714285714286
R Shepherd,162,76,5,2.0,12.666666666666666,12.789473684210527,81.0,38.0
RA Jadeja,371,285,14,8.0,47.5,7.810526315789474,46.375,35.625
RD Chahar,280,189,9,10.0,31.5,8.88888888888889,28.0,18.9
RJ Gleeson,72,51,2,1.0,8.5,8.470588235294118,72.0,51.0
RJW Topley,168,95,4,4.0,15.833333333333334,10.610526315789473,42.0,23.75
Ramandeep Singh,9,4,1,0.0,0.6666666666666666,13.5,inf,inf
Rashid Khan,372,262,12,10.0,43.666666666666664,8.51908396946565,37.2,26.2
Rasikh Salam,271,156,8,9.0,26.0,10.423076923076923,30.11111111111111,17.333333333333332
Ravi Bishnoi,384,270,14,10.0,45.0,8.533333333333333,38.4,27.0
S Dube,14,6,1,1.0,1.0,14.0,14.0,6.0
S Gopal,67,42,3,3.0,7.0,9.571428571428571,22.333333333333332,14.0
S Joseph,51,30,1,0.0,5.0,10.2,inf,inf
S Sandeep Warrier,122,70,5,6.0,11.666666666666666,10.457142857142857,20.333333333333332,11.666666666666666
SH Johnson,155,99,5,4.0,16.5,9.393939393939394,38.75,24.75
SM Curran,422,254,13,16.0,42.333333333333336,9.968503937007874,26.375,15.875
SN Thakur,315,197,9,5.0,32.833333333333336,9.593908629441623,63.0,39.4
SP Narine,376,334,14,18.0,55.666666666666664,6.754491017964072,20.88888888888889,18.555555555555557
SZ Mulani,57,33,2,0.0,5.5,10.363636363636363,inf,inf
Sandeep Sharma,314,236,10,15.0,39.333333333333336,7.983050847457626,20.933333333333334,15.733333333333333
Shahbaz Ahmed,277,166,15,7.0,27.666666666666668,10.012048192771084,39.57142857142857,23.714285714285715
Shashank Singh,5,6,1,1.0,1.0,5.0,5.0,6.0
Sikandar Raza,22,12,1,0.0,2.0,11.0,inf,inf
Simarjeet Singh,122,80,4,6.0,13.333333333333334,9.15,20.333333333333332,13.333333333333334
Sumit Kumar,38,22,2,0.0,3.6666666666666665,10.363636363636363,inf,inf
Suyash Sharma,51,25,2,0.0,4.166666666666667,12.239999999999998,inf,inf
Swapnil Singh,133,92,7,6.0,15.333333333333334,8.67391304347826,22.166666666666668,15.333333333333334
T Natarajan,469,332,14,20.0,55.333333333333336,8.475903614457831,23.45,16.6
T Stubbs,15,13,2,3.0,2.1666666666666665,6.923076923076923,5.0,4.333333333333333
TA Boult,448,333,15,16.0,55.5,8.072072072072071,28.0,20.8125
TM Head,32,10,1,0.0,1.6666666666666667,19.2,inf,inf
TU Deshpande,435,310,13,18.0,51.666666666666664,8.419354838709678,24.166666666666668,17.22222222222222
Tilak Varma,8,4,1,0.0,0.6666666666666666,12.0,inf,inf
UT Yadav,211,129,7,9.0,21.5,9.813953488372093,23.444444444444443,14.333333333333334
Umran Malik,15,7,1,0.0,1.1666666666666667,12.857142857142856,inf,inf
V Kaverappa,36,24,1,2.0,4.0,9.0,18.0,12.0
V Viyaskanth,90,60,3,1.0,10.0,9.0,90.0,60.0
VG Arora,284,201,10,11.0,33.5,8.477611940298507,25.818181818181817,18.272727272727273
VR Iyer,28,6,1,0.0,1.0,28.0,inf,inf
Vijaykumar Vyshak,143,90,4,6.0,15.0,9.533333333333333,23.833333333333332,15.0
WG Jacks,100,55,5,2.0,9.166666666666666,10.90909090909091,50.0,27.5
Washington Sundar,73,30,2,1.0,5.0,14.6,73.0,30.0
YS Chahal,548,362,15,19.0,60.333333333333336,9.082872928176796,28.842105263157894,19.05263157894737
Yash Dayal,472,322,14,16.0,53.666666666666664,8.79503105590062,29.5,20.125
Yash Thakur,405,225,10,12.0,37.5,10.8,33.75,18.75
Yudhvir Singh,52,24,2,1.0,4.0,13.0,52.0,24.0
