bowler,runs,balls,matches,wickets,overs,economy,average,strike_rate
A Badoni,25,12,2,0.0,2.0,12.5,inf,inf
A Kamboj,115,68,3,2.0,11.333333333333334,10.147058823529411,57.5,34.0
A Mishra,20,12,1,1.0,2.0,10.0,20.0,12.0
A Nortje,298,140,6,7.0,23.333333333333332,12.771428571428572,42.57142857142857,20.0
AD Russell,304,188,14,19.0,31.333333333333332,9.702127659574469,16.0,9.894736842105264
AK Markram,15,13,2,0.0,2.1666666666666665,6.923076923076923,inf,inf
AR Patel,340,265,14,11.0,44.166666666666664,7.69811320754717,30.90909090909091,24.09090909090909
AS Joseph,123,64,3,1.0,10.666666666666666,11.53125,123.0,64.0
AS Roy,60,34,3,1.0,5.666666666666667,10.588235294117647,60.0,34.0
Abhishek Sharma,51,42,4,2.0,7.0,7.285714285714286,25.5,21.0
Akash Deep,55,23,1,1.0,3.8333333333333335,14.347826086956522,55.0,23.0
Akash Madhwal,209,119,5,6.0,19.833333333333332,10.53781512605042,34.833333333333336,19.833333333333332
Arjun Tendulkar,22,15,1,0.0,2.5,8.8,inf,inf
Arshad Khan,90,56,3,1.0,9.333333333333334,9.642857142857142,90.0,56.0
Arshad Khan (2),25,13,1,0.0,2.1666666666666665,11.53846153846154,inf,inf
Arshdeep Singh,514,326,14,20.0,54.333333333333336,9.460122699386503,25.7,16.3
Atharva Taide,4,1,1,0.0,0.16666666666666666,24.0,inf,inf
Avesh Khan,533,346,15,22.0,57.666666666666664,9.242774566473988,24.227272727272727,15.727272727272727
Azmatullah Omarzai,194,131,7,4.0,21.833333333333332,8.885496183206108,48.5,32.75
B Kumar,555,357,16,11.0,59.5,9.327731092436975,50.45454545454545,32.45454545454545
C Green,305,223,13,12.0,37.166666666666664,8.20627802690583,25.416666666666668,18.583333333333332
CV Varun,411,309,14,21.0,51.5,7.980582524271845,19.571428571428573,14.714285714285714
DG Nalkande,46,31,3,3.0,5.166666666666667,8.903225806451612,15.333333333333334,10.333333333333334
DJ Hooda,22,19,2,0.0,3.1666666666666665,6.947368421052632,inf,inf
DJ Mitchell,70,38,2,1.0,6.333333333333333,11.052631578947368,70.0,38.0
DL Chahar,202,146,8,5.0,24.333333333333332,8.301369863013699,40.4,29.2
G Coetzee,357,216,10,13.0,36.0,9.916666666666666,27.46153846153846,16.615384615384617
GJ Maxwell,129,98,6,7.0,16.333333333333332,7.89795918367347,18.428571428571427,14.0
Gulbadin Naib,12,6,1,0.0,1.0,12.0,inf,inf
H Sharma,29,12,1,0.0,2.0,14.5,inf,inf
HH Pandya,389,226,12,13.0,37.666666666666664,10.327433628318584,29.923076923076923,17.384615384615383
