bowler,runs,balls,matches,wickets,overs,economy,average,strike_rate
R Vinay Kumar,488,346,14,21.0,57.666666666666664,8.46242774566474,23.238095238095237,16.476190476190474
RA Jadeja,278,216,14,12.0,36.0,7.722222222222222,23.166666666666668,18.0
RE van der Merwe,60,61,3,4.0,10.166666666666666,5.901639344262295,15.0,15.25
RG Sharma,16,6,1,0.0,1.0,16.0,inf,inf
RJ Harris,136,109,5,8.0,18.166666666666668,7.486238532110091,17.0,13.625
RJ Peterson,70,48,4,3.0,8.0,8.75,23.333333333333332,16.0
RN ten Doeschate,24,21,1,1.0,3.5,6.857142857142857,24.0,21.0
RP Singh,328,260,11,11.0,43.333333333333336,7.569230769230769,29.818181818181817,23.636363636363637
RR Bhatkal,35,12,1,0.0,2.0,17.5,inf,inf
RR Powar,32,18,1,0.0,3.0,10.666666666666666,inf,inf
S Aravind,48,18,1,0.0,3.0,16.0,inf,inf
S Dhawan,60,37,4,3.0,6.166666666666667,9.72972972972973,20.0,12.333333333333334
S Nadeem,320,275,12,8.0,45.833333333333336,6.9818181818181815,40.0,34.375
SB Jakati,337,248,15,10.0,41.333333333333336,8.153225806451612,33.7,24.8
SC Ganguly,97,61,4,3.0,10.166666666666666,9.540983606557377,32.333333333333336,20.333333333333332
SK Raina,106,85,7,2.0,14.166666666666666,7.482352941176471,53.0,42.5
SK Trivedi,387,324,14,14.0,54.0,7.166666666666667,27.642857142857142,23.142857142857142
SL Malinga,355,351,14,25.0,58.5,6.068376068376068,14.2,14.04
SP Narine,332,357,15,29.0,59.5,5.579831932773109,11.448275862068966,12.310344827586206
SPD Smith,5,2,1,0.0,0.3333333333333333,15.0,inf,inf
SR Watson,165,144,7,6.0,24.0,6.875,27.5,24.0
STR Binny,78,60,6,3.0,10.0,7.8,26.0,20.0
SW Tait,154,157,6,7.0,26.166666666666668,5.885350318471337,22.0,22.428571428571427
Shakib Al Hasan,203,185,8,12.0,30.833333333333332,6.583783783783784,16.916666666666668,15.416666666666666
Sunny Gupta,47,19,1,0.0,3.1666666666666665,14.842105263157896,inf,inf
TM Dilshan,78,44,5,0.0,7.333333333333333,10.636363636363637,inf,inf
TP Sudhindra,137,74,3,1.0,12.333333333333334,11.108108108108107,137.0,74.0
UT Yadav,459,383,17,22.0,63.833333333333336,7.190600522193211,20.863636363636363,17.40909090909091
V Kohli,49,18,2,0.0,3.0,16.333333333333332,inf,inf
V Pratap Singh,300,211,9,12.0,35.166666666666664,8.530805687203792,25.0,17.583333333333332
V Sehwag,45,24,3,0.0,4.0,11.25,inf,inf
VR Aaron,279,192,8,9.0,32.0,8.71875,31.0,21.333333333333332
VY Mahesh,83,61,4,3.0,10.166666666666666,8.163934426229508,27.666666666666668,20.333333333333332
WD Parnell,133,130,6,7.0,21.666666666666668,6.138461538461538,19.0,18.571428571428573
Y Nagar,10,7,1,0.0,1.1666666666666667,8.571428571428571,inf,inf
Y Venugopal Rao,26,12,2,0.0,2.0,13.0,inf,inf
YK Pathan,184,137,12,4.0,22.833333333333332,8.058394160583942,46.0,34.25
Z Khan,468,370,15,21.0,61.666666666666664,7.58918918918919,22.285714285714285,17.61904761904762
