match_id,season,date,team1,team2,venue,city,toss_winner,toss_decision,winner,win_by_runs,win_by_wickets,player_of_match,match_number
2012_32,2012,2012-04-25,PBKS,MI,PCA Stadium,Chandigarh,PBKS,bat,MI,0,4,AT Rayudu,32
2012_33,2012,2012-04-26,PW,DCH,Subrata Roy Sahara Stadium,Pune,DCH,bat,DCH,18,0,CL White,33
2012_34,2012,2012-04-27,DC,MI,Arun Jaitley Stadium,Delhi,MI,field,DC,37,0,V Sehwag,34
2012_35,2012,2012-04-28,KKR,RCB,Eden Gardens,Kolkata,KKR,bat,KKR,47,0,G Gambhir,35
2012_36,2012,2012-04-28,CSK,PBKS,MA Chidambaram Stadium,Chennai,PBKS,bat,PBKS,7,0,Mandeep Singh,36
2012_38,2012,2012-04-29,DC,RR,Arun Jaitley Stadium,Delhi,DC,bat,DC,1,0,V Sehwag,38
2012_37,2012,2012-04-29,MI,DCH,Wankhede Stadium,Mumbai,MI,field,MI,0,5,DW Steyn,37
2012_39,2012,2012-04-30,CSK,KKR,MA Chidambaram Stadium,Chennai,CSK,bat,KKR,0,5,G Gambhir,39
2012_40,2012,2012-05-01,DCH,PW,Barabati Stadium,Cuttack,DCH,bat,DCH,13,0,KC Sangakkara,40
2012_41,2012,2012-05-01,RR,DC,Sawai Mansingh Stadium,Jaipur,RR,bat,DC,0,6,P Negi,41
2012_42,2012,2012-05-02,RCB,PBKS,M Chinnaswamy Stadium,Bangalore,PBKS,field,PBKS,0,4,Azhar Mahmood,42
2012_43,2012,2012-05-03,PW,MI,Subrata Roy Sahara Stadium,Pune,MI,bat,MI,1,0,SL Malinga,43
2012_44,2012,2012-05-04,CSK,DCH,MA Chidambaram Stadium,Chennai,CSK,bat,CSK,10,0,SK Raina,44
2012_45,2012,2012-05-05,KKR,PW,Eden Gardens,Kolkata,KKR,bat,KKR,7,0,SP Narine,45
2012_46,2012,2012-05-05,PBKS,RR,PCA Stadium,Chandigarh,RR,bat,RR,43,0,SR Watson,46
2012_48,2012,2012-05-06,MI,CSK,Wankhede Stadium,Mumbai,MI,field,MI,0,2,DR Smith,48
2012_47,2012,2012-05-06,RCB,DCH,M Chinnaswamy Stadium,Bangalore,RCB,field,RCB,0,5,AB de Villiers,47
2012_49,2012,2012-05-07,DC,KKR,Arun Jaitley Stadium,Delhi,DC,bat,KKR,0,6,JH Kallis,49
2012_50,2012,2012-05-08,PW,RR,Subrata Roy Sahara Stadium,Pune,PW,bat,RR,0,7,SR Watson,50
2012_51,2012,2012-05-08,DCH,PBKS,Rajiv Gandhi Stadium,Hyderabad,DCH,field,PBKS,25,0,Mandeep Singh,51
2012_52,2012,2012-05-09,MI,RCB,Wankhede Stadium,Mumbai,RCB,field,RCB,0,9,CH Gayle,52
2012_53,2012,2012-05-10,DCH,DC,Rajiv Gandhi Stadium,Hyderabad,DCH,bat,DC,0,9,DA Warner,53
2012_54,2012,2012-05-10,RR,CSK,Sawai Mansingh Stadium,Jaipur,CSK,field,CSK,0,4,BW Hilfenhaus,54
2012_55,2012,2012-05-11,PW,RCB,Subrata Roy Sahara Stadium,Pune,PW,field,RCB,35,0,CH Gayle,55
2012_57,2012,2012-05-12,CSK,DC,MA Chidambaram Stadium,Chennai,CSK,field,CSK,0,9,BW Hilfenhaus,57
2012_56,2012,2012-05-12,KKR,MI,Eden Gardens,Kolkata,MI,bat,MI,27,0,RG Sharma,56
2012_58,2012,2012-05-13,RR,PW,Sawai Mansingh Stadium,Jaipur,RR,bat,RR,45,0,A Chandila,58
2012_59,2012,2012-05-13,PBKS,DCH,PCA Stadium,Chandigarh,DCH,bat,PBKS,0,4,DJ Hussey,59
2012_60,2012,2012-05-14,KKR,CSK,Eden Gardens,Kolkata,CSK,field,CSK,0,5,MEK Hussey,60
2012_61,2012,2012-05-14,RCB,MI,M Chinnaswamy Stadium,Bangalore,MI,field,MI,0,5,AT Rayudu,61
2012_62,2012,2012-05-15,DC,PBKS,Arun Jaitley Stadium,Delhi,PBKS,bat,DC,0,5,UT Yadav,62
2012_63,2012,2012-05-16,MI,KKR,Wankhede Stadium,Mumbai,MI,field,KKR,32,0,SP Narine,63
2012_64,2012,2012-05-17,DC,RCB,Arun Jaitley Stadium,Delhi,DC,field,RCB,21,0,CH Gayle,64
2012_65,2012,2012-05-17,PBKS,CSK,Himachal Pradesh Cricket Association Stadium,Dharamsala,PBKS,field,PBKS,0,6,AC Gilchrist,65
2012_66,2012,2012-05-18,DCH,RR,Rajiv Gandhi Stadium,Hyderabad,RR,bat,DCH,0,5,DW Steyn,66
2012_67,2012,2012-05-19,PBKS,DC,Himachal Pradesh Cricket Association Stadium,Dharamsala,DC,field,DC,0,6,UT Yadav,67
2012_68,2012,2012-05-19,PW,KKR,Subrata Roy Sahara Stadium,Pune,KKR,bat,KKR,34,0,Shakib Al Hasan,68
2012_69,2012,2012-05-20,DCH,RCB,Rajiv Gandhi Stadium,Hyderabad,RCB,field,DCH,9,0,DW Steyn,69
2012_70,2012,2012-05-20,RR,MI,Sawai Mansingh Stadium,Jaipur,RR,bat,MI,0,10,DR Smith,70
2012_71,2012,2012-05-22,DC,KKR,Subrata Roy Sahara Stadium,Pune,KKR,bat,KKR,18,0,YK Pathan,71
2012_72,2012,2012-05-23,CSK,MI,M Chinnaswamy Stadium,Bangalore,MI,field,CSK,38,0,MS Dhoni,72
2012_73,2012,2012-05-25,DC,CSK,MA Chidambaram Stadium,Chennai,DC,field,CSK,86,0,M Vijay,73
2012_74,2012,2012-05-27,KKR,CSK,MA Chidambaram Stadium,Chennai,CSK,bat,KKR,0,5,MS Bisla,74
2013_01,2013,2013-04-03,KKR,DC,Eden Gardens,Kolkata,KKR,field,KKR,0,6,SP Narine,1
2013_02,2013,2013-04-04,RCB,MI,M Chinnaswamy Stadium,Bangalore,MI,field,RCB,2,0,CH Gayle,2
2013_03,2013,2013-04-05,SRH,PW,Rajiv Gandhi Stadium,Hyderabad,PW,field,SRH,22,0,A Mishra,3
2013_04,2013,2013-04-06,DC,RR,Arun Jaitley Stadium,Delhi,RR,bat,RR,5,0,R Dravid,4
2013_05,2013,2013-04-06,CSK,MI,MA Chidambaram Stadium,Chennai,MI,bat,MI,9,0,KA Pollard,5
2013_06,2013,2013-04-07,PW,PBKS,Subrata Roy Sahara Stadium,Pune,PW,bat,PBKS,0,8,M Vohra,6
2013_07,2013,2013-04-07,SRH,RCB,Rajiv Gandhi Stadium,Hyderabad,RCB,bat,,0,0,GH Vihari,7
2013_08,2013,2013-04-08,RR,KKR,Sawai Mansingh Stadium,Jaipur,KKR,field,RR,19,0,SK Trivedi,8
2013_10,2013,2013-04-09,MI,DC,Wankhede Stadium,Mumbai,MI,bat,MI,44,0,KD Karthik,10
2013_09,2013,2013-04-09,RCB,SRH,M Chinnaswamy Stadium,Bangalore,SRH,bat,RCB,0,7,V Kohli,9
2013_11,2013,2013-04-10,PBKS,CSK,PCA Stadium,Chandigarh,CSK,field,CSK,0,10,MEK Hussey,11
2013_12,2013,2013-04-11,PW,RR,Subrata Roy Sahara Stadium,Pune,RR,bat,PW,0,7,AJ Finch,12
2013_13,2013,2013-04-11,RCB,KKR,M Chinnaswamy Stadium,Bangalore,RCB,field,RCB,0,8,CH Gayle,13
2013_14,2013,2013-04-12,DC,SRH,Arun Jaitley Stadium,Delhi,DC,bat,SRH,0,3,A Mishra,14
2013_15,2013,2013-04-13,MI,PW,Wankhede Stadium,Mumbai,MI,bat,MI,41,0,RG Sharma,15
2013_16,2013,2013-04-13,CSK,RCB,MA Chidambaram Stadium,Chennai,CSK,field,CSK,0,4,RA Jadeja,16
2013_17,2013,2013-04-14,RR,PBKS,Sawai Mansingh Stadium,Jaipur,RR,field,RR,0,6,JP Faulkner,17
2013_18,2013,2013-04-14,KKR,SRH,Eden Gardens,Kolkata,KKR,bat,KKR,48,0,G Gambhir,18
2013_19,2013,2013-04-15,CSK,PW,MA Chidambaram Stadium,Chennai,PW,bat,PW,24,0,SPD Smith,19
2013_20,2013,2013-04-16,RCB,DC,M Chinnaswamy Stadium,Bangalore,RCB,field,,0,0,V Kohli,20
2013_21,2013,2013-04-16,PBKS,KKR,PCA Stadium,Chandigarh,KKR,field,PBKS,4,0,MS Gony,21
2013_22,2013,2013-04-17,RR,MI,Sawai Mansingh Stadium,Jaipur,RR,bat,RR,87,0,AM Rahane,22
2013_23,2013,2013-04-17,PW,SRH,Maharashtra Cricket Association Stadium,Pune,PW,field,SRH,11,0,A Mishra,23
2013_24,2013,2013-04-18,DC,CSK,Arun Jaitley Stadium,Delhi,CSK,bat,CSK,86,0,MEK Hussey,24
2013_25,2013,2013-04-19,SRH,PBKS,Rajiv Gandhi Stadium,Hyderabad,PBKS,bat,SRH,0,5,GH Vihari,25
2013_26,2013,2013-04-20,RCB,RR,M Chinnaswamy Stadium,Bangalore,RCB,field,RCB,0,7,R Vinay Kumar,26
2013_27,2013,2013-04-20,KKR,CSK,Eden Gardens,Kolkata,KKR,bat,CSK,0,4,RA Jadeja,27
2013_29,2013,2013-04-21,PBKS,PW,PCA Stadium,Chandigarh,PBKS,field,PBKS,0,7,DA Miller,29
2013_28,2013,2013-04-21,DC,MI,Arun Jaitley Stadium,Delhi,MI,bat,DC,0,9,V Sehwag,28
2013_30,2013,2013-04-22,CSK,RR,MA Chidambaram Stadium,Chennai,RR,bat,CSK,0,5,MEK Hussey,30
2013_31,2013,2013-04-23,RCB,PW,M Chinnaswamy Stadium,Bangalore,PW,field,RCB,130,0,CH Gayle,31
2013_32,2013,2013-04-23,DC,PBKS,Arun Jaitley Stadium,Delhi,PBKS,field,PBKS,0,5,Harmeet Singh,32
2013_33,2013,2013-04-24,KKR,MI,Eden Gardens,Kolkata,KKR,bat,MI,0,5,DR Smith,33
2013_34,2013,2013-04-25,CSK,SRH,MA Chidambaram Stadium,Chennai,SRH,bat,CSK,0,5,MS Dhoni,34
2013_35,2013,2013-04-26,KKR,PBKS,Eden Gardens,Kolkata,PBKS,bat,KKR,0,6,JH Kallis,35
2013_37,2013,2013-04-27,MI,RCB,Wankhede Stadium,Mumbai,MI,bat,MI,58,0,DR Smith,37
2013_36,2013,2013-04-27,RR,SRH,Sawai Mansingh Stadium,Jaipur,SRH,bat,RR,0,8,JP Faulkner,36
2013_39,2013,2013-04-28,DC,PW,Shaheed Veer Narayan Singh International Stadium,Raipur,PW,field,DC,15,0,DA Warner,39
2013_38,2013,2013-04-28,CSK,KKR,MA Chidambaram Stadium,Chennai,KKR,field,CSK,14,0,MEK Hussey,38
2013_40,2013,2013-04-29,MI,PBKS,Wankhede Stadium,Mumbai,MI,bat,MI,4,0,RG Sharma,40
2013_41,2013,2013-04-29,RR,RCB,Sawai Mansingh Stadium,Jaipur,RR,field,RR,0,4,SV Samson,41
2013_42,2013,2013-04-30,PW,CSK,Subrata Roy Sahara Stadium,Pune,CSK,bat,CSK,37,0,MS Dhoni,42
2013_43,2013,2013-05-01,DC,KKR,Shaheed Veer Narayan Singh International Stadium,Raipur,KKR,bat,DC,0,7,DA Warner,43
2013_44,2013,2013-05-01,SRH,MI,Rajiv Gandhi Stadium,Hyderabad,MI,bat,SRH,0,7,I Sharma,44
2013_45,2013,2013-05-02,CSK,PBKS,MA Chidambaram Stadium,Chennai,CSK,bat,CSK,15,0,SK Raina,45
2013_46,2013,2013-05-02,PW,RCB,Subrata Roy Sahara Stadium,Pune,RCB,bat,RCB,17,0,AB de Villiers,46
2013_47,2013,2013-05-03,KKR,RR,Eden Gardens,Kolkata,RR,bat,KKR,0,8,YK Pathan,47
2013_48,2013,2013-05-04,SRH,DC,Rajiv Gandhi Stadium,Hyderabad,DC,bat,SRH,0,6,DJG Sammy,48
2013_50,2013,2013-05-05,MI,CSK,Wankhede Stadium,Mumbai,MI,bat,MI,60,0,MG Johnson,50
2013_49,2013,2013-05-05,RR,PW,Sawai Mansingh Stadium,Jaipur,PW,bat,RR,0,5,AM Rahane,49
2013_51,2013,2013-05-06,PBKS,RCB,PCA Stadium,Chandigarh,PBKS,field,PBKS,0,6,DA Miller,51
2013_52,2013,2013-05-07,MI,KKR,Wankhede Stadium,Mumbai,MI,bat,MI,65,0,SR Tendulkar,52
2013_53,2013,2013-05-07,RR,DC,Sawai Mansingh Stadium,Jaipur,DC,bat,RR,0,9,AM Rahane,53
2013_54,2013,2013-05-08,SRH,CSK,Rajiv Gandhi Stadium,Hyderabad,SRH,field,CSK,77,0,SK Raina,54
2013_55,2013,2013-05-09,PBKS,RR,PCA Stadium,Chandigarh,RR,field,RR,0,8,KK Cooper,55
2013_56,2013,2013-05-09,PW,KKR,Subrata Roy Sahara Stadium,Pune,KKR,bat,KKR,46,0,G Gambhir,56
2013_57,2013,2013-05-10,DC,RCB,Arun Jaitley Stadium,Delhi,DC,field,RCB,4,0,JD Unadkat,57
2013_59,2013,2013-05-11,PBKS,SRH,PCA Stadium,Chandigarh,PBKS,field,SRH,30,0,PA Patel,59
2013_58,2013,2013-05-11,PW,MI,Subrata Roy Sahara Stadium,Pune,PW,bat,MI,0,5,MG Johnson,58
2013_60,2013,2013-05-12,KKR,RCB,JSCA International Stadium Complex,Ranchi,KKR,field,KKR,0,5,JH Kallis,60
2013_61,2013,2013-05-12,RR,CSK,Sawai Mansingh Stadium,Jaipur,RR,field,RR,0,5,SR Watson,61
2013_62,2013,2013-05-13,MI,SRH,Wankhede Stadium,Mumbai,SRH,bat,MI,0,7,KA Pollard,62
2013_63,2013,2013-05-14,CSK,DC,MA Chidambaram Stadium,Chennai,CSK,bat,CSK,33,0,MS Dhoni,63
2013_64,2013,2013-05-14,RCB,PBKS,M Chinnaswamy Stadium,Bangalore,PBKS,field,PBKS,0,7,AC Gilchrist,64
2013_65,2013,2013-05-15,KKR,PW,JSCA International Stadium Complex,Ranchi,KKR,field,PW,7,0,MK Pandey,65
2013_66,2013,2013-05-15,MI,RR,Wankhede Stadium,Mumbai,RR,field,MI,14,0,AP Tare,66
2013_67,2013,2013-05-16,PBKS,DC,Himachal Pradesh Cricket Association Stadium,Dharamsala,DC,field,PBKS,7,0,DA Miller,67
2013_68,2013,2013-05-17,SRH,RR,Rajiv Gandhi Stadium,Hyderabad,SRH,bat,SRH,23,0,A Mishra,68
2013_69,2013,2013-05-18,PBKS,MI,Himachal Pradesh Cricket Association Stadium,Dharamsala,MI,field,PBKS,50,0,Azhar Mahmood,69
2013_70,2013,2013-05-18,RCB,CSK,M Chinnaswamy Stadium,Bangalore,CSK,field,RCB,24,0,V Kohli,70
2013_71,2013,2013-05-19,PW,DC,Subrata Roy Sahara Stadium,Pune,PW,bat,PW,38,0,LJ Wright,71
2013_72,2013,2013-05-19,SRH,KKR,Rajiv Gandhi Stadium,Hyderabad,KKR,bat,SRH,0,5,PA Patel,72
2013_73,2013,2013-05-21,CSK,MI,Arun Jaitley Stadium,Delhi,CSK,bat,CSK,48,0,MEK Hussey,73
2013_74,2013,2013-05-22,RR,SRH,Arun Jaitley Stadium,Delhi,SRH,bat,RR,0,4,BJ Hodge,74
2013_75,2013,2013-05-24,MI,RR,Eden Gardens,Kolkata,RR,bat,MI,0,4,Harbhajan Singh,75
2013_76,2013,2013-05-26,CSK,MI,Eden Gardens,Kolkata,MI,bat,MI,23,0,KA Pollard,76
2014_01,2014,2014-04-16,MI,KKR,Sheikh Zayed Stadium,Abu Dhabi,KKR,bat,KKR,41,0,JH Kallis,1
2014_02,2014,2014-04-17,DC,RCB,Sharjah Stadium,,RCB,field,RCB,0,8,YS Chahal,2
2014_03,2014,2014-04-18,SRH,RR,Sheikh Zayed Stadium,Abu Dhabi,RR,field,RR,0,4,AM Rahane,3
2014_04,2014,2014-04-18,CSK,PBKS,Sheikh Zayed Stadium,Abu Dhabi,CSK,bat,PBKS,0,6,GJ Maxwell,4
2014_05,2014,2014-04-19,RCB,MI,Dubai Stadium,,RCB,field,RCB,0,7,PA Patel,5
2014_06,2014,2014-04-19,KKR,DC,Dubai Stadium,,KKR,bat,DC,0,4,JP Duminy,6
2014_07,2014,2014-04-20,RR,PBKS,Sharjah Stadium,,PBKS,field,PBKS,0,7,GJ Maxwell,7
2014_08,2014,2014-04-21,CSK,DC,Sheikh Zayed Stadium,Abu Dhabi,CSK,bat,CSK,93,0,SK Raina,8
2014_09,2014,2014-04-22,PBKS,SRH,Sharjah Stadium,,SRH,field,PBKS,72,0,GJ Maxwell,9
2014_10,2014,2014-04-23,RR,CSK,Dubai Stadium,,RR,field,CSK,7,0,RA Jadeja,10
2014_11,2014,2014-04-24,RCB,KKR,Sharjah Stadium,,RCB,field,KKR,2,0,CA Lynn,11
2014_12,2014,2014-04-25,SRH,DC,Dubai Stadium,,SRH,bat,SRH,4,0,AJ Finch,12
2014_13,2014,2014-04-25,CSK,MI,Dubai Stadium,,MI,bat,CSK,0,7,MM Sharma,13
2014_15,2014,2014-04-26,KKR,PBKS,Sheikh Zayed Stadium,Abu Dhabi,KKR,field,PBKS,23,0,Sandeep Sharma,15
2014_14,2014,2014-04-26,RR,RCB,Sheikh Zayed Stadium,Abu Dhabi,RR,field,RR,0,6,PV Tambe,14
2014_16,2014,2014-04-27,SRH,CSK,Sharjah Stadium,,SRH,bat,CSK,0,5,DR Smith,16
2014_17,2014,2014-04-27,DC,MI,Sharjah Stadium,,MI,bat,DC,0,6,M Vijay,17
2014_18,2014,2014-04-28,PBKS,RCB,Dubai Stadium,,PBKS,field,PBKS,0,5,Sandeep Sharma,18
2014_19,2014,2014-04-29,KKR,RR,Sheikh Zayed Stadium,Abu Dhabi,RR,bat,,0,0,JP Faulkner,19
2014_20,2014,2014-04-30,MI,SRH,Dubai Stadium,,MI,field,SRH,15,0,B Kumar,20
2014_21,2014,2014-05-02,CSK,KKR,JSCA International Stadium Complex,Ranchi,CSK,bat,CSK,34,0,RA Jadeja,21
2014_22,2014,2014-05-03,DC,RR,Arun Jaitley Stadium,Delhi,RR,field,RR,0,7,KK Nair,22
2014_23,2014,2014-05-03,MI,PBKS,Wankhede Stadium,Mumbai,PBKS,bat,MI,0,5,CJ Anderson,23
2014_24,2014,2014-05-04,RCB,SRH,M Chinnaswamy Stadium,Bangalore,RCB,field,RCB,0,4,AB de Villiers,24
2014_25,2014,2014-05-05,DC,CSK,Arun Jaitley Stadium,Delhi,CSK,field,CSK,0,8,DR Smith,25
2014_26,2014,2014-05-05,RR,KKR,Narendra Modi Stadium,Ahmedabad,KKR,field,RR,10,0,PV Tambe,26
2014_27,2014,2014-05-06,MI,RCB,Wankhede Stadium,Mumbai,RCB,field,MI,19,0,RG Sharma,27
2014_28,2014,2014-05-07,DC,KKR,Arun Jaitley Stadium,Delhi,DC,bat,KKR,0,8,G Gambhir,28
2014_29,2014,2014-05-07,PBKS,CSK,Barabati Stadium,Cuttack,CSK,field,PBKS,44,0,GJ Maxwell,29
2014_30,2014,2014-05-08,RR,SRH,Narendra Modi Stadium,Ahmedabad,RR,field,SRH,32,0,B Kumar,30
2014_31,2014,2014-05-09,RCB,PBKS,M Chinnaswamy Stadium,Bangalore,RCB,field,PBKS,32,0,Sandeep Sharma,31
2014_32,2014,2014-05-10,DC,SRH,Arun Jaitley Stadium,Delhi,SRH,field,SRH,0,8,DW Steyn,32
2014_33,2014,2014-05-10,MI,CSK,Wankhede Stadium,Mumbai,CSK,field,CSK,0,4,DR Smith,33
2014_34,2014,2014-05-11,RCB,RR,M Chinnaswamy Stadium,Bangalore,RCB,bat,RR,0,5,JP Faulkner,34
2014_35,2014,2014-05-11,PBKS,KKR,Barabati Stadium,Cuttack,KKR,field,KKR,0,9,G Gambhir,35
2014_36,2014,2014-05-12,SRH,MI,Rajiv Gandhi Stadium,Hyderabad,SRH,bat,MI,0,7,AT Rayudu,36
2014_37,2014,2014-05-13,RCB,DC,M Chinnaswamy Stadium,Bangalore,DC,field,RCB,16,0,Yuvraj Singh,37
2014_38,2014,2014-05-13,CSK,RR,JSCA International Stadium Complex,Ranchi,RR,bat,CSK,0,5,RA Jadeja,38
2014_39,2014,2014-05-14,SRH,PBKS,Rajiv Gandhi Stadium,Hyderabad,PBKS,field,PBKS,0,6,WP Saha,39
2014_40,2014,2014-05-14,KKR,MI,Barabati Stadium,Cuttack,KKR,field,KKR,0,6,RV Uthappa,40
2014_41,2014,2014-05-15,RR,DC,Narendra Modi Stadium,Ahmedabad,DC,field,RR,62,0,AM Rahane,41
2014_42,2014,2014-05-18,CSK,RCB,JSCA International Stadium Complex,Ranchi,CSK,bat,RCB,0,5,AB de Villiers,42
2014_43,2014,2014-05-18,SRH,KKR,Rajiv Gandhi Stadium,Hyderabad,SRH,bat,KKR,0,7,UT Yadav,43
2014_45,2014,2014-05-19,RR,MI,Narendra Modi Stadium,Ahmedabad,MI,bat,MI,25,0,MEK Hussey,45
2014_44,2014,2014-05-19,DC,PBKS,Arun Jaitley Stadium,Delhi,PBKS,field,PBKS,0,4,AR Patel,44
2014_46,2014,2014-05-20,SRH,RCB,Rajiv Gandhi Stadium,Hyderabad,RCB,bat,SRH,0,7,DA Warner,46
2014_47,2014,2014-05-20,KKR,CSK,Eden Gardens,Kolkata,KKR,field,KKR,0,8,RV Uthappa,47
2014_48,2014,2014-05-21,PBKS,MI,PCA Stadium,Chandigarh,MI,field,MI,0,7,LMP Simmons,48
2014_49,2014,2014-05-22,KKR,RCB,Eden Gardens,Kolkata,RCB,field,KKR,30,0,RV Uthappa,49
2014_50,2014,2014-05-22,CSK,SRH,JSCA International Stadium Complex,Ranchi,SRH,field,SRH,0,6,DA Warner,50
2014_51,2014,2014-05-23,MI,DC,Wankhede Stadium,Mumbai,DC,field,MI,15,0,MEK Hussey,51
2014_52,2014,2014-05-23,PBKS,RR,PCA Stadium,Chandigarh,RR,field,PBKS,16,0,SE Marsh,52
2014_53,2014,2014-05-24,KKR,SRH,Eden Gardens,Kolkata,KKR,field,KKR,0,4,YK Pathan,53
2014_54,2014,2014-05-24,RCB,CSK,M Chinnaswamy Stadium,Bangalore,CSK,field,CSK,0,8,MS Dhoni,54
2014_55,2014,2014-05-25,MI,RR,Wankhede Stadium,Mumbai,MI,field,MI,0,5,CJ Anderson,55
2014_56,2014,2014-05-25,PBKS,DC,PCA Stadium,Chandigarh,PBKS,field,PBKS,0,7,M Vohra,56
2014_57,2014,2014-05-27,PBKS,KKR,Eden Gardens,Kolkata,PBKS,field,KKR,28,0,UT Yadav,57
2014_58,2014,2014-05-28,CSK,MI,Brabourne Stadium,Mumbai,CSK,field,CSK,0,7,SK Raina,58
2014_59,2014,2014-05-30,CSK,PBKS,Wankhede Stadium,Mumbai,CSK,field,PBKS,24,0,V Sehwag,59
2014_60,2014,2014-06-01,KKR,PBKS,M Chinnaswamy Stadium,Bangalore,KKR,field,KKR,0,3,MK Pandey,60
2015_01,2015,2015-04-08,KKR,MI,Eden Gardens,Kolkata,KKR,field,KKR,0,7,M Morkel,1
2015_02,2015,2015-04-09,CSK,DC,MA Chidambaram Stadium,Chennai,DC,field,CSK,1,0,A Nehra,2
2015_03,2015,2015-04-10,PBKS,RR,Maharashtra Cricket Association Stadium,Pune,PBKS,field,RR,26,0,JP Faulkner,3
2015_04,2015,2015-04-11,KKR,RCB,Eden Gardens,Kolkata,RCB,field,RCB,0,3,CH Gayle,4
2015_05,2015,2015-04-11,CSK,SRH,MA Chidambaram Stadium,Chennai,CSK,bat,CSK,45,0,BB McCullum,5
2015_06,2015,2015-04-12,DC,RR,Arun Jaitley Stadium,Delhi,RR,field,RR,0,3,DJ Hooda,6
2015_07,2015,2015-04-12,MI,PBKS,Wankhede Stadium,Mumbai,MI,field,PBKS,18,0,GJ Bailey,7
2015_08,2015,2015-04-13,RCB,SRH,M Chinnaswamy Stadium,Bangalore,SRH,field,SRH,0,8,DA Warner,8
2015_09,2015,2015-04-14,RR,MI,Narendra Modi Stadium,Ahmedabad,MI,bat,RR,0,7,SPD Smith,9
2015_10,2015,2015-04-15,PBKS,DC,Maharashtra Cricket Association Stadium,Pune,PBKS,bat,DC,0,5,MA Agarwal,10
2015_11,2015,2015-04-16,SRH,RR,ACA-VDCA Stadium,Visakhapatnam,RR,field,RR,0,6,AM Rahane,11
2015_12,2015,2015-04-17,MI,CSK,Wankhede Stadium,Mumbai,MI,bat,CSK,0,6,A Nehra,12
2015_13,2015,2015-04-18,PBKS,KKR,Maharashtra Cricket Association Stadium,Pune,KKR,field,KKR,0,4,AD Russell,13
2015_14,2015,2015-04-18,SRH,DC,ACA-VDCA Stadium,Visakhapatnam,DC,bat,DC,4,0,JP Duminy,14
2015_16,2015,2015-04-19,RR,CSK,Narendra Modi Stadium,Ahmedabad,CSK,bat,RR,0,8,AM Rahane,16
2015_15,2015,2015-04-19,RCB,MI,M Chinnaswamy Stadium,Bangalore,RCB,field,MI,18,0,Harbhajan Singh,15
2015_17,2015,2015-04-20,DC,KKR,Arun Jaitley Stadium,Delhi,KKR,field,KKR,0,6,UT Yadav,17
2015_18,2015,2015-04-21,RR,PBKS,Narendra Modi Stadium,Ahmedabad,PBKS,field,,0,0,SE Marsh,18
2015_19,2015,2015-04-22,RCB,CSK,M Chinnaswamy Stadium,Bangalore,RCB,field,CSK,27,0,SK Raina,19
2015_20,2015,2015-04-22,SRH,KKR,ACA-VDCA Stadium,Visakhapatnam,KKR,field,SRH,16,0,DA Warner,20
2015_21,2015,2015-04-23,DC,MI,Arun Jaitley Stadium,Delhi,MI,field,DC,37,0,SS Iyer,21
2015_22,2015,2015-04-24,RR,RCB,Narendra Modi Stadium,Ahmedabad,RCB,field,RCB,0,9,MA Starc,22
2015_23,2015,2015-04-25,CSK,PBKS,MA Chidambaram Stadium,Chennai,CSK,bat,CSK,97,0,BB McCullum,23
2015_24,2015,2015-04-25,MI,SRH,Wankhede Stadium,Mumbai,MI,bat,MI,20,0,SL Malinga,24
2015_25,2015,2015-04-26,DC,RCB,Arun Jaitley Stadium,Delhi,RCB,field,RCB,0,10,VR Aaron,25
2015_26,2015,2015-04-27,PBKS,SRH,PCA Stadium,Chandigarh,PBKS,field,SRH,20,0,TA Boult,26
2015_27,2015,2015-04-28,CSK,KKR,MA Chidambaram Stadium,Chennai,KKR,field,CSK,2,0,DJ Bravo,27
2015_28,2015,2015-04-29,RCB,RR,M Chinnaswamy Stadium,Bangalore,RR,field,,0,0,,28
2015_29,2015,2015-04-30,KKR,CSK,Eden Gardens,Kolkata,KKR,field,KKR,0,7,AD Russell,29
2015_31,2015,2015-05-01,MI,RR,Wankhede Stadium,Mumbai,RR,field,MI,8,0,AT Rayudu,31
2015_30,2015,2015-05-01,DC,PBKS,Arun Jaitley Stadium,Delhi,DC,field,DC,0,9,NM Coulter-Nile,30
2015_32,2015,2015-05-02,SRH,CSK,Rajiv Gandhi Stadium,Hyderabad,CSK,field,SRH,22,0,DA Warner,32
2015_33,2015,2015-05-02,RCB,KKR,M Chinnaswamy Stadium,Bangalore,RCB,field,RCB,0,7,Mandeep Singh,33
2015_34,2015,2015-05-03,PBKS,MI,PCA Stadium,Chandigarh,MI,bat,MI,23,0,LMP Simmons,34
2015_35,2015,2015-05-03,RR,DC,Brabourne Stadium,Mumbai,DC,field,RR,14,0,AM Rahane,35
2015_36,2015,2015-05-04,CSK,RCB,MA Chidambaram Stadium,Chennai,CSK,bat,CSK,24,0,SK Raina,36
2015_37,2015,2015-05-04,KKR,SRH,Eden Gardens,Kolkata,SRH,field,KKR,35,0,UT Yadav,37
2015_38,2015,2015-05-05,MI,DC,Wankhede Stadium,Mumbai,DC,bat,MI,0,5,Harbhajan Singh,38
2015_39,2015,2015-05-06,RCB,PBKS,M Chinnaswamy Stadium,Bangalore,PBKS,field,RCB,138,0,CH Gayle,39
2015_40,2015,2015-05-07,RR,SRH,Brabourne Stadium,Mumbai,RR,field,SRH,7,0,EJG Morgan,40
